"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_name","Gene_type"
"ENSG00000286270.2",22935,1,4," ENSG00000286270"," lncRNA"
"ENSG00000170373.9",3706,2,6," CST1"," protein_coding"
"ENSG00000277975.1",3384,1,3," CSTP2"," unprocessed_pseudogene"
"ENSG00000230908.2",7891,1,4," ENSG00000230908"," lncRNA"
"ENSG00000170369.4",2960,1,3," CST2"," protein_coding"
"ENSG00000170367.5",3814,1,3," CST5"," protein_coding"
"ENSG00000228476.2",10416,2,7," CSTP1"," transcribed_unprocessed_pseudogene"
"ENSG00000236168.1",149,1,1," ENSG00000236168"," unprocessed_pseudogene"
"ENSG00000149435.12",3729,3,9," GGTLC1"," protein_coding"
"ENSG00000167390.8",1162,1,1," POM121L3P"," unprocessed_pseudogene"
"ENSG00000230133.2",162758,4,14," LINC01721"," lncRNA"
"ENSG00000236151.1",1796,1,2," ENSG00000236151"," lncRNA"
"ENSG00000200231.1",143,1,1," RNU1-23P"," snRNA"
"ENSG00000232200.2",20501,1,5," ENSG00000232200"," lncRNA"
"ENSG00000234069.1",923,1,1," GAPDHP53"," processed_pseudogene"
"ENSG00000101463.6",196987,1,4," SYNDIG1"," protein_coding"
"ENSG00000228539.1",10873,1,3," ENSG00000228539"," lncRNA"
"ENSG00000231015.1",1444,1,2," ENSG00000231015"," lncRNA"
"ENSG00000274173.1",1143,1,1," LINC02967"," lncRNA"
"ENSG00000077984.6",10659,1,4," CST7"," protein_coding"
"ENSG00000101474.12",29826,1,9," APMAP"," protein_coding"
"ENSG00000207355.1",109,1,1," RNU6-1257P"," snRNA"
"ENSG00000286444.1",1010,1,1," ENSG00000286444"," lncRNA"
"ENSG00000154930.15",52750,4,21," ACSS1"," protein_coding"
"ENSG00000275358.1",629,1,1," ENSG00000275358"," lncRNA"
"ENSG00000100987.15",11256,4,9," VSX1"," protein_coding"
"ENSG00000225069.3",823,1,1," ENSG00000225069"," processed_pseudogene"
"ENSG00000230725.6",9720,2,7," ENSG00000230725"," lncRNA"
"ENSG00000225344.1",894,1,1," ENSG00000225344"," processed_pseudogene"
"ENSG00000286472.1",3191,1,3," ENSG00000286472"," lncRNA"
"ENSG00000197586.13",32382,4,21," ENTPD6"," protein_coding"
"ENSG00000202414.1",100,1,1," Y_RNA"," misc_RNA"
"ENSG00000279322.1",287,1,1," ENSG00000279322"," TEC"
"ENSG00000277938.1",2783,1,1," ENSG00000277938"," lncRNA"
"ENSG00000274414.1",6222,1,2," ENSG00000274414"," lncRNA"
"ENSG00000100994.12",49927,1,20," PYGB"," protein_coding"
"ENSG00000274507.1",296,1,1," ENSG00000274507"," lncRNA"
"ENSG00000276952.1",673,1,1," ENSG00000276952"," lncRNA"
"ENSG00000100997.20",96093,4,20," ABHD12"," protein_coding"
"ENSG00000227379.2",491,1,1," PPIAP2"," processed_pseudogene"
"ENSG00000101003.12",61692,10,28," GINS1"," protein_coding"
"ENSG00000101004.15",132834,2,26," NINL"," protein_coding"
"ENSG00000251883.1",70,1,1," RNU6ATAC17P"," snRNA"
"ENSG00000170191.5",11079,1,2," NANP"," protein_coding"
"ENSG00000213742.8",64987,3,14," ZNF337-AS1"," lncRNA"
"ENSG00000242236.2",286,1,1," RN7SL594P"," misc_RNA"
"ENSG00000236542.1",529,1,1," MED28P7"," processed_pseudogene"
"ENSG00000130684.14",23658,2,7," ZNF337"," protein_coding"
"ENSG00000278383.1",465,1,1," ENSG00000278383"," lncRNA"
"ENSG00000226465.5",55854,2,5," ENSG00000226465"," lncRNA"
"ENSG00000230772.1",829,1,1," VN1R108P"," unprocessed_pseudogene"
"ENSG00000175170.16",105841,5,21," FAM182B"," lncRNA"
"ENSG00000275048.1",366,1,1," BSNDP1"," processed_pseudogene"
"ENSG00000250090.1",847,1,2," ENSG00000250090"," unprocessed_pseudogene"
"ENSG00000274973.1",365,1,1," BSNDP2"," processed_pseudogene"
"ENSG00000228593.1",182,1,1," CFTRP1"," unprocessed_pseudogene"
"ENSG00000226203.2",13493,1,4," LINC01733"," lncRNA"
"ENSG00000125804.14",101707,6,20," FAM182A"," lncRNA"
"ENSG00000231081.1",1740,1,2," ENSG00000231081"," lncRNA"
"ENSG00000287569.1",1451,1,1," ENSG00000287569"," lncRNA"
"ENSG00000204556.4",1852,1,4," ENSG00000204556"," unprocessed_pseudogene"
"ENSG00000277508.1",363,1,1," BSNDP3"," processed_pseudogene"
"ENSG00000240108.1",10612,2,4," NCOR1P1"," transcribed_unprocessed_pseudogene"
"ENSG00000230440.1",1311,1,2," ENSG00000230440"," lncRNA"
"ENSG00000287211.1",52208,1,2," ENSG00000287211"," lncRNA"
"ENSG00000227195.11",83729,8,28," MIR663AHG"," lncRNA"
"ENSG00000238129.5",8483,2,5," ENSG00000238129"," lncRNA"
"ENSG00000284419.1",92,1,1," MIR663A"," miRNA"
"ENSG00000282826.4",39008,3,15," FRG1CP"," transcribed_unprocessed_pseudogene"
"ENSG00000282870.1",22371,1,9," FRG1DP"," unprocessed_pseudogene"
"ENSG00000283568.1",151,1,1," 5_8S_rRNA"," rRNA"
"ENSG00000283069.1",755,1,1," DUX4L32"," unprocessed_pseudogene"
"ENSG00000282949.1",356,1,1," PCMTD1P7"," unprocessed_pseudogene"
"ENSG00000282894.1",957,1,1," DUX4L33"," unprocessed_pseudogene"
"ENSG00000282935.1",1252,1,1," DUX4L34"," unprocessed_pseudogene"
"ENSG00000282842.1",1647,1,4," FRG2EP"," unprocessed_pseudogene"
"ENSG00000283123.1",483,1,1," RARRES2P11"," processed_pseudogene"
"ENSG00000282968.1",2190,1,1," AGGF1P10"," processed_pseudogene"
"ENSG00000282911.1",789,1,1," DUX4L35"," unprocessed_pseudogene"
"ENSG00000282995.1",17032,1,9," FRG1EP"," unprocessed_pseudogene"
"ENSG00000287889.1",11044,1,3," FAM242B"," lncRNA"
"ENSG00000283592.1",111,1,1," Y_RNA"," misc_RNA"
"ENSG00000282921.1",198,1,1," CFTRP2"," processed_pseudogene"
"ENSG00000283291.1",151,1,1," 5_8S_rRNA"," rRNA"
"ENSG00000283005.1",1909,1,1," CDC27P3"," processed_pseudogene"
"ENSG00000283433.1",118,1,1," RNA5SP532"," rRNA"
"ENSG00000283020.1",727,1,1," DUX4L37"," unprocessed_pseudogene"
"ENSG00000204555.3",211,1,1," CFTRP3"," processed_pseudogene"
"ENSG00000205611.5",11050,3,9," LINC01597"," lncRNA"
"ENSG00000286483.1",1117,1,2," ENSG00000286483"," lncRNA"
"ENSG00000287288.1",17930,1,2," ENSG00000287288"," lncRNA"
"ENSG00000200325.1",111,1,1," Y_RNA"," misc_RNA"
"ENSG00000231934.2",38909,1,5," FAM242A"," lncRNA"
"ENSG00000149531.15",21885,1,9," FRG1BP"," unprocessed_pseudogene"
"ENSG00000238151.1",261,1,1," MLLT10P1"," processed_pseudogene"
"ENSG00000275877.1",151,1,1," 5_8S_rRNA"," rRNA"
"ENSG00000283443.2",18830,2,6," ZNF285DP"," transcribed_unprocessed_pseudogene"
"ENSG00000277112.3",67899,2,24," ANKRD20A21P"," transcribed_unprocessed_pseudogene"
"ENSG00000274385.1",106,1,1," U6"," snRNA"
"ENSG00000275305.1",118,1,1," RNA5SP528"," rRNA"
"ENSG00000215547.1",1968,1,2," DEFB115"," protein_coding"
"ENSG00000215546.2",697,1,1," DKKL1P1"," processed_pseudogene"
"ENSG00000224628.2",1518,1,1," ENSG00000224628"," processed_pseudogene"
"ENSG00000215545.1",5373,1,2," DEFB116"," protein_coding"
"ENSG00000237929.1",659,1,2," RPL31P3"," processed_pseudogene"
"ENSG00000236121.1",3100,1,4," HAUS6P2"," processed_pseudogene"
"ENSG00000252649.1",108,1,1," RNA5SP480"," rRNA_pseudogene"
"ENSG00000212717.3",140,1,1," DEFB117"," processed_pseudogene"
"ENSG00000131068.4",5322,1,2," DEFB118"," protein_coding"
"ENSG00000212134.1",127,1,1," ENSG00000212134"," snoRNA"
"ENSG00000180483.7",13426,2,5," DEFB119"," protein_coding"
"ENSG00000204548.4",7993,1,2," DEFB121"," protein_coding"
"ENSG00000204547.7",7744,2,5," DEFB122"," transcribed_unprocessed_pseudogene"
"ENSG00000180424.7",9625,1,2," DEFB123"," protein_coding"
"ENSG00000180383.4",11286,1,3," DEFB124"," protein_coding"
"ENSG00000088320.4",9607,1,5," REM1"," protein_coding"
"ENSG00000233354.1",1796,1,4," LINC00028"," lncRNA"
"ENSG00000101294.18",63513,5,22," HM13"," protein_coding"
"ENSG00000274364.1",363,1,1," ENSG00000274364"," lncRNA"
"ENSG00000101898.7",702,1,1," MCTS2"," protein_coding"
"ENSG00000235313.1",910,1,2," HM13-IT1"," lncRNA"
"ENSG00000230613.1",5556,1,3," HM13-AS1"," lncRNA"
"ENSG00000278276.1",324,1,1," ENSG00000278276"," lncRNA"
"ENSG00000201770.1",103,1,1," RNU6-384P"," snRNA"
"ENSG00000289875.1",767,1,1," ENSG00000289875"," lncRNA"
"ENSG00000125968.9",1232,2,3," ID1"," protein_coding"
"ENSG00000264395.1",54,1,1," MIR3193"," miRNA"
"ENSG00000131055.5",7094,1,5," COX4I2"," protein_coding"
"ENSG00000171552.14",59537,11,20," BCL2L1"," protein_coding"
"ENSG00000236559.1",30609,1,2," BCL2L1-AS1"," lncRNA"
"ENSG00000281376.1",1902,1,1," ABALON"," lncRNA"
"ENSG00000289492.1",496,1,1," ENSG00000289492"," lncRNA"
"ENSG00000088325.16",62534,2,21," TPX2"," protein_coding"
"ENSG00000230801.1",246,1,1," ENSG00000230801"," processed_pseudogene"
"ENSG00000101306.11",15381,2,15," MYLK2"," protein_coding"
"ENSG00000179772.8",1301,1,1," FOXS1"," protein_coding"
"ENSG00000149599.16",23027,6,17," DUSP15"," protein_coding"
"ENSG00000131044.19",74366,3,23," TTLL9"," protein_coding"
"ENSG00000199497.1",172,1,1," RNU1-94P"," snRNA"
"ENSG00000088356.6",7709,1,5," PDRG1"," protein_coding"
"ENSG00000260903.3",35236,1,3," XKR7"," protein_coding"
"ENSG00000278012.1",650,1,1," ENSG00000278012"," lncRNA"
"ENSG00000226239.2",25920,2,5," ENSG00000226239"," lncRNA"
"ENSG00000252623.1",121,1,1," RNA5SP481"," rRNA_pseudogene"
"ENSG00000101331.17",21742,2,11," CCM2L"," protein_coding"
"ENSG00000212571.1",117,1,1," RNA5SP482"," rRNA_pseudogene"
"ENSG00000101336.18",49659,4,19," HCK"," protein_coding"
"ENSG00000101337.16",57544,2,20," TM9SF4"," protein_coding"
"ENSG00000275576.1",458,1,1," ENSG00000275576"," lncRNA"
"ENSG00000224452.1",400,1,1," RSL24D1P6"," processed_pseudogene"
"ENSG00000235217.6",4050,2,2," TSPY26P"," transcribed_processed_pseudogene"
"ENSG00000126003.7",15239,1,3," PLAGL2"," protein_coding"
"ENSG00000101346.14",30778,2,9," POFUT1"," protein_coding"
"ENSG00000284125.1",52,1,1," MIR1825"," miRNA"
"ENSG00000287850.1",2393,1,2," ENSG00000287850"," lncRNA"
"ENSG00000101350.8",57360,1,9," KIF3B"," protein_coding"
"ENSG00000277692.1",681,1,1," ENSG00000277692"," lncRNA"
"ENSG00000171456.21",80989,9,31," ASXL1"," protein_coding"
"ENSG00000197183.15",142274,4,18," NOL4L"," protein_coding"
"ENSG00000236772.1",3852,1,4," ENSG00000236772"," lncRNA"
"ENSG00000286311.1",1870,1,2," ENSG00000286311"," lncRNA"
"ENSG00000277301.1",10326,1,3," ENSG00000277301"," lncRNA"
"ENSG00000233293.1",12795,1,3," ENSG00000233293"," lncRNA"
"ENSG00000204393.7",43901,1,3," NOL4L-DT"," lncRNA"
"ENSG00000228156.1",11937,1,2," ENSG00000228156"," lncRNA"
"ENSG00000198547.10",42316,2,8," C20orf203"," protein_coding"
"ENSG00000285382.1",111384,1,11," ENSG00000285382"," protein_coding"
"ENSG00000175730.8",635,1,1," BAK1P1"," processed_pseudogene"
"ENSG00000149600.12",40768,2,5," COMMD7"," protein_coding"
"ENSG00000088305.19",46974,7,32," DNMT3B"," protein_coding"
"ENSG00000101367.9",30451,1,7," MAPRE1"," protein_coding"
"ENSG00000260536.1",11129,1,2," ENSG00000260536"," lncRNA"
"ENSG00000260257.2",2130,1,1," ENSG00000260257"," lncRNA"
"ENSG00000215529.13",102922,2,29," EFCAB8"," protein_coding"
"ENSG00000167098.12",20660,3,17," SUN5"," protein_coding"
"ENSG00000078898.7",15999,1,16," BPIFB2"," protein_coding"
"ENSG00000167104.11",12399,1,15," BPIFB6"," protein_coding"
"ENSG00000214245.3",635,1,1," PUDPP3"," processed_pseudogene"
"ENSG00000186190.8",19944,1,16," BPIFB3"," protein_coding"
"ENSG00000186191.9",32108,2,20," BPIFB4"," protein_coding"
"ENSG00000131050.11",19644,2,10," BPIFA2"," protein_coding"
"ENSG00000237662.1",901,1,2," SOCS2P1"," processed_pseudogene"
"ENSG00000183566.10",16877,3,13," BPIFA4P"," transcribed_unprocessed_pseudogene"
"ENSG00000224876.1",2147,1,2," ENSG00000224876"," lncRNA"
"ENSG00000131059.12",10496,2,8," BPIFA3"," protein_coding"
"ENSG00000198183.12",7316,4,15," BPIFA1"," protein_coding"
"ENSG00000233106.1",395,1,1," RPL12P3"," processed_pseudogene"
"ENSG00000125999.11",36391,1,16," BPIFB1"," protein_coding"
"ENSG00000233146.1",13100,1,10," BPIFB5P"," unitary_pseudogene"
"ENSG00000125997.5",6724,1,6," BPIFB9P"," transcribed_unitary_pseudogene"
"ENSG00000101391.21",42722,3,18," CDK5RAP1"," protein_coding"
"ENSG00000288878.1",251,1,1," ENSG00000288878"," lncRNA"
"ENSG00000101400.6",35806,1,8," SNTA1"," protein_coding"
"ENSG00000078699.22",159961,7,24," CBFA2T2"," protein_coding"
"ENSG00000275223.1",722,1,1," ENSG00000275223"," lncRNA"
"ENSG00000125967.17",17376,2,15," NECAB3"," protein_coding"
"ENSG00000149609.6",3292,1,2," C20orf144"," protein_coding"
"ENSG00000288649.2",1582,1,1," ACTL10"," protein_coding"
"ENSG00000271803.1",863,1,2," ENSG00000271803"," lncRNA"
"ENSG00000101412.13",10908,1,7," E2F1"," protein_coding"
"ENSG00000101417.12",17561,3,8," PXMP4"," protein_coding"
"ENSG00000229188.2",2897,1,2," ENSG00000229188"," lncRNA"
"ENSG00000131061.15",60612,3,19," ZNF341"," protein_coding"
"ENSG00000230837.1",376,1,1," RPL31P2"," processed_pseudogene"
"ENSG00000230753.6",23736,1,4," ZNF341-AS1"," lncRNA"
"ENSG00000101421.4",43018,1,5," CHMP4B"," protein_coding"
"ENSG00000214200.2",1013,1,2," TPM3P2"," processed_pseudogene"
"ENSG00000228958.1",414,1,1," PIGPP3"," processed_pseudogene"
"ENSG00000285230.3",13678,3,7," RALY-AS1"," lncRNA"
"ENSG00000125970.12",114662,2,11," RALY"," protein_coding"
"ENSG00000228386.2",2780,1,3," ENSG00000228386"," lncRNA"
"ENSG00000264616.1",71,1,1," MIR4755"," miRNA"
"ENSG00000125977.7",23934,1,9," EIF2S2"," protein_coding"
"ENSG00000225246.1",820,1,1," RPS2P1"," processed_pseudogene"
"ENSG00000287853.1",4215,1,2," ENSG00000287853"," lncRNA"
"ENSG00000101440.10",74775,2,6," ASIP"," protein_coding"
"ENSG00000214185.3",2397,1,1," XPOTP1"," processed_pseudogene"
"ENSG00000250917.1",46333,1,3," ENSG00000250917"," lncRNA"
"ENSG00000236456.1",584,1,1," ENSG00000236456"," processed_pseudogene"
"ENSG00000101444.13",31534,2,12," AHCY"," protein_coding"
"ENSG00000272945.1",4834,1,2," ENSG00000272945"," lncRNA"
"ENSG00000234087.1",114,1,1," ENSG00000234087"," processed_pseudogene"
"ENSG00000078747.17",148538,8,40," ITCH"," protein_coding"
"ENSG00000289720.1",177652,1,5," ENSG00000289720"," protein_coding"
"ENSG00000201498.1",100,1,1," Y_RNA"," misc_RNA"
"ENSG00000234933.1",547,1,1," CDC42P1"," processed_pseudogene"
"ENSG00000236388.1",433,1,2," ITCH-AS1"," lncRNA"
"ENSG00000231795.1",3622,1,2," ITCH-IT1"," lncRNA"
"ENSG00000207997.1",93,1,1," MIR644A"," miRNA"
"ENSG00000181741.7",550,1,1," FDX1P1"," processed_pseudogene"
"ENSG00000277558.1",582,1,1," ENSG00000277558"," lncRNA"
"ENSG00000125971.18",24563,4,9," DYNLRB1"," protein_coding"
"ENSG00000206582.1",96,1,1," Y_RNA"," misc_RNA"
"ENSG00000101460.13",13491,2,8," MAP1LC3A"," protein_coding"
"ENSG00000101464.11",138248,2,14," PIGU"," protein_coding"
"ENSG00000231034.1",290,1,1," ENSG00000231034"," processed_pseudogene"
"ENSG00000198646.14",136554,4,20," NCOA6"," protein_coding"
"ENSG00000078804.13",9100,2,7," TP53INP2"," protein_coding"
"ENSG00000286803.1",66046,1,3," ENSG00000286803"," lncRNA"
"ENSG00000225336.2",887,1,2," HMGB3P1"," processed_pseudogene"
"ENSG00000131067.17",28136,1,15," GGT7"," protein_coding"
"ENSG00000131069.20",55816,2,21," ACSS2"," protein_coding"
"ENSG00000100983.12",27595,6,22," GSS"," protein_coding"
"ENSG00000078814.18",46627,2,47," MYH7B"," protein_coding"
"ENSG00000207635.1",121,1,1," MIR499A"," miRNA"
"ENSG00000283441.1",72,1,1," MIR499B"," miRNA"
"ENSG00000100991.12",90403,1,20," TRPC4AP"," protein_coding"
"ENSG00000202150.1",103,1,1," RNU6-407P"," snRNA"
"ENSG00000088298.13",31972,2,12," EDEM2"," protein_coding"
"ENSG00000201151.1",71,1,1," ENSG00000201151"," snoRNA"
"ENSG00000101000.6",44168,1,4," PROCR"," protein_coding"
"ENSG00000278367.1",564,1,1," ENSG00000278367"," lncRNA"
"ENSG00000200301.1",117,1,1," RNA5SP483"," rRNA_pseudogene"
"ENSG00000126005.17",76386,2,4," MMP24OS"," protein_coding"
"ENSG00000229230.3",176,1,1," MT1P3"," processed_pseudogene"
"ENSG00000125966.10",50308,1,9," MMP24"," protein_coding"
"ENSG00000279253.1",1460,1,1," ENSG00000279253"," TEC"
"ENSG00000261582.1",12158,1,4," ENSG00000261582"," protein_coding"
"ENSG00000242372.9",6078,4,12," EIF6"," protein_coding"
"ENSG00000235214.1",505,1,2," FAM83C-AS1"," lncRNA"
"ENSG00000125998.8",6694,1,4," FAM83C"," protein_coding"
"ENSG00000101019.22",109465,8,23," UQCC1"," protein_coding"
"ENSG00000204183.3",2421,1,2," GDF5-AS1"," lncRNA"
"ENSG00000125965.9",21399,2,5," GDF5"," protein_coding"
"ENSG00000221763.1",143,1,1," MIR1289-1"," miRNA"
"ENSG00000126001.16",64116,2,37," CEP250"," protein_coding"
"ENSG00000230155.8",14802,2,5," CEP250-AS1"," lncRNA"
"ENSG00000242507.6",7403,2,12," ENSG00000242507"," transcribed_unprocessed_pseudogene"
"ENSG00000125975.14",6466,3,10," C20orf173"," protein_coding"
"ENSG00000125991.21",15596,2,15," ERGIC3"," protein_coding"
"ENSG00000224497.1",317,1,1," RPL36P4"," processed_pseudogene"
"ENSG00000088340.17",48825,5,55," FER1L4"," transcribed_unitary_pseudogene"
"ENSG00000227401.1",283,1,1," RPL37P1"," processed_pseudogene"
"ENSG00000061656.11",5265,1,13," SPAG4"," protein_coding"
"ENSG00000214078.13",38925,4,24," CPNE1"," protein_coding"
"ENSG00000272897.5",42204,1,6," ENSG00000272897"," protein_coding"
"ENSG00000222460.1",319,1,1," RN7SKP271"," misc_RNA"
"ENSG00000252549.1",102,1,1," RNU6-759P"," snRNA"
"ENSG00000244462.8",16031,3,4," RBM12"," protein_coding"
"ENSG00000244005.13",31303,5,17," NFS1"," protein_coding"
"ENSG00000125995.16",1712,5,10," ROMO1"," protein_coding"
"ENSG00000131051.24",40965,4,24," RBM39"," protein_coding"
"ENSG00000289872.1",1204,1,1," ENSG00000289872"," lncRNA"
"ENSG00000225357.3",905,1,1," RPF2P1"," processed_pseudogene"
"ENSG00000283527.1",82,1,1," U6"," snRNA"
"ENSG00000025293.17",178396,1,18," PHF20"," protein_coding"
"ENSG00000234274.1",241,1,1," COX7BP2"," processed_pseudogene"
"ENSG00000199676.1",112,1,1," Y_RNA"," misc_RNA"
"ENSG00000219608.3",257,1,1," HIGD1AP16"," processed_pseudogene"
"ENSG00000201221.1",142,1,1," RNU4-40P"," snRNA"
"ENSG00000207053.1",105,1,1," RNU6-937P"," snRNA"
"ENSG00000171222.11",5855,3,8," SCAND1"," protein_coding"
"ENSG00000149646.12",76136,4,18," CNBD2"," protein_coding"
"ENSG00000260032.2",5400,1,1," NORAD"," lncRNA"
"ENSG00000234139.6",34212,6,18," ENSG00000234139"," lncRNA"
"ENSG00000277235.1",320,1,1," ENSG00000277235"," lncRNA"
"ENSG00000231470.1",583,1,1," HMGB3P2"," processed_pseudogene"
"ENSG00000237063.1",1940,1,2," ENSG00000237063"," lncRNA"
"ENSG00000088367.23",141295,6,38," EPB41L1"," protein_coding"
"ENSG00000232406.8",8479,3,9," EPB41L1-AS1"," lncRNA"
"ENSG00000278035.1",446,1,1," ENSG00000278035"," lncRNA"
"ENSG00000131043.13",34787,9,18," AAR2"," protein_coding"
"ENSG00000080845.19",222301,6,24," DLGAP4"," protein_coding"
"ENSG00000232907.9",65689,1,7," DLGAP4-AS1"," lncRNA"
"ENSG00000101335.10",9950,2,6," MYL9"," protein_coding"
"ENSG00000273986.1",293,1,1," Metazoa_SRP"," misc_RNA"
"ENSG00000118707.11",20462,4,9," TGIF2"," protein_coding"
"ENSG00000259399.1",37831,1,4," TGIF2-RAB5IF"," protein_coding"
"ENSG00000101084.19",6778,3,5," RAB5IF"," protein_coding"
"ENSG00000101082.14",33878,2,11," SLA2"," protein_coding"
"ENSG00000227688.2",1020,1,2," HNRNPA3P2"," unprocessed_pseudogene"
"ENSG00000101079.21",94324,4,22," NDRG3"," protein_coding"
"ENSG00000202255.1",111,1,1," Y_RNA"," misc_RNA"
"ENSG00000289373.1",309,1,1," ENSG00000289373"," lncRNA"
"ENSG00000149636.16",22027,5,17," DSN1"," protein_coding"
"ENSG00000149639.15",86091,2,18," SOGA1"," protein_coding"
"ENSG00000242509.3",303,1,1," RN7SL156P"," misc_RNA"
"ENSG00000101342.10",18114,2,9," TLDC2"," protein_coding"
"ENSG00000101347.11",61664,4,22," SAMHD1"," protein_coding"
"ENSG00000080839.12",99648,2,24," RBL1"," protein_coding"
"ENSG00000231241.1",241,1,1," RPS3AP3"," processed_pseudogene"
"ENSG00000226144.2",453,1,1," RPS27AP3"," processed_pseudogene"
"ENSG00000269846.1",1393,1,1," ENSG00000269846"," lncRNA"
"ENSG00000101353.16",78362,3,28," MROH8"," protein_coding"
"ENSG00000236159.1",538,1,1," ENSG00000236159"," processed_pseudogene"
"ENSG00000118705.17",63209,2,19," RPN2"," protein_coding"
"ENSG00000118702.11",10733,2,7," GHRH"," protein_coding"
"ENSG00000101363.13",27611,5,12," MANBAL"," protein_coding"
"ENSG00000286240.1",5223,1,2," ENSG00000286240"," lncRNA"
"ENSG00000197122.13",61365,5,21," SRC"," protein_coding"
"ENSG00000213979.3",801,1,1," RPL7AP14"," processed_pseudogene"
"ENSG00000166619.15",35459,6,12," BLCAP"," protein_coding"
"ENSG00000053438.11",2484,5,12," NNAT"," protein_coding"
"ENSG00000276603.1",418,1,1," ENSG00000276603"," lncRNA"
"ENSG00000235044.1",504,1,1," PPIAP3"," processed_pseudogene"
"ENSG00000274469.2",20390,1,5," LINC01746"," lncRNA"
"ENSG00000228234.1",333,1,1," GLRXP1"," processed_pseudogene"
"ENSG00000225759.1",3821,1,3," LINC00489"," lncRNA"
"ENSG00000204117.2",6345,1,4," ENSG00000204117"," lncRNA"
"ENSG00000132792.19",178174,5,30," CTNNBL1"," protein_coding"
"ENSG00000132821.12",42239,2,6," VSTM2L"," protein_coding"
"ENSG00000199683.1",325,1,1," RN7SKP185"," misc_RNA"
"ENSG00000101407.13",50454,3,13," TTI1"," protein_coding"
"ENSG00000101413.12",94055,1,7," RPRD1B"," protein_coding"
"ENSG00000264767.2",286,1,1," RN7SL237P"," misc_RNA"
"ENSG00000277550.1",1437,1,1," ENSG00000277550"," lncRNA"
"ENSG00000198959.12",39193,1,13," TGM2"," protein_coding"
"ENSG00000149633.12",50269,2,16," KIAA1755"," protein_coding"
"ENSG00000277829.1",548,1,1," ENSG00000277829"," lncRNA"
"ENSG00000285144.1",44183,1,3," ENSG00000285144"," lncRNA"
"ENSG00000285347.1",33717,1,2," ENSG00000285347"," lncRNA"
"ENSG00000285100.1",3242,1,1," ENSG00000285100"," lncRNA"
"ENSG00000206249.3",38205,1,3," ENSG00000206249"," lncRNA"
"ENSG00000101425.14",33355,3,19," BPI"," protein_coding"
"ENSG00000129988.6",30531,1,15," LBP"," protein_coding"
"ENSG00000275285.1",4354,1,2," ENSG00000275285"," lncRNA"
"ENSG00000224635.2",11904,1,3," ENSG00000224635"," lncRNA"
"ENSG00000275401.1",719,1,1," ENSG00000275401"," lncRNA"
"ENSG00000196756.15",15771,12,40," SNHG17"," lncRNA"
"ENSG00000277034.1",127,1,1," SNORA71"," snoRNA"
"ENSG00000235408.6",271,1,1," SNORA71B"," snoRNA"
"ENSG00000225091.3",133,1,1," SNORA71A"," snoRNA"
"ENSG00000201512.1",133,1,1," SNORA71C"," snoRNA"
"ENSG00000200354.1",133,1,1," SNORA71D"," snoRNA"
"ENSG00000201811.1",133,1,1," SNORA71"," snoRNA"
"ENSG00000174365.22",4597,4,16," SNHG11"," lncRNA"
"ENSG00000274309.1",131,1,1," SNORA71E"," snoRNA"
"ENSG00000199266.1",133,1,1," SNORA60"," snoRNA"
"ENSG00000170471.15",106043,3,35," RALGAPB"," protein_coding"
"ENSG00000275453.2",69,1,1," MIR548O2"," miRNA"
"ENSG00000231307.1",700,1,1," RPS3P2"," processed_pseudogene"
"ENSG00000182035.13",7268,3,6," ADIG"," protein_coding"
"ENSG00000289012.1",42296,1,1," ENSG00000289012"," lncRNA"
"ENSG00000124143.11",49226,1,15," ARHGAP40"," protein_coding"
"ENSG00000213959.2",563,1,1," ENSG00000213959"," processed_pseudogene"
"ENSG00000277965.1",282,1,1," Metazoa_SRP"," misc_RNA"
"ENSG00000101438.4",4886,1,2," SLC32A1"," protein_coding"
"ENSG00000101442.10",24060,1,9," ACTR5"," protein_coding"
"ENSG00000199691.1",314,1,1," RN7SKP173"," misc_RNA"
"ENSG00000101445.10",117327,2,12," PPP1R16B"," protein_coding"
"ENSG00000240474.3",304,1,1," RN7SL116P"," misc_RNA"
"ENSG00000101447.15",26794,2,5," FAM83D"," protein_coding"
"ENSG00000274825.1",637,1,1," ENSG00000274825"," lncRNA"
"ENSG00000261431.1",186,1,1," DHX35-DT"," lncRNA"
"ENSG00000101452.15",77424,3,24," DHX35"," protein_coding"
"ENSG00000277581.1",521,1,1," ENSG00000277581"," lncRNA"
"ENSG00000223864.1",711,1,1," NPM1P19"," processed_pseudogene"
"ENSG00000230324.1",10971,1,4," LINC01734"," lncRNA"
"ENSG00000287983.1",2721,1,2," ENSG00000287983"," lncRNA"
"ENSG00000224357.1",910,1,1," ATG3P1"," processed_pseudogene"
"ENSG00000275337.1",298,1,1," RN7SL680P"," misc_RNA"
"ENSG00000286083.1",8227,1,3," ENSG00000286083"," lncRNA"
"ENSG00000229976.2",57895,2,9," ENSG00000229976"," lncRNA"
"ENSG00000234878.1",317,1,1," HSPE1P1"," processed_pseudogene"
"ENSG00000237767.4",7107,5,16," LINC01370"," lncRNA"
"ENSG00000233415.1",12304,1,3," ENSG00000233415"," lncRNA"
"ENSG00000223410.1",5316,1,3," ENSG00000223410"," lncRNA"
"ENSG00000204103.4",3388,1,1," MAFB"," protein_coding"
"ENSG00000229771.2",2117,1,2," ENSG00000229771"," lncRNA"
