"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_name","Gene_type","Intron_Length","Exon_Length","splice5","splice3","ssstrength5","ssstrength3","ss5conservation","ss3conservation","codingpotential","branchpt_len"
"ENSG00000124383.11",19791,3,15,"MPHOSPH10","protein_coding",1266,158,1,0,9.54,-5.77,NA,NA,1,"11"
"ENSG00000124374.9",44365,1,4,"PAIP2B","protein_coding",12430,176.5,1,0,-10.57,-9.14,NA,NA,0.80378,"46"
"ENSG00000075292.19",158508,3,34,"ZNF638","protein_coding",1740,105,1,0,8.9,-7.4,NA,NA,0.324581,"12.5"
"ENSG00000281195.1",2382,1,2,"ENSG00000281195","lncRNA",768,807.5,1,0,5.95,5.75,0.068,0.106,0.018586,"87"
"ENSG00000135636.16",233202,7,68,"DYSF","protein_coding",1765,115,1,0,8.69,-7.84,NA,NA,1,"144"
"ENSG00000003137.9",18624,2,8,"CYP26B1","protein_coding",1453,276,1,0,-23.99,-27.63,NA,NA,0.999999,"93"
"ENSG00000289615.2",1136,1,2,"ENSG00000289615","lncRNA",373,382,1,0,8.66,-1.02,NA,NA,0.400873,NA
"ENSG00000144036.16",650057,3,27,"EXOC6B","protein_coding",9876,110,1,0,-12.28,-13,NA,NA,0.377091,"18"
"ENSG00000116096.6",4776,1,3,"SPR","protein_coding",1659.5,329,1,0,10.06,-0.15,NA,NA,0.7499795,"258"
"ENSG00000135638.14",19811,2,5,"EMX1","protein_coding",8270.5,671.5,1,0,6.99,-2.4,NA,NA,0.579136,"460.5"
"ENSG00000278060.1",1381,1,2,"ENSG00000278060","lncRNA",909,236.5,1,0,-23.8,-24.16,NA,0.263,0.213211,"94"
"ENSG00000144040.13",133583,2,16,"SFXN5","protein_coding",11803.5,69,1,0,-13.75,-19.35,NA,NA,0.2233875,"92"
"ENSG00000135631.17",83339,2,7,"RAB11FIP5","protein_coding",3468,672,1,0,-8.81,-24.57,NA,NA,0.6518105,"195"
"ENSG00000272702.1",2889,1,2,"ENSG00000272702","lncRNA",193,210,1,0,10.03,3.02,0.001,0,0.05694635,NA
"ENSG00000214513.4",9939,1,3,"NOTO","protein_coding",3753.5,475,1,0,7.875,-2.245,NA,NA,0.973674,"187.5"
"ENSG00000135632.12",12999,2,15,"SMYD5","protein_coding",630.5,100.5,1,0,9.13,-5.635,NA,NA,0.0860554,"102"
"ENSG00000135617.4",5229,1,5,"PRADC1","protein_coding",520,146,1,0,-14.635,-14.855,NA,NA,0.861465,"10"
"ENSG00000135624.17",19601,3,16,"CCT7","protein_coding",867,151.5,1,0,8.56,-10.14,NA,NA,0.149364,"24"
"ENSG00000163013.12",29796,3,16,"FBXO41","protein_coding",369,159,4,0,-10.32,-15.91,NA,NA,1,"74"
"ENSG00000135625.8",2772,2,4,"EGR4","protein_coding",400,1186,1,0,0.02,-20.47,NA,NA,1,"32"
"ENSG00000287435.1",1949,1,2,"ENSG00000287435","lncRNA",840,555,1,0,-6.32,-15.55,0.001,NA,0.0324165,"49"
"ENSG00000285068.1",33067,1,4,"ENSG00000285068","lncRNA",12642,123,1,0,-17.51,-16.02,NA,0.01,0.0133082,"18"
"ENSG00000116127.20",239408,3,27,"ALMS1","protein_coding",5644,171,1,0,8.68,-3.15,NA,NA,1,"22"
"ENSG00000230002.3",2718,1,2,"ALMS1-IT1","lncRNA",614,1052.5,1,0,1.19,4.07,NA,0.018,0.0246145,"205"
"ENSG00000144035.4",1699,1,2,"NAT8","protein_coding",615,542.5,1,0,-12.77,-16.08,0.001,0.445,0.998717,"18"
"ENSG00000163016.10",56426,2,11,"ALMS1P1","transcribed_unprocessed_pseudogene",847,184,1,2,8.55,-4.91,NA,NA,0.763742,"60"
"ENSG00000144034.16",8296,2,9,"TPRKB","protein_coding",1426,140,1,0,-12.76,-18.45,NA,NA,0.9424275,"14"
"ENSG00000144048.11",18350,7,20,"DUSP11","protein_coding",1497,124,1,0,-17.69,-14.89,NA,NA,0.998806,"11"
"ENSG00000187833.8",32965,1,3,"C2orf78","protein_coding",14957,750,1,0,10.06,1.58,NA,NA,1,"15"
"ENSG00000287250.1",1439,1,2,"ENSG00000287250","lncRNA",286,577,1,0,-3.21,3.95,0.031,0.039,0.0268962,"28"
"ENSG00000124356.17",44743,18,42,"STAMBP","protein_coding",1609,113,4,0,7.45,-9.18,NA,NA,0.999977,"81"
"ENSG00000286244.1",22543,1,3,"ENSG00000286244","lncRNA",10950,228,1,0,-9.355,-9.025,NA,NA,0.0677471,"73"
"ENSG00000271536.1",1296,1,2,"ENSG00000271536","processed_pseudogene",770,263.5,0,0,-18.53,-17.6,0.977,NA,0.145355,"27"
"ENSG00000163017.14",27551,3,13,"ACTG2","protein_coding",2666,162,1,0,9.73,-1.35,NA,NA,0.799949,"61"
"ENSG00000114956.20",32135,3,10,"DGUOK","protein_coding",6392,160.5,1,0,8.88,-13.4,NA,NA,0.6109575,"50"
"ENSG00000237883.4",34851,3,8,"DGUOK-AS1","lncRNA",20972,246,1,0,-6.71,-15.31,NA,NA,0.011240635,"49"
"ENSG00000187605.16",123266,2,14,"TET3","protein_coding",5609,151,1,0,8.7,-7.36,NA,NA,1,"160"
"ENSG00000235499.1",1211,1,2,"ENSG00000235499","lncRNA",822,195,1,0,7.53,-3.69,0.009,NA,0.0356392,"212"
"ENSG00000257800.1",2538,1,2,"FNBP1P1","processed_pseudogene",545,997,3,0,-8.4,-15.72,0.002,NA,0.0344733,"79"
"ENSG00000217702.3",11675,3,5,"ENSG00000217702","lncRNA",7738.5,340,1,0,5.225,-6.58,NA,NA,0.0196621,"45"
"ENSG00000163170.12",12512,2,6,"BOLA3","protein_coding",2828,115,1,0,-4.86,-12.14,NA,NA,0.28553,"17"
"ENSG00000225439.4",3945,1,3,"BOLA3-DT","lncRNA",177,145,1,0,4.65,-1.2,NA,NA,0.135599,"10"
"ENSG00000114978.18",26370,1,6,"MOB1A","protein_coding",5478,165.5,1,0,-14.37,-8.96,NA,NA,0.5486585,"8"
"ENSG00000065911.13",31393,12,28,"MTHFD2","protein_coding",1220,126,1,0,10.04,-8.82,NA,NA,0.99971,"23"
"ENSG00000264324.1",151773,1,39,"ENSG00000264324","protein_coding",1871.5,134,1,0,-14.085,-17.855,NA,NA,1,"77.5"
"ENSG00000188687.18",127174,5,10,"SLC4A5","protein_coding",1900.5,142.5,1,0,-13.87,-18.87,NA,NA,1,"89"
"ENSG00000234632.1",940,1,2,"NECAP1P2","processed_pseudogene",214,363.5,0,0,-12.82,-41.04,0,0.02,0.435823,"12"
"ENSG00000204843.13",30933,7,39,"DCTN1","protein_coding",244,143,1,0,-11.59,-17.1,NA,NA,0.240525,"57"
"ENSG00000237737.6",8408,2,8,"DCTN1-AS1","lncRNA",373,138,1,0,10.07,-10.805,NA,NA,0.0464819,"61"
"ENSG00000159239.13",27826,1,5,"ENSG00000159239","protein_coding",4867.5,120,1,0,-11.99,-19.33,NA,NA,1,"40.5"
"ENSG00000234521.2",5806,1,4,"ENSG00000234521","transcribed_unitary_pseudogene",291,178.5,1,2,-11.98,-17.59,NA,NA,0.0539628,"41.5"
"ENSG00000284308.2",7443,4,10,"C2orf81","protein_coding",90,231,1,0,-12,-31.08,NA,NA,1,"163"
"ENSG00000005448.17",4077,2,12,"WDR54","protein_coding",323,88,1,0,9.81,-2.87,NA,NA,0.349214,"34"
"ENSG00000114993.17",16587,4,19,"RTKN","protein_coding",234,129,1,0,-13.12,-23.04,NA,NA,0.366637,"121"
"ENSG00000115274.15",2857,2,7,"INO80B","protein_coding",225,170,1,0,8.775,-7.41,NA,NA,0.191232,"99.5"
"ENSG00000274049.4",5796,1,5,"INO80B-WBP1","protein_coding",219,173.5,1,0,8.07,-10.87,NA,NA,0.999945,"64"
"ENSG00000239779.7",2491,3,8,"WBP1","protein_coding",171,177,1,0,7.91,-10.87,NA,NA,0.265262,"35"
"ENSG00000115275.15",4353,9,25,"MOGS","protein_coding",182,227,1,0,-12.08,-19.84,NA,NA,1,"51"
"ENSG00000286883.1",7622,1,2,"ENSG00000286883","lncRNA",6645,489,1,0,8.11,-10,NA,0.528,0.0876027,"26"
"ENSG00000204822.7",705,2,5,"MRPL53","protein_coding",105,119,1,0,-12.15,-18.86,NA,NA,0.3206327,"146"
"ENSG00000135637.14",11422,2,12,"CCDC142","protein_coding",124.5,150,1,0,-7.95,-18.41,NA,NA,0.862912,"47"
"ENSG00000115282.21",11486,3,17,"TTC31","protein_coding",182,89,4,0,7.66,-11.72,NA,NA,0.993231,"58"
"ENSG00000179528.16",5799,3,5,"LBX2","protein_coding",4348,693.5,1,0,-25.55,-20.4,0.914,NA,0.22530585,"264"
"ENSG00000257702.5",2539,4,7,"LBX2-AS1","lncRNA",177,816,1,0,7.04,1.86,NA,NA,0.1494675,"137"
"ENSG00000115289.14",2652,1,9,"PCGF1","protein_coding",152.5,106,1,0,-13.195,-18.48,NA,NA,0.752602,"34.5"
"ENSG00000115297.11",3685,2,6,"TLX2","protein_coding",251,238,1,0,8.02,-15.29,NA,NA,0.5568435,"684"
"ENSG00000144045.14",8150,2,13,"DQX1","protein_coding",325,191.5,4,0,-9.52,-18.69,NA,NA,0.6765135,"77.5"
"ENSG00000115307.17",3115,1,12,"AUP1","protein_coding",107,119.5,1,0,-7.6,-19.73,NA,NA,0.7333925,"51.5"
"ENSG00000115317.13",3754,4,15,"HTRA2","protein_coding",174,195,1,0,6.21,-6.75,NA,NA,0.878964,"74"
"ENSG00000115318.12",23432,5,22,"LOXL3","protein_coding",237,164,1,0,-12.54,-21.76,NA,NA,1,"92"
"ENSG00000115325.14",8525,3,8,"DOK1","protein_coding",229,185,1,0,7.07,0.7,NA,NA,0.846558,"790"
"ENSG00000159374.18",90455,4,14,"M1AP","protein_coding",7645,169,4,0,-13.22,-23.75,NA,NA,0.999941,"17"
"ENSG00000233872.1",2123,1,2,"TOR1BP1","processed_pseudogene",1311,406.5,0,0,-22.72,-23.56,0.996,NA,0.0261999,"11"
"ENSG00000135622.13",29625,3,18,"SEMA4F","protein_coding",264,152,1,0,8.145,-8.74,NA,NA,0.610114,"34"
"ENSG00000286739.2",90710,2,7,"ENSG00000286739","lncRNA",6398,247,1,0,8.39,-8.81,NA,0.041,0.1089511,"2"
"ENSG00000287687.2",54907,2,8,"ENSG00000287687","lncRNA",7775,220,1,0,-11.98,-11.49,NA,NA,0.0377998,"27.5"
"ENSG00000159399.10",59232,2,19,"HK2","protein_coding",1229,156,1,0,8.26,-10.075,NA,NA,1,"58"
"ENSG00000204792.2",20270,3,9,"LINC01291","lncRNA",1124,130,1,0,8.245,-21.41,NA,NA,0.139802,"26.5"
"ENSG00000236209.1",5291,1,2,"ENSG00000236209","lncRNA",4529,381.5,1,0,-18.62,-10.48,0.008,0.001,0.182322,"11"
"ENSG00000230836.1",2412,1,2,"LINC01293","lncRNA",1147,633,1,0,8.68,3.23,NA,0.034,0.0617169,"25"
"ENSG00000115350.12",11485,1,4,"POLE4","protein_coding",679,167.5,1,0,6.63,-12.49,NA,NA,0.02828995,"109"
"ENSG00000115353.11",153057,2,7,"TACR1","protein_coding",66818,197,1,0,-16.06,-5.44,NA,NA,0.999996,"86"
"ENSG00000270571.2",35583,1,3,"ENSG00000270571","lncRNA",16073,206,1,0,10.72,-3.415,NA,NA,0.0572491,"18.5"
"ENSG00000115363.14",100420,5,12,"EVA1A","protein_coding",24446,153,1,0,-19.81,-18.61,NA,NA,0.152997,"30"
"ENSG00000237293.1",8126,1,2,"ENSG00000237293","lncRNA",7791,168,1,0,10.65,-18,NA,NA,0.00700397,"6"
"ENSG00000231172.2",18638,1,3,"EVA1A-AS","lncRNA",8727,132,4,0,5.235,-12.385,NA,NA,0.0751135,"21.5"
"ENSG00000115364.14",44068,3,12,"MRPL19","protein_coding",1170,126,1,0,9.07,-10.25,NA,NA,0.176907,"10"
"ENSG00000005436.14",58985,4,24,"GCFC2","protein_coding",1772,125,1,0,-16.11,-10.48,NA,NA,0.999787,"23"
"ENSG00000286045.1",17341,1,2,"ENSG00000286045","lncRNA",13608,1867,1,0,6.99,-2.42,NA,NA,0.090038,"107"
"ENSG00000287474.1",408729,1,5,"ENSG00000287474","lncRNA",97624.5,214,1,0,8.77,-12.265,NA,NA,0.0560334,"19"
"ENSG00000287172.1",214470,1,5,"ENSG00000287172","lncRNA",26952.5,107,1,0,6.34,-4.79,NA,NA,0.04575995,"60.5"
"ENSG00000287749.1",55072,1,4,"ENSG00000287749","lncRNA",2867,208,1,0,-16.1,-27.75,NA,0.018,0.0242433,"21"
"ENSG00000287026.1",39981,1,3,"ENSG00000287026","lncRNA",18739,1153,1,0,-13.595,-23.845,NA,NA,0.0910313,"45"
"ENSG00000287130.1",14021,1,2,"ENSG00000287130","lncRNA",11910,1056,1,0,9.11,-16.49,0.012,0.035,0.069988,"18"
"ENSG00000286202.1",1482,1,2,"ENSG00000286202","lncRNA",888,297.5,1,0,-19.88,-21.83,0.001,NA,0.118309,"32"
"ENSG00000176204.14",845634,5,12,"LRRTM4","protein_coding",1803,313.5,1,0,-14.49,-9.74,NA,NA,1,"8"
"ENSG00000287025.1",3353,1,3,"ENSG00000287025","lncRNA",652,111,1,0,-14.2,-17.075,NA,NA,0.0179595,"32"
"ENSG00000234653.1",23826,1,4,"LRRTM4-AS1","lncRNA",2326,97.5,1,0,7.83,-11.54,NA,0.274,0.0734458,"6"
"ENSG00000286932.1",116516,1,3,"ENSG00000286932","lncRNA",57929,252,1,0,-12.84,-8.515,NA,NA,0.0244044,"21"
"ENSG00000227088.2",638444,1,7,"ENSG00000227088","lncRNA",76839.5,89,1,0,-14.075,-20.525,NA,NA,0.009041425,"19"
"ENSG00000230968.1",1577,1,2,"ENSG00000230968","lncRNA",781,398.5,1,0,11.08,8.63,0.001,NA,0.0544024,"26"
"ENSG00000237077.1",4705,2,3,"RPL38P2","transcribed_processed_pseudogene",4288,205,1,0,11.08,-6.05,0.003,NA,0.032575865,"58"
"ENSG00000233605.3",2141,1,3,"LINC01851","lncRNA",720.5,224,1,0,10.775,-11.66,NA,NA,0.00780894,"13.5"
"ENSG00000229494.2",39077,1,7,"ENSG00000229494","lncRNA",4681,212,1,0,8.095,-8.125,NA,NA,0.0396163,"54.5"
"ENSG00000234877.2",1495,1,2,"ENSG00000234877","lncRNA",1125,185.5,2,0,2.09,-21.56,0.013,0.003,0.0322539,"52"
"ENSG00000286260.1",50433,1,5,"ENSG00000286260","lncRNA",7868.5,147,1,0,-17.205,-10.165,NA,NA,0.0237495,"16"
"ENSG00000143954.13",2819,3,11,"REG3G","protein_coding",292,127,1,0,8.68,-9.91,NA,NA,0.669796,"29"
"ENSG00000172023.8",2996,1,6,"REG1B","protein_coding",307,115.5,1,0,-14.98,-21.48,0.503,NA,0.72063,"43"
"ENSG00000115386.6",3047,1,6,"REG1A","protein_coding",307,115.5,1,0,10.08,-2.49,0.832,0.644,0.608161,"95"
"ENSG00000204787.8",2924,4,11,"REG1CP","transcribed_unprocessed_pseudogene",296,111,5,0,-15.99,-25.09,NA,NA,0.0795612,"74"
"ENSG00000172016.16",2750,3,10,"REG3A","protein_coding",299.5,127,1,0,-11.71,-9.78,NA,NA,0.511921,"90"
"ENSG00000224879.1",27149,1,3,"ENSG00000224879","lncRNA",13329.5,153,1,0,8.86,-15.935,NA,NA,0.0321684,"41"
"ENSG00000066032.19",1463630,7,33,"CTNNA2","protein_coding",18269,153,4,0,9.16,-7.55,NA,NA,0.274523,"23"
"ENSG00000286227.1",22973,1,5,"ENSG00000286227","lncRNA",5089.5,77,4,0,-22.195,-22.355,NA,NA,0.0533136,"17.5"
"ENSG00000229385.2",21196,1,5,"CTNNA2-AS1","lncRNA",2471,153,1,0,-14.12,-14.075,NA,NA,0.417207,"27"
"ENSG00000230237.1",1829,1,2,"GNA13P1","processed_pseudogene",1242,294,0,0,-30.85,-26.24,0.926,0.702,0.0214497,"16"
"ENSG00000224731.1",2539,1,3,"ENSG00000224731","lncRNA",1027,95,1,0,-16.655,-22.38,NA,NA,0.0629049,"13.5"
"ENSG00000162951.11",16401,2,4,"LRRTM1","protein_coding",271,1300,1,0,-8.71,-15.11,NA,NA,1,"4"
"ENSG00000237031.7",46096,1,3,"ENSG00000237031","lncRNA",20533.5,119,1,0,-10.765,-15.18,NA,NA,0.0129866,"22.5"
"ENSG00000230975.1",170802,1,5,"ENSG00000230975","lncRNA",38493,146,1,0,-17.665,-15.735,NA,NA,0.0730992,"39"
"ENSG00000235519.3",6110,1,4,"LINC01815","lncRNA",701,229,1,0,-16.52,-15.61,NA,NA,0.03525955,"40"
"ENSG00000231781.1",22428,1,5,"ENSG00000231781","lncRNA",1438.5,70,1,0,-10.165,-19.18,NA,NA,0.0735331,"18"
"ENSG00000237498.3",61886,1,4,"ENSG00000237498","lncRNA",1691,208,1,0,-24.02,-12.12,NA,NA,0.0241644,"40"
"ENSG00000286211.1",35274,1,3,"ENSG00000286211","lncRNA",17112.5,222,1,0,7.025,1.71,NA,NA,0.0172886,"37.5"
"ENSG00000232548.1",688,1,2,"LINC01809","lncRNA",386,151.5,1,0,9.21,-14.85,0.008,NA,0.0211943,"39"
"ENSG00000182814.7",1519,2,3,"FUNDC2P2","transcribed_processed_pseudogene",297,493,1,0,10.51,-10.5,NA,0.006,0.484537,"12"
"ENSG00000228272.1",35666,1,3,"ENSG00000228272","lncRNA",17510.5,152,1,0,9.79,2.185,NA,NA,0.0138546,"44.5"
"ENSG00000163541.12",36517,1,9,"SUCLG1","protein_coding",3864,117,1,0,-20.725,-17.64,NA,NA,0.4086775,"12"
"ENSG00000115423.19",303134,1,77,"DNAH6","protein_coding",2651,153,4,0,8.55,-4.495,NA,NA,1,"10"
"ENSG00000186854.11",85358,3,11,"TRABD2A","protein_coding",7850,235.5,1,0,-11.91,-15.82,NA,NA,0.29726,"20"
"ENSG00000034510.6",1015,1,3,"TMSB10","protein_coding",277.5,115,1,0,9.405,-16.87,NA,NA,0.0367101,NA
"ENSG00000287625.1",40666,1,4,"ENSG00000287625","lncRNA",13817,344.5,1,0,8.94,-5.34,NA,NA,0.0267722,"37"
"ENSG00000176407.18",88379,1,7,"KCMF1","protein_coding",5229,175,5,0,9.52,-11.81,NA,NA,0.1512965,"18.5"
"ENSG00000260840.2",6134,1,2,"LINC01964","lncRNA",103,1568.5,1,0,-11.77,-18.71,0.006,0.001,0.0776332,"10"
"ENSG00000152284.5",176995,1,12,"TCF7L1","protein_coding",921,118,1,0,9.79,-11.44,NA,NA,0.0368263,"99"
"ENSG00000231134.1",844,1,2,"TCF7L1-IT1","lncRNA",387,229,1,0,7.92,-9.88,0.262,0.036,0.015303,"15"
"ENSG00000246575.2",1488,1,5,"ENSG00000246575","unprocessed_pseudogene",180,133,0,0,-30.915,-18.945,NA,NA,0.122497,"281"
"ENSG00000152291.15",10224,4,12,"TGOLN2","protein_coding",1509,474.5,1,0,-15.86,-24.21,NA,NA,1,"24"
"ENSG00000042445.14",12576,1,11,"RETSAT","protein_coding",498,183,1,0,-13.245,-7.435,NA,NA,0.990607,"130"
"ENSG00000115459.18",37358,5,23,"ELMOD3","protein_coding",984,95,4,0,8.69,-7.7,NA,NA,0.906538,"37"
"ENSG00000042493.16",23679,4,18,"CAPG","protein_coding",537,133,4,0,-16.98,-24.92,NA,NA,0.493495,"118"
"ENSG00000286011.2",8220,4,15,"ENSG00000286011","lncRNA",754,100,1,0,8,-11.94,NA,NA,0.0322862,"68"
"ENSG00000152292.18",18315,2,24,"SH2D6","protein_coding",368,71,1,0,8.57,-10.025,NA,NA,0.777297,"72.5"
"ENSG00000168906.13",6113,2,11,"MAT2A","protein_coding",182,144,1,0,7.48,3.54,NA,NA,0.9147875,"14"
"ENSG00000115486.13",16812,8,27,"GGCX","protein_coding",407,152,1,0,-13.1,-23.41,NA,NA,1,"29"
"ENSG00000118640.11",20469,3,7,"VAMP8","protein_coding",1701,159,1,0,3.45,-11.06,NA,NA,0.5,"44"
"ENSG00000168899.5",8975,1,3,"VAMP5","protein_coding",4158,138,1,0,4.65,-14.815,NA,NA,0.39033725,"179.5"
"ENSG00000168894.10",1983,2,7,"RNF181","protein_coding",172,125,1,0,8.3,-3.83,NA,NA,0.9499475,"57"
"ENSG00000168890.14",4649,3,11,"TMEM150A","protein_coding",327,128,1,0,-11.01,-22.52,NA,NA,0.210834,"94"
"ENSG00000168883.20",46427,5,23,"USP39","protein_coding",2066,137,1,0,8.94,-0.72,NA,NA,0.7417605,"13"
"ENSG00000168887.11",6812,2,6,"C2orf68","protein_coding",229,172,1,0,-7.8,-16.28,NA,NA,0.0455738,"159.5"
"ENSG00000168878.19",11427,3,15,"SFTPB","protein_coding",493,126,1,0,-12.53,-23.03,NA,NA,0.999998,"147"
"ENSG00000115523.17",13677,3,10,"GNLY","protein_coding",691.5,113,1,0,10.65,1.39,NA,NA,0.1087042,"167"
"ENSG00000168874.13",40039,1,3,"ATOH8","protein_coding",15867.5,967,1,0,9.09,-11.28,NA,NA,0.280701,"63"
"ENSG00000229498.1",10261,1,3,"ENSG00000229498","lncRNA",4275.5,226,1,0,9.09,-19.91,NA,NA,0.171034,"19"
"ENSG00000115525.18",68079,12,29,"ST3GAL5","protein_coding",4003,159,1,0,-8.22,-13.35,NA,NA,0.998533,"36"
"ENSG00000232504.5",1985,1,2,"ST3GAL5-AS1","lncRNA",918,534,1,0,10.91,-5.56,NA,0,0.02300495,"52"
"ENSG00000287628.1",3013,1,2,"ENSG00000287628","lncRNA",2653,180.5,1,0,-10.96,-10.08,0.014,0.081,0.099635,"45"
"ENSG00000068654.17",85939,2,37,"POLR1A","protein_coding",1207,158,1,0,-17.5,-14.4,NA,NA,0.390105,"34"
"ENSG00000132300.19",35934,2,26,"PTCD3","protein_coding",1033,86,4,0,8.835,-11.82,NA,NA,0.212464,"19"
"ENSG00000132305.22",51540,5,23,"IMMT","protein_coding",2304,130,1,0,-13.56,-14.58,NA,NA,1,"24"
"ENSG00000132313.15",14435,4,10,"MRPL35","protein_coding",3152,145,1,0,8.94,-12.72,NA,NA,0.7541185,"24"
"ENSG00000068615.20",124090,12,26,"REEP1","protein_coding",15514,121,1,0,-22.34,-18.4,NA,NA,0.8678725,"38"
"ENSG00000115548.17",52069,3,29,"KDM3A","protein_coding",1221,153,4,0,8.27,-7.74,NA,NA,0.0660668,"25"
"ENSG00000115561.16",60049,3,12,"CHMP3","protein_coding",12854,122,4,0,-12.555,-13.72,NA,NA,0.737377,"22"
"ENSG00000249884.8",215454,1,4,"RNF103-CHMP3","protein_coding",18738,131,1,0,-14.09,-13.72,NA,NA,0.6693925,"25"
"ENSG00000228363.2",56696,3,8,"CHMP3-AS1","lncRNA",11740,229.5,1,0,10.47,-5.09,NA,NA,0.03226025,"17"
"ENSG00000239305.7",20468,1,3,"RNF103","protein_coding",6740,672.5,4,0,-14.09,-7.66,NA,NA,0.803117,"28"
"ENSG00000153561.13",57750,1,9,"RMND5A","protein_coding",2816.5,155,1,0,9.07,-7.95,NA,NA,0.5060028,"39.5"
"ENSG00000153563.17",23786,5,16,"CD8A","protein_coding",762,141,1,0,-18.83,-15.9,NA,NA,0.987982,"42"
"ENSG00000172116.23",46585,6,14,"CD8B","protein_coding",4970,90,1,0,-23.1,-17.77,NA,NA,0.996952,"132"
"ENSG00000233673.7",51153,2,24,"ANAPC1P1","transcribed_unprocessed_pseudogene",1556,99.5,1,0,8.61,-13.34,NA,NA,0.999996,"6.5"
"ENSG00000187627.17",106023,3,26,"RGPD1","protein_coding",1848.5,147,1,0,8.92,-4.76,NA,NA,1,"12"
"ENSG00000183281.15",19293,2,6,"PLGLB1","protein_coding",3614,127,1,0,-17.37,-22.47,NA,NA,0.190991,"30.5"
"ENSG00000285793.1",45754,1,11,"ANAPC1P2","lncRNA",2837.5,179,1,0,-15.905,-23.375,NA,NA,1,"10"
"ENSG00000231259.5",21177,1,1,"ANAPC1P2","unprocessed_pseudogene",3010,157,1,0,-15.78,-18.38,NA,NA,0.763648,"23"
"ENSG00000266931.2",20402,1,1,"ENSG00000266931","unprocessed_pseudogene",20118,142.5,1,0,-20.86,-29.37,NA,NA,0.112869,"2"
"ENSG00000287931.1",42614,1,4,"ENSG00000287931","lncRNA",18444,162.5,1,0,10.51,-11.82,0.108,0.252,0.180021,"26"
"ENSG00000230395.1",2446,1,3,"ANAPC1P3","unprocessed_pseudogene",1067.5,93,1,0,-14.385,-9.605,NA,NA,0.0595945,"20.5"
"ENSG00000204745.4",71431,1,31,"ENSG00000204745","unprocessed_pseudogene",1868,92,1,0,8.395,-4.96,NA,NA,1,"27"
"ENSG00000281477.1",4655,1,2,"LINC01955","lncRNA",3864,396,1,0,-3.98,-31.51,0.008,NA,0.0388219,"39"
"ENSG00000287763.1",37268,1,3,"ENSG00000287763","lncRNA",17926,352,1,0,-17.335,-14.855,NA,NA,0.014693,"26"
"ENSG00000233999.3",524,1,2,"IGKV3OR2-268","IG_V_gene",175,175,1,0,10.07,8.23,0.092,0.009,0.0537245,"12"
"ENSG00000280721.1",19521,2,4,"LINC01943","lncRNA",10727.5,279.5,1,0,-22.985,-21.84,NA,NA,0.0335031,"16.5"
"ENSG00000222041.13",181959,10,35,"CYTOR","lncRNA",22376.5,165.5,1,0,9.27,-8.51,NA,NA,0.115563,"11"
"ENSG00000284879.1",311883,1,21,"ENSG00000284879","lncRNA",3161,135.5,1,0,7.51,-8.03,NA,NA,1,"19"
"ENSG00000289429.1",26353,1,7,"ENSG00000289429","lncRNA",1613.5,99,1,0,-13.445,-11.215,NA,NA,0.0475277,"39.5"
"ENSG00000234231.4",37121,1,2,"ANAPC1P4","transcribed_unprocessed_pseudogene",2320.5,119,1,0,7.58,-5.485,NA,NA,0.999106,"13.5"
"ENSG00000125551.19",11389,1,2,"PLGLB2","protein_coding",3185,126,1,0,8.4,5.12,NA,0.99,0.190991,"37"
"ENSG00000185304.16",69836,1,23,"RGPD2","protein_coding",1848.5,147,1,0,-14.63,-19.07,NA,NA,0.54952095,"12"
"ENSG00000275597.1",12144,1,5,"ANAPC1P5","unprocessed_pseudogene",3040.5,135,1,0,-18.495,-21.195,NA,NA,0.216477,"25.5"
"ENSG00000287670.1",4671,1,3,"ENSG00000287670","lncRNA",1867.5,92,1,0,6.58,-5.28,NA,NA,0.0456106,"8"
"ENSG00000172086.9",37047,2,5,"KRCC1","protein_coding",12061,190,1,0,-19.37,-13.715,NA,NA,0.99624,"29"
"ENSG00000115593.15",45559,3,14,"SMYD1","protein_coding",3174,173,4,0,7.56,-7.7,NA,NA,0.6613985,"34"
"ENSG00000163586.10",5080,2,6,"FABP1","protein_coding",1589,123,1,0,-19.48,-14.63,NA,NA,0.7730755,"45"
"ENSG00000288734.2",1670,3,5,"ENSG00000288734","lncRNA",652.5,383,1,0,-15.255,-16.275,NA,NA,0.0487335,"24.5"
"ENSG00000144115.18",16341,6,19,"THNSL2","protein_coding",2254,153,1,0,8.68,-1.45,NA,NA,0.999821,"73"
"ENSG00000224291.1",537,1,2,"RPL38P6","processed_pseudogene",335,101.5,0,1,-8.67,-27.81,0.06,NA,0.00870916,"7"
"ENSG00000214336.5",5906,1,2,"FOXI3","protein_coding",3066,1420.5,1,0,-5.98,-14.34,NA,NA,1,"38"
"ENSG00000172073.4",4936,1,4,"TEX37","protein_coding",852,113.5,1,0,8.24,-14.12,NA,0.976,0.992604,"19"
"ENSG00000225420.1",36890,1,3,"ENSG00000225420","lncRNA",17572,535,1,0,9.32,0.98,NA,NA,0.5,"40"
"ENSG00000172071.15",134777,2,20,"EIF2AK3","protein_coding",2298,150,1,0,-15.38,-13.01,NA,NA,0.934963,"13"
"ENSG00000234028.4",4282,3,5,"EIF2AK3-DT","lncRNA",2610,964,1,0,4.72,1.33,NA,NA,0.0406541,"5"
