"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type","Exon_Length","Intron_Length","splice5","splice3","codingpotential","branchpt_len","Gene_name","H3K36me3","H3K9me3","H3K4me3","chr_sig"
"ENSG00000278097",1561,1,2,"lncRNA",123.5,1315,1,0,0.187122,56,"AC131056","0","0","0","0"
"ENSG00000274933",11114,3,17,"protein_coding",95,543,1,0,0.999888,153,"TBC1D3I","0","0","0","0"
"ENSG00000170004",27964,23,83,"protein_coding",142,282,1,0,0.9581625,72,"CHD3","1","0","1","2"
"ENSG00000230647",152359,3,11,"lncRNA",111,14949,1,0,0.04716615,43,"AC022816","0","0","0","0"
"ENSG00000265148",91294,15,34,"lncRNA",232,5391,1,0,0.031192,25,"TSPOAP1-AS1","1","0","1","2"
"ENSG00000267665",19714,22,39,"lncRNA",233,1552,1,0,0.0466057,18,"RP11-13K12","0","0","0","0"
"ENSG00000263412",2966,2,3,"lncRNA",269.5,654,1,0,0.1011212,35,"NFE2L1-DT","0","0","0","0"
"ENSG00000247011",9724,2,3,"lncRNA",1027,7671,1,0,0.0697458,33,"RP11-700H6","0","0","0","0"
"ENSG00000235296",14298,1,3,"lncRNA",345.5,5042,1,0,0.0772615,47,"AC137723","0","0","0","0"
"ENSG00000177369",87158,20,38,"lncRNA",200,3943,1,0,0.561238,43,"FLJ40194","0","0","1","1"
"ENSG00000259349",24526,3,9,"lncRNA",123.5,4335,1,0,0.0558818,40,"RP11-15E18","0","0","0","0"
"ENSG00000266947",11513,4,7,"lncRNA",1329,8856,1,0,0.1988073,32,"RP11-799D4","0","0","0","0"
"ENSG00000267280",18100,6,10,"lncRNA",290,4500,1,0,0.02034555,112,"TBX2-AS1","0","0","0","0"
"ENSG00000227036",350381,102,165,"lncRNA",182,3962,1,0,0.0573664,39,"LINC00511","1","1","1","3"
"ENSG00000263718",24319,4,10,"lncRNA",258,7271,1,0,0.15755,237.5,"SEPTIN9-DT","0","0","0","0"
"ENSG00000236088",313921,26,46,"lncRNA",212,24945,1,0,0.107765,18,"COX10-AS1","1","0","1","2"
"ENSG00000185168",5507,2,7,"lncRNA",183.5,1340,1,0,0.6897495,273,"LINC00482","0","0","0","0"
"ENSG00000262223",10320,17,35,"lncRNA",160,1292,1,0,0.3338445,125.5,"RP11-1055B8","0","0","0","0"
"ENSG00000212719",146254,35,71,"lncRNA",143,6473,1,0,0.379996,10,"LINC02693","0","0","1","1"
"ENSG00000266970",13535,6,15,"lncRNA",137,1899,1,0,0.11627345,26,"SOCS3-DT","0","0","0","0"
"ENSG00000237560",33277,8,24,"lncRNA",167,2544,1,0,0.0633461,20.5,"LINC01497","0","0","0","0"
"ENSG00000261879",56175,10,25,"lncRNA",153.5,8023,1,0,0.119049,43,"ZNF594-DT","0","0","0","0"
"ENSG00000267506",16306,4,9,"lncRNA",2299,100,1,0,0.0436523,14,"RP11-13K12","0","0","0","0"
"ENSG00000267416",9404,2,4,"lncRNA",349.5,8688,1,0,0.0234037,1,"HEATR6-DT","0","0","0","0"
"ENSG00000267248",13101,25,46,"lncRNA",119,1675,1,0,0.0759394,47,"CTD-2319I12","0","0","0","0"
"ENSG00000266402",539,3,5,"lncRNA",139,229,1,0,0.040290945,125,"SNHG25","0","0","1","1"
"ENSG00000163597",113258,17,34,"lncRNA",115,1720,1,0,0.0308049,12,"SNHG16","0","0","0","0"
"ENSG00000263293",20441,3,6,"lncRNA",149,9802.5,1,0,0.07290525,67.5,"EFCAB13-DT","0","0","0","0"
"ENSG00000262050",1595,2,3,"lncRNA",221.5,82,1,0,0.0137194,21,"RP11-74E22","0","0","0","0"
"ENSG00000264920",4625,5,11,"lncRNA",110,2318,1,0,0.0755922,153,"SP2-DT","0","0","0","0"
"ENSG00000279668",251401,10,20,"lncRNA",630,6012,1,0,0.4173265,24.5,"CTC-304I17","0","0","0","0"
"ENSG00000236819",16989,9,21,"lncRNA",228,5383,1,0,0.0814718,15,"LINC01563","0","0","1","1"
"ENSG00000234327",17781,5,13,"lncRNA",187,705,1,0,0.0221908,17,"ZNF232-AS1","0","0","0","0"
"ENSG00000265313",104858,10,22,"lncRNA",130,20796.5,1,0,0.1083365,6,"LINC01476","0","0","0","0"
"ENSG00000175061",41482,49,88,"lncRNA",88,770,1,0,0.09471385,49,"SNHG29","1","0","1","2"
"ENSG00000267364",12007,14,27,"lncRNA",131,1389,1,0,0.863218,17,"RP11-47L3","0","0","0","0"
"ENSG00000264666",19057,2,3,"lncRNA",212.5,18633,1,0,0.0603766,2,"RP11-524F11","0","0","0","0"
"ENSG00000167920",17169,9,21,"lncRNA",163.5,4818,1,0,0.993002,26,"TMEM99","1","0","1","2"
"ENSG00000184922",25875,11,49,"protein_coding",121,236,1,0,0.885652,111,"FMNL1","1","0","1","2"
"ENSG00000236618",1224,1,2,"lncRNA",271,624,1,0,0.00878097,19,"PITPNA-AS1","1","0","1","2"
"ENSG00000186594",5727,29,50,"lncRNA",159,1256,1,0,0.0666586,375,"MIR22HG","0","0","1","1"
"ENSG00000174231",34238,22,85,"protein_coding",169,178,1,0,0.3914255,44,"PRPF8","1","0","1","2"
"ENSG00000264808",56867,3,7,"lncRNA",381,20299,1,0,0.0235022,14,"RP11-802D6","0","0","0","0"
"ENSG00000181523",14207,17,39,"protein_coding",151,1059,1,0,0.195032,253,"SGSH","1","0","1","2"
"ENSG00000181045",33801,17,46,"protein_coding",100,986,1,0,0.160022,159,"SLC26A11","0","1","0","1"
"ENSG00000087095",154644,6,23,"protein_coding",130,4819,1,0,0.6996895,16,"NLK","1","1","1","3"
"ENSG00000266111",52036,1,2,"lncRNA",209.5,51618,2,0,0.00394636,45,"RP11-296K13","0","0","0","0"
"ENSG00000087191",4874,24,62,"protein_coding",99,107,1,0,0.402376,29,"PSMC5","1","0","1","2"
"ENSG00000287490",30614,1,15,"lncRNA",192,1780,4,0,0.918754,61.5,"RP11-434D2","0","0","0","0"
"ENSG00000170298",18144,6,21,"protein_coding",96,1261.5,1,0,0.5261191,70,"LGALS9B","0","0","0","0"
"ENSG00000264422",2081,1,2,"lncRNA",176.5,1729,1,0,0.025692,54,"RP11-434D2","0","0","0","0"
"ENSG00000177731",13923,30,94,"protein_coding",111,202,1,0,0.230316,128,"FLII","1","0","1","2"
"ENSG00000177427",5955,9,19,"protein_coding",154,461,1,0,0.724856,210,"MIEF2","1","0","1","2"
"ENSG00000177302",43579,20,60,"protein_coding",130,1944.5,1,0,0.5925245,43,"TOP3A","1","0","1","2"
"ENSG00000176994",12763,1,2,"protein_coding",4148.5,4467,1,0,1,140,"SMCR8","1","0","1","2"
"ENSG00000176974",35703,10,29,"protein_coding",120,2270,1,0,0.999606,40,"SHMT1","1","0","1","2"
"ENSG00000159314",40519,24,67,"protein_coding",106,242,4,0,0.975577,121,"ARHGAP27","1","0","1","2"
"ENSG00000278845",26194,2,10,"protein_coding",150,1358,1,0,0.999957,15,"MRPL45","1","0","1","2"
"ENSG00000277399",19385,3,15,"protein_coding",139,600,4,0,0.887801,111.5,"GPR179","1","0","0","1"
"ENSG00000274211",53749,5,19,"protein_coding",133.5,2976,1,0,1,22,"SOCS7","1","0","1","2"
"ENSG00000276170",2050,9,19,"lncRNA",129,525.5,1,0,0.177151,69,"AC124789","0","0","0","0"
"ENSG00000277363",75921,9,37,"protein_coding",157,596,4,0,1,190.5,"SRCIN1","0","1","1","2"
"ENSG00000275532",2789,1,2,"lncRNA",243,2296,1,0,0.0101124,85,"CTB-58E17","0","0","0","0"
"ENSG00000265096",9542,3,8,"lncRNA",298,3764,1,0,0.0344621,8.5,"C1QTNF1-AS1","0","0","0","0"
"ENSG00000262879",117036,36,67,"lncRNA",132,11556,1,0,0.0524218,23,"RP11-156P1","0","0","0","0"
"ENSG00000033627",63738,40,100,"protein_coding",119,2182.5,1,0,0.374172,28,"ATP6V0A1","1","0","1","2"
"ENSG00000264589",96290,6,18,"lncRNA",341.5,8864,1,0,0.1580885,138.5,"MAPT-AS1","0","0","0","0"
"ENSG00000214401",4276,4,7,"lncRNA",212,2555.5,1,0,0.0280191,7,"KANSL1-AS1","1","0","1","2"
"ENSG00000006042",17196,9,24,"protein_coding",116,1514,1,0,0.857051,135,"TMEM98","0","0","0","0"
"ENSG00000141316",27501,5,12,"protein_coding",159,784,1,0,0.697866,108,"SPACA3","0","1","0","1"
"ENSG00000264598",760,1,2,"lncRNA",213.5,334,1,0,0.00465722,89,"RP1-29G21","0","0","0","0"
"ENSG00000186868",133807,25,58,"protein_coding",113,4812,1,0,1,32,"MAPT","0","0","1","1"
"ENSG00000176658",384655,16,55,"protein_coding",145,4250,1,0,0.2219715,18,"MYO1D","1","1","1","3"
"ENSG00000266718",5374,2,4,"lncRNA",1911,1315,1,0,0.0721166,90,"RP11-466A19","0","0","0","0"
"ENSG00000265222",13470,1,2,"lncRNA",463.5,12544,1,0,0.129884,17,"RP11-466A19","0","0","0","0"
"ENSG00000263717",6481,1,2,"lncRNA",210,6062,1,0,0.0154349,1,"RP11-466A19","0","0","0","0"
"ENSG00000266599",12539,1,2,"lncRNA",204,12132,1,0,0.04264,27,"RP11-466A19","0","0","0","0"
"ENSG00000265337",1041,1,2,"lncRNA",237.5,567,1,0,0.00786474,26,"RP11-466A19","0","0","0","0"
"ENSG00000264458",58745,1,3,"lncRNA",80,29186.5,1,0,0.0148027,21,"RP11-220C2","0","0","0","0"
"ENSG00000266535",19885,1,3,"lncRNA",169,9664.5,1,0,0.314831,36.5,"RP11-40A13","0","0","0","0"
"ENSG00000236377",29885,4,11,"lncRNA",135,411,1,0,0.0119349,21,"AC084809","0","0","0","0"
"ENSG00000266714",39049,36,143,"protein_coding",101,184,1,0,0.140714,86.5,"MYO15B","0","0","1","1"
"ENSG00000196535",109276,25,95,"protein_coding",128.5,494.5,1,0,0.3377535,112,"MYO18A","1","0","1","2"
"ENSG00000173917",4215,3,6,"protein_coding",841,773,1,0,0.077565,496,"HOXB2","0","0","1","1"
"ENSG00000230148",7699,4,13,"lncRNA",87,708,1,0,0.13230595,18,"HOXB-AS1","0","0","1","1"
"ENSG00000120093",56042,13,32,"protein_coding",182.5,3170,1,0,0.999846,35,"HOXB3","0","0","1","1"
"ENSG00000233101",56784,15,28,"lncRNA",141.5,1807,4,0,0.130558,14,"HOXB-AS3","0","0","1","1"
"ENSG00000239552",3071,1,2,"lncRNA",422.5,2227,1,0,0.316483,259,"HOXB-AS2","0","0","0","0"
"ENSG00000182742",2843,1,2,"protein_coding",1001,842,1,0,0.994573,35,"HOXB4","0","0","1","1"
"ENSG00000120075",2522,1,2,"protein_coding",929.5,664,1,0,0.998743,32,"HOXB5","0","0","1","1"
"ENSG00000108511",9241,4,10,"protein_coding",513,1063,1,0,0.586844,174,"HOXB6","0","0","0","0"
"ENSG00000260027",26340,3,6,"protein_coding",681.5,2423,1,0,0.00859927,400,"HOXB7","0","0","1","1"
"ENSG00000120068",3915,3,6,"protein_coding",718,772.5,1,0,0.998054,103.5,"HOXB8","0","0","1","1"
"ENSG00000170689",5202,1,2,"protein_coding",1293,2617,1,0,0.998115,22,"HOXB9","0","0","1","1"
"ENSG00000242207",6257,2,4,"lncRNA",283,5692,1,0,0.00574043,32,"HOXB-AS4","0","0","0","0"
"ENSG00000272763",11100,3,7,"lncRNA",228,2092,1,0,0.0290375,22,"RP11-357H14","0","0","0","0"
"ENSG00000267080",10755,10,21,"lncRNA",153.5,3471,1,0,0.511397,91,"ASB16-AS1","1","0","1","2"
"ENSG00000260793",2341,2,3,"lncRNA",353,845,1,0,0.0478676,75,"RP5-882C2","0","0","0","0"
"ENSG00000170425",30616,2,3,"protein_coding",761,29095,1,0,0.911767,4,"ADORA2B","0","0","1","1"
"ENSG00000214941",23157,18,41,"protein_coding",104,5740,1,0,0.029967,7,"ZSWIM7","0","0","0","0"
"ENSG00000011295",45231,10,29,"protein_coding",119.5,999,1,0,0.71697,29,"TTC19","1","1","1","3"
"ENSG00000141027",189120,27,104,"protein_coding",142,2679,1,0,0.717127,13,"NCOR1","1","0","1","2"
"ENSG00000108312",16593,17,56,"protein_coding",125,274,1,0,1,139,"UBTF","1","0","1","2"
"ENSG00000160551",161540,6,31,"protein_coding",132,3880.5,1,0,0.9737335,24,"TAOK1","1","0","1","2"
"ENSG00000233223",2134,10,16,"lncRNA",362.5,877,1,0,0.118325,14,"AC113189","0","0","0","0"
"ENSG00000129245",23667,7,31,"protein_coding",110,329.5,1,0,0.0802776,31,"FXR2","0","0","1","1"
"ENSG00000161533",37670,12,38,"protein_coding",162,876,1,0,0.526783,23,"ACOX1","1","0","0","1"
"ENSG00000261222",7426,6,12,"lncRNA",432,383,1,0,0.279603,155,"CTD-2006K23","0","0","0","0"
"ENSG00000186407",13853,2,6,"protein_coding",252.5,3084,1,0,0.5053898,173,"CD300E","0","1","0","1"
"ENSG00000264659",7547,3,7,"lncRNA",276,2089,1,0,0.0737841,94.5,"CTD-2006K23","0","0","0","0"
"ENSG00000172794",76757,16,38,"protein_coding",67,833,4,0,0.9778235,129,"RAB37","0","0","1","1"
"ENSG00000186074",18667,8,22,"protein_coding",115.5,1379,1,0,0.9850505,135.5,"CD300LF","0","0","0","0"
"ENSG00000266036",1593,1,2,"lncRNA",282.5,1029,1,0,0.0344377,58,"SLC9A3R1-AS1","0","0","0","0"
"ENSG00000109062",20725,5,14,"protein_coding",154,1193,1,0,0.333377,239,"SLC9A3R1","0","0","1","1"
"ENSG00000109065",5838,29,65,"protein_coding",95,536,1,0,0.9016,119,"NAT9","1","0","1","2"
"ENSG00000109066",63254,7,22,"protein_coding",98.5,3185,1,0,0.999997,69,"TMEM104","1","0","0","1"
"ENSG00000161509",19481,5,23,"protein_coding",188,506,1,0,0.994715,96,"GRIN2C","1","0","0","1"
"ENSG00000177728",59293,31,100,"protein_coding",128,291,4,0,0.208882,87,"TMEM94","1","0","1","2"
"ENSG00000176681",45344,9,27,"protein_coding",78,2051,1,0,1,22,"LRRC37A","0","0","1","1"
"ENSG00000182446",91578,21,63,"protein_coding",113,3059,1,0,0.1188,21,"NPLOC4","1","0","1","2"
"ENSG00000246640",5397,2,5,"lncRNA",135,1429,1,0,0.144771,110.5,"PICART1","0","0","0","0"
"ENSG00000267432",18174,4,14,"lncRNA",209,1826.5,1,0,0.303999,118,"DNAH17-AS1","0","0","0","0"
"ENSG00000267123",26922,31,57,"lncRNA",124,1989.5,1,0,0.279434,54,"SCAT1","1","1","1","3"
"ENSG00000108669",108249,17,42,"protein_coding",88,1388,1,0,0.259141,34,"CYTH1","1","0","1","2"
"ENSG00000197170",28689,8,28,"protein_coding",129,1258,1,0,0.9649615,22,"PSMD12","1","0","1","2"
"ENSG00000154217",319975,6,20,"protein_coding",96,19306,1,0,0.438829,20,"PITPNC1","1","1","1","3"
"ENSG00000264754",941,1,2,"lncRNA",306,330,1,0,0.0321535,63,"CTD-2653B5","0","0","0","0"
"ENSG00000267321",6850,5,10,"lncRNA",393,2615.5,1,0,0.0201932,16,"SNHG30","0","0","0","0"
"ENSG00000067191",24249,11,31,"protein_coding",115,549,1,0,0.6004335,99,"CACNB1","1","0","1","2"
"ENSG00000238083",45402,11,33,"protein_coding",81,1820,1,0,1,22.5,"LRRC37A2","0","0","0","0"
"ENSG00000087111",18411,24,56,"protein_coding",140,1104,1,0,0.893504,36,"PIGS","1","0","1","2"
"ENSG00000141551",34677,25,64,"protein_coding",160,1980,1,0,0.2078685,120,"CSNK1D","1","0","1","2"
"ENSG00000287737",5897,11,22,"lncRNA",1145,2813,1,0,0.0835387,30,"RP13-516M14","0","0","0","0"
"ENSG00000265458",5340,3,7,"lncRNA",274,1574,1,0,0.0104814,78,"NARF-AS2","0","0","0","0"
"ENSG00000262768",1931,1,2,"lncRNA",303.5,1325,1,0,0.0137961,173,"RP11-353N14","0","0","0","0"
"ENSG00000262772",8621,2,7,"lncRNA",586,1232.5,1,0,0.2948155,81.5,"LINC01977","0","0","1","1"
"ENSG00000141582",6284,4,12,"protein_coding",66.5,679,1,0,0.1808615,117,"CBX4","0","0","1","1"
"ENSG00000262343",2052,1,2,"lncRNA",162,1729,1,0,0.0438193,2,"RP11-353N14","0","0","0","0"
"ENSG00000262585",11473,1,6,"lncRNA",192.5,773,1,0,0.985075,159,"LINC01979","0","0","0","0"
"ENSG00000262188",6708,3,6,"lncRNA",547,4331.5,1,0,0.0693159,169,"LINC01978","0","0","0","0"
"ENSG00000167291",103529,9,31,"protein_coding",163.5,952,1,0,0.999985,185,"TBC1D16","0","0","0","0"
"ENSG00000173821",137942,20,108,"protein_coding",159,1170,4,0,0.460167,36,"RNF213","1","0","1","2"
"ENSG00000188825",50485,26,50,"lncRNA",180,2010,4,0,0.2304205,103,"LINC00910","0","1","1","2"
"ENSG00000175906",2144,1,2,"protein_coding",789,567,1,0,0.983274,41,"ARL4D","0","0","1","1"
"ENSG00000267151",6493,1,2,"lncRNA",253,5988,1,0,0.0219018,42,"MIR2117HG","0","0","0","0"
"ENSG00000067596",126473,9,41,"protein_coding",156,894,1,0,0.12665,36,"DHX8","1","0","1","2"
"ENSG00000175832",51776,11,34,"protein_coding",102,267,1,0,1,126,"ETV4","1","0","1","2"
"ENSG00000005102",21533,3,8,"protein_coding",498,9430,1,0,0.988585,121,"MEOX1","0","0","1","1"
"ENSG00000185829",79915,27,54,"protein_coding",115.5,5305,1,0,0.506723,18,"ARL17A","0","0","0","0"
"ENSG00000284690",6642,2,5,"protein_coding",64,3007,5,0,0.9939705,116,"CD300H","0","0","0","0"
"ENSG00000120088",51551,19,36,"protein_coding",88,575,1,0,0.9916025,136,"CRHR1","1","0","0","1"
"ENSG00000228696",86982,13,30,"protein_coding",140,5319,1,0,0.791391,28,"ARL17B","0","0","0","0"
"ENSG00000073969",167010,22,56,"protein_coding",114,2733,1,0,0.277122,16,"NSF","1","0","1","2"
"ENSG00000171634",158875,16,62,"protein_coding",191,3475,1,0,0.825159,15,"BPTF","1","1","1","3"
"ENSG00000108379",70648,8,22,"protein_coding",266,3654.5,1,0,0.0244478,166.5,"WNT3","1","0","1","2"
"ENSG00000132589",18398,11,31,"protein_coding",122,372.5,1,0,0.7389155,141,"FLOT2","1","0","1","2"
"ENSG00000161921",6395,5,13,"protein_coding",367,389.5,1,0,0.97783,129,"CXCL16","0","0","0","0"
"ENSG00000176358",9769,5,12,"protein_coding",94,2479,1,0,0.3241465,167,"TAC4","0","0","1","1"
"ENSG00000108813",6371,7,15,"protein_coding",731,431,1,0,0.2974165,23,"DLX4","0","0","1","1"
"ENSG00000136504",46402,29,67,"protein_coding",141,2704,1,0,0.871656,35,"KAT7","1","0","1","2"
"ENSG00000224505",11138,3,6,"lncRNA",285,10541,1,0,0.0102648,8,"AC002117","0","0","0","0"
"ENSG00000267121",31343,7,16,"lncRNA",417,764.5,1,0,0.077015,49,"FMNL1-DT","0","0","0","0"
"ENSG00000275832",93105,12,45,"protein_coding",96,1812,1,0,0.1667875,99,"ARHGAP23","1","0","1","2"
"ENSG00000169689",5405,11,25,"protein_coding",81.5,211,1,0,0.0795619,291,"CENPX","0","0","1","1"
"ENSG00000169683",7846,6,28,"protein_coding",112,247.5,1,0,0.585964,104,"LRRC45","0","0","1","1"
"ENSG00000169750",2526,4,11,"protein_coding",118.5,252,1,0,0.09051085,120,"RAC3","0","0","1","1"
"ENSG00000264569",1508,2,3,"lncRNA",354.5,767,1,0,0.0280423,58,"DCXR-DT","0","0","0","0"
"ENSG00000169727",6779,27,69,"protein_coding",95,186,1,0,0.2116575,259,"GPS1","1","1","1","3"
"ENSG00000184502",3638,1,3,"protein_coding",192,1587,1,0,0.658808,210,"GAST","0","0","0","0"
"ENSG00000173805",16902,6,19,"protein_coding",106,364,1,0,1,146,"HAP1","1","1","1","3"
"ENSG00000173801",32327,12,35,"protein_coding",156,1200,1,0,0.52374,109.5,"JUP","0","0","1","1"
"ENSG00000141696",10657,8,23,"protein_coding",153,979,1,0,0.1301355,139,"P3H4","0","0","1","1"
"ENSG00000141756",10533,10,31,"protein_coding",177,564,1,0,0.331472,146,"FKBP10","0","0","0","0"
"ENSG00000141698",11203,16,38,"protein_coding",88,1501,1,0,0.318309,38,"NT5C3B","0","0","0","0"
"ENSG00000141527",46081,28,81,"protein_coding",138,1052,1,0,1,163,"CARD14","0","0","0","0"
"ENSG00000108733",4068,3,8,"protein_coding",676,580,1,0,0.695349,24,"PEX12","0","0","1","1"
"ENSG00000263520",867,1,3,"lncRNA",83,295.5,4,0,0.0615619,46,"LINC02563","0","0","0","0"
"ENSG00000168646",33085,8,24,"protein_coding",181.5,2713,1,0,0.356221,62,"AXIN2","0","0","1","1"
"ENSG00000266076",102931,1,4,"protein_coding",103,5868.5,1,0,1,113,"CTD-2535L24","0","0","0","0"
"ENSG00000154240",556596,30,88,"protein_coding",105,8886,1,0,0.1731875,12,"CEP112","0","1","1","2"
"ENSG00000091583",44492,4,15,"protein_coding",166.5,2253,1,0,0.410844,14,"APOH","0","0","0","0"
"ENSG00000264630",18785,3,7,"lncRNA",150,8336.5,1,0,0.031321,229,"PRKCA-AS1","0","0","0","0"
"ENSG00000108924",60227,11,26,"protein_coding",336,5216,1,0,0.961154,24,"HLF","1","0","1","2"
"ENSG00000263096",2149,1,2,"lncRNA",870,410,1,0,0.0197039,116,"RP11-515O17","0","0","0","0"
"ENSG00000262079",2034,1,2,"lncRNA",881.5,272,1,0,0.0657302,62,"RP11-515O17","0","0","0","0"
"ENSG00000108960",29302,4,12,"protein_coding",102,3436,1,0,0.552322,40,"MMD","1","1","1","3"
"ENSG00000261873",61596,3,10,"protein_coding",184,14139.5,4,0,0.0106356,7.5,"SMIM36","0","0","0","0"
"ENSG00000262165",5854,2,3,"protein_coding",193,791,1,0,0.0607905,267,"C17orf114","0","0","0","0"
"ENSG00000262227",891,1,2,"lncRNA",275.5,190,1,0,0.0284888,95,"RP5-1050D4","0","0","0","0"
"ENSG00000035862",72410,8,22,"protein_coding",125,2812,1,0,0.86571,318,"TIMP2","0","1","0","1"
"ENSG00000178404",12638,3,7,"protein_coding",142,5266,1,0,0.0387458,118,"CEP295NL","0","0","0","0"
"ENSG00000136449",23076,13,47,"protein_coding",148,595,4,0,0.178652,58,"MYCBPAP","0","0","1","1"
"ENSG00000159961",12700,2,4,"protein_coding",580,4450.5,1,0,0.9999955,51,"OR3A3","0","0","0","0"
"ENSG00000214447",5616,1,1,"protein_coding",142.5,712,1,0,0.9999745,65,"FAM187A","0","0","0","0"
"ENSG00000132470",36490,12,65,"protein_coding",149,411,1,0,0.999835,138,"ITGB4","1","0","0","1"
"ENSG00000221882",110140,5,14,"protein_coding",1725,5434,1,0,0.0574207,51,"OR3A2","0","0","0","0"
"ENSG00000161960",6182,36,67,"protein_coding",133,248,1,0,0.253792,33,"EIF4A1","1","0","1","2"
"ENSG00000265443",1259,1,2,"lncRNA",230,800,1,0,0.0378341,29,"CTD-2349P21","0","0","0","0"
"ENSG00000263603",1733,2,4,"lncRNA",394.5,134,2,0,0.1081873,71,"CTD-2349P21","0","0","0","0"
"ENSG00000176390",55304,6,22,"protein_coding",174,2487,4,0,0.1524243,14,"CRLF3","1","0","1","2"
"ENSG00000265791",728,1,2,"lncRNA",154,421,1,0,1.42755e-05,13,"CTD-2349P21","0","0","0","0"
"ENSG00000176208",63903,3,27,"protein_coding",159,1476.5,1,0,1,12,"ATAD5","1","0","1","2"
"ENSG00000265334",28703,1,2,"lncRNA",319,28066,2,0,0.0122106,55,"CTD-2349P21","0","0","0","0"
"ENSG00000263531",1019,1,2,"lncRNA",415.5,189,1,0,0.0206804,7,"RP13-753N3","0","0","0","0"
"ENSG00000172171",8902,4,10,"protein_coding",307,1638,1,0,0.814163,18,"TEFM","1","0","1","2"
"ENSG00000196712",287189,37,141,"protein_coding",135,1492.5,1,0,0.99304,20,"NF1","1","1","1","3"
"ENSG00000266877",54381,1,4,"lncRNA",140,21976,1,0,0.0187701,19,"RP1-41C23","0","0","0","0"
"ENSG00000263567",6608,1,2,"lncRNA",252.5,6104,1,0,0.0180895,103,"RP11-805L22","0","0","0","0"
"ENSG00000158270",183985,3,15,"protein_coding",141.5,9236,1,0,1,25,"COLEC12","0","0","0","0"
"ENSG00000264964",23923,1,3,"lncRNA",309,9391,1,0,0.666699,31,"TWSG1-DT","0","0","0","0"
"ENSG00000265514",17609,6,15,"lncRNA",268,3756,1,0,0.0179026,8,"LINC01892","0","0","0","0"
"ENSG00000287065",26266,1,3,"lncRNA",304,12662,1,0,0.0503276,32,"RP11-138E9","0","0","0","0"
"ENSG00000265316",17348,1,4,"lncRNA",145,3577,4,0,0.0200007,5,"RP11-286N3","0","0","0","0"
"ENSG00000267425",11518,1,4,"lncRNA",107,359,1,0,0.00512208,33,"LINC01928","0","1","0","1"
"ENSG00000265257",151610,2,10,"lncRNA",107,2557,1,0,0.565288,11.5,"RP11-21J18","0","0","0","0"
"ENSG00000266767",13521,2,6,"lncRNA",263,2539,1,0,0.0668264,50.5,"RP11-678G15","0","0","0","0"
"ENSG00000266065",2248,1,2,"lncRNA",283.5,1682,1,0,0.0111916,20,"CTD-2124B20","0","0","0","0"
"ENSG00000141401",49852,12,34,"protein_coding",109,2182,4,0,0.4577795,76,"IMPA2","1","1","1","3"
"ENSG00000266153",11694,1,3,"lncRNA",117,5574,1,0,0.0191127,30.5,"RP11-190I17","0","0","0","0"
"ENSG00000272461",14291,1,3,"lncRNA",153,6817.5,1,0,0.0871161,21,"RP11-689C9","0","0","0","0"
"ENSG00000264876",51007,4,15,"lncRNA",148,2267,1,0,0.03938645,15.5,"RP11-138E9","0","0","0","0"
"ENSG00000264880",4743,1,2,"lncRNA",262.5,4219,1,0,0.0759778,46,"RP11-805F19","0","0","0","0"
"ENSG00000168461",154276,12,32,"protein_coding",107,19290,1,0,0.1244025,29.5,"RAB31","1","0","1","2"
"ENSG00000132204",153961,40,83,"lncRNA",113,3454,1,0,0.05434975,29,"LINC00470","0","0","0","0"
"ENSG00000266495",3190,1,2,"lncRNA",194.5,2802,1,0,0.0955088,6,"RP11-17J14","0","0","0","0"
"ENSG00000266102",3011,1,2,"lncRNA",236,2540,1,0,0.122172,25,"RP11-243E13","0","0","0","0"
"ENSG00000264000",3812,1,3,"lncRNA",150,1678.5,1,0,0.0128663,44.5,"RP11-286N3","0","0","0","0"
"ENSG00000265477",672,1,2,"lncRNA",227,219,1,0,0.0270573,19,"RP11-720L2","0","0","0","0"
"ENSG00000264924",7366,1,2,"lncRNA",253.5,6860,1,0,0.0302357,34,"RP11-799B12","0","0","0","0"
"ENSG00000286465",15207,1,3,"lncRNA",235,7230,1,0,0.0142522,14.5,"RP11-612A1","0","0","0","0"
"ENSG00000266955",950,1,2,"lncRNA",264,423,1,0,0.0713882,186,"RP11-820I16","0","0","0","0"
"ENSG00000267039",21868,1,4,"lncRNA",112.5,2566,1,0,0.0515791,11,"RP11-58G13","0","0","0","0"
"ENSG00000260913",9382,2,4,"lncRNA",914.5,3665.5,1,0,0.07081895,18.5,"LINC01254","0","0","1","1"
"ENSG00000266450",124778,1,3,"lncRNA",97,62137,1,0,0.0160763,35,"CTD-2015H3","0","0","0","0"
"ENSG00000176105",90958,5,20,"protein_coding",150,3106,1,0,1,11,"YES1","0","0","1","1"
"ENSG00000285575",18332,1,2,"lncRNA",795,16743,1,0,0.0616787,64,"RP11-835E18","0","0","0","0"
"ENSG00000266850",184230,4,12,"lncRNA",109,4265,1,0,0.04727655,13,"RP11-370A5","0","0","0","0"
"ENSG00000166974",166542,13,32,"protein_coding",159,24788,4,0,0.354782,29,"MAPRE2","1","1","1","3"
"ENSG00000264587",29982,2,10,"lncRNA",133,2256,1,0,0.06975254,8,"RP11-784B15","0","0","0","0"
