"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type","Exon_Length","Intron_Length"
"ATMIN",11510,2,5,"protein_coding",239,"799"
"C16orf46",23746,4,8,"protein_coding",423,"7115"
"LOC105371361",4652,1,2,"lncRNA",230,"4193"
"GCSH",14103,4,8,"protein_coding",198.5,"5460"
"PKD1L2",119082,1,43,"misc_RNA",NA,NA
"RNU6-1191P",106,NA,NA,"pseudogene",NA,NA
"BCO1",52432,4,14,"protein_coding",148,"3030.5"
"GAN",75829,1,11,"protein_coding",137,"1605.5"
"MIR4720",75,3,3,"miRNA",76,NA
"CMIP",268363,7,28,"protein_coding",105,"3039"
"PPIAP51",1060,NA,NA,"pseudogene",NA,NA
"MIR7854",64,2,2,"miRNA",65,NA
"MIR6504",60,3,3,"miRNA",61,NA
"LOC105371362",18295,2,5,"lncRNA",267,"941"
"LOC100129617",1922,1,1,"lncRNA",1923,NA
"PLCG2",183281,1,33,"protein_coding",115,"2206.5"
"SDR42E1",22615,3,8,"protein_coding",94,"5534"
"LOC112268169",13722,1,3,"lncRNA",263,"5134.5"
"HSD17B2",63260,2,6,"protein_coding",213,"13399.5"
"HSD17B2-AS1",22433,1,4,"lncRNA",1975,"18484"
"MTCYBP28",1131,NA,NA,"pseudogene",NA,NA
"MTND6P28",525,NA,NA,"pseudogene",NA,NA
"MPHOSPH6",22062,1,6,"protein_coding",100,"3975"
"RN7SKP190",285,NA,NA,"pseudogene",NA,NA
"LOC124903788",112,NA,NA,"pseudogene",NA,NA
"LOC101928392",30448,3,8,"lncRNA",327.5,"142"
"CDH13",1175094,5,21,"protein_coding",158,"91856"
"MIR8058",88,2,2,"miRNA",89,NA
"LOC101928446",56631,1,3,"lncRNA",374,"26296.5"
"RN7SL134P",301,NA,NA,"pseudogene",NA,NA
"LOC101928417",37070,1,3,"lncRNA",173,"17789"
"CDH13-AS1",16391,2,4,"lncRNA",79.5,"1425"
"MIR3182",62,2,2,"miRNA",63,NA
"LOC124900603",43509,1,3,"lncRNA",647,"19141.5"
"LOC105371366",10482,1,4,"lncRNA",146,"3558.5"
"LOC124903810",115,NA,NA,"pseudogene",NA,NA
"CDH13-AS2",6735,1,3,"lncRNA",141,"3096.5"
"HSBP1",11757,1,4,"protein_coding",132.5,"558"
"MLYCD",27918,1,5,"protein_coding",157,"3262"
"LOC124907814",1319,1,3,"lncRNA",135,"396"
"LOC124907813",20022,1,4,"protein_coding",132.5,"1441"
"OSGIN1",13088,1,6,"protein_coding",134,"1517"
"NECAB2",37599,5,18,"protein_coding",98,"2406"
"SLC38A8",33724,2,13,"protein_coding",148,"3179.5"
"RNA5SP432",115,NA,NA,"pseudogene",NA,NA
"MBTPS1",70635,3,25,"protein_coding",141,"2001"
"LOC648774",1219,NA,NA,"pseudogene",NA,NA
"HSDL1",23028,2,9,"protein_coding",186,"2438.5"
"DNAAF1",32602,6,20,"protein_coding",167,"2293"
"TAF1C",9202,1,23,"protein_coding",131.5,"94"
"ADAD2",6008,1,12,"protein_coding",181,"109.5"
"LOC654780",4494,1,5,"lncRNA",181,"211"
"KCNG4",21700,1,3,"protein_coding",796,"8101"
"RNA5SP433",113,NA,NA,"pseudogene",NA,NA
"WFDC1",43295,4,16,"protein_coding",141,"3634"
"ATP2C2",95632,5,32,"protein_coding",102,"1456"
"ATP2C2-AS1",8096,1,3,"lncRNA",1305,"2549.5"
"MEAK7",28246,1,8,"protein_coding",179,"2218"
"LOC124903736",11028,1,3,"lncRNA",473,"1801"
"COTL1",52474,1,4,"protein_coding",199.5,"23139"
"LOC105371376",6926,3,10,"lncRNA",126,"2623"
"KLHL36",19177,5,10,"protein_coding",158,"2007.5"
"USP10",79917,1,19,"protein_coding",112,"3804"
"LOC124903737",3156,1,3,"lncRNA",122,"682.5"
"LOC105371378",18967,5,10,"lncRNA",720,"529"
"CRISPLD2",89512,2,17,"protein_coding",NA,NA
"LOC123862",608,NA,NA,"pseudogene",NA,NA
"LINC02176",15521,3,6,"lncRNA",155,"2064"
"ZDHHC7",53486,10,20,"protein_coding",128,"2582"
"KIAA0513",66438,7,21,"protein_coding",80,"1510"
"CIBAR2",14116,1,12,"protein_coding",105,"1924"
"LOC105371381",4219,1,3,"lncRNA",109,"1921.5"
"LINC02139",12291,1,3,"lncRNA",124,"5143.5"
"LOC105371382",22465,1,2,"lncRNA",656.5,"21153"
"GSE1",506033,20,41,"protein_coding",271,"1260.5"
"MIR12128",99,2,2,"miRNA",100,NA
"COX6CP16",484,NA,NA,"pseudogene",NA,NA
"LINC00311",5124,1,3,"lncRNA",600,"1669"
"MIR5093",99,2,2,"miRNA",100,NA
"LOC101928502",5528,1,2,"lncRNA",1029.5,"3470"
"LOC107984830",1711,1,2,"lncRNA",724.5,"263"
"LOC124903739",1545,1,3,"lncRNA",208,"514"
"RN7SL381P",297,NA,NA,"pseudogene",NA,NA
"GINS2",12756,1,5,"protein_coding",127,"2074.5"
"C16orf74",43574,1,6,"protein_coding",171,"21404"
"MIR1910",79,3,3,"miRNA",80,NA
"EMC8",20921,4,11,"protein_coding",278.5,"7698"
"RNU1-103P",124,NA,NA,"pseudogene",NA,NA
"LOC101928557",518,1,2,"lncRNA",204,"111"
"COX4I1",7369,2,11,"protein_coding",132,"1196"
"LOC100422319",637,NA,NA,"pseudogene",NA,NA
"RPL10AP12",721,NA,NA,"pseudogene",NA,NA
"IRF8",23447,3,11,"protein_coding",116,"1934"
"MIR6774",69,3,3,"miRNA",70,NA
"LINC02132",1573,1,2,"lncRNA",691,"192"
"LOC105371388",4256,1,3,"lncRNA",277,"1294"
"LOC105371389",1521,1,2,"lncRNA",233.5,"1055"
"LOC105376778",10739,1,2,"lncRNA",199.5,"10341"
"LOC124903743",6259,1,2,"lncRNA",2275,"1710"
"LINC01082",3539,1,2,"lncRNA",220.5,"3099"
"LOC124903744",5300,1,3,"lncRNA",341,"408.5"
"LINC01081",60551,1,6,"lncRNA",118,"6627"
"LINC02135",6970,1,3,"lncRNA",119,"2448.5"
"LINC00917",13837,1,7,"lncRNA",220,"461.5"
"LOC401864",654,NA,NA,"pseudogene",NA,NA
"FENDRR",34319,2,7,"lncRNA",206,"676.5"
"FOXF1",4895,1,2,"protein_coding",1760,"1376"
"RPL7AP63",879,NA,NA,"pseudogene",NA,NA
"MTHFSD",25065,8,20,"protein_coding",113,"1868.5"
"FLJ30679",1979,1,1,"lncRNA",1980,NA
"FOXC2-AS1",2616,1,2,"lncRNA",159.5,"2298"
"FOXC2",2898,1,1,"protein_coding",2899,NA
"FOXL1",4929,1,1,"protein_coding",4930,NA
"LINC02189",1275,1,2,"lncRNA",257.5,"761"
"LINC02188",15768,1,5,"lncRNA",92,"5728"
"LOC105371392",2491,1,3,"lncRNA",440,"741"
"LOC107984819",5618,1,3,"lncRNA",523,"393"
"LINC02181",6218,1,3,"lncRNA",1247,"1073"
"LOC105371394",2137,1,4,"lncRNA",81,"131"
"LOC101928708",14763,1,3,"lncRNA",280,"6655"
"RPL39P30",404,NA,NA,"pseudogene",NA,NA
"LOC101928682",20538,1,5,"lncRNA",85,"940.5"
"C16orf95",14576,1,8,"protein_coding",187,"1955"
"LOC124903787",103,1,1,"snoRNA",104,NA
"C16orf95-DT",536,1,2,"lncRNA",200.5,"136"
"FBXO31",65139,2,11,"protein_coding",112,"2375"
"LOC124903747",6546,1,2,"lncRNA",491,"5565"
"TRM-CAT6-1",72,1,1,"tRNA",NA,NA
"MAP1LC3B",12428,1,4,"protein_coding",119.5,"3294"
"ZCCHC14",86812,4,17,"protein_coding",124,"1219.5"
"NR3C1P1",534,NA,NA,"pseudogene",NA,NA
"ZCCHC14-DT",22065,1,4,"lncRNA",145.5,"9129"
"LOC124903750",1658,1,2,"lncRNA",376.5,"906"
"JPH3",96525,3,10,"protein_coding",778,"6053"
"LOC100129215",2604,1,1,"lncRNA",2605,NA
"KLHDC4",68858,10,27,"protein_coding",148.5,"3635"
"LOC124903751",3217,1,2,"lncRNA",1252.5,"713"
"LOC105371399",9623,1,3,"lncRNA",301,"4191"
"LOC102724467",12801,1,4,"lncRNA",166,"4279"
"SLC7A5",39552,1,10,"protein_coding",125,"1198"
"MIR6775",68,3,3,"miRNA",69,NA
"LOC124903753",1541,1,2,"lncRNA",465.5,"611"
"MIR11401",68,2,2,"miRNA",69,NA
"CA5A",54908,4,10,"protein_coding",156,"9328"
"LOC107984816",825,NA,NA,"pseudogene",NA,NA
"BANP",126669,17,37,"protein_coding",153,"5456"
"LOC124907816",16649,1,3,"lncRNA",990,"5642.5"
"LOC124907815",2303,1,3,"lncRNA",91,"976"
"LOC124903754",728,1,1,"protein_coding",729,NA
"LOC400553",1576,1,2,"lncRNA",207,"1163"
"LOC105371401",8133,1,3,"lncRNA",163,"2307"
"LINC02182",936,1,3,"lncRNA",151,"219.5"
"LOC124900374",4373,1,2,"protein_coding",NA,NA
"LOC107984862",4580,1,5,"lncRNA",274,"1044"
"ZNF469",58972,2,6,"protein_coding",573.5,"2473"
"LOC112268182",5496,1,3,"lncRNA",159,"1923"
"ZFPM1",85308,6,15,"protein_coding",140.5,"2987"
"MIR5189",113,3,3,"miRNA",114,NA
"LOC107984890",6160,1,5,"misc_RNA",535,"795"
"ZFPM1-AS1",18068,1,4,"lncRNA",144.5,"8325"
"ZC3H18-AS1",1880,1,3,"lncRNA",480,"328.5"
"ZC3H18",61787,4,23,"protein_coding",144,"966"
"IL17C",1896,1,3,"protein_coding",329,"418.5"
"CYBA",7814,1,7,"protein_coding",83,"869"
"MVD",11155,1,13,"protein_coding",115.5,"620"
"SNAI3-AS1",25015,2,5,"lncRNA",249.5,"5274"
"SNAI3",8829,1,3,"protein_coding",621,"3544.5"
"RNF166",9928,5,15,"protein_coding",115,"868"
"CTU2",10202,1,16,"protein_coding",96,"222"
"PIEZO1",70930,1,51,"protein_coding",149,"125"
"MIR4722",59,3,3,"miRNA",60,NA
"LOC100289580",11262,1,3,"lncRNA",585,"3744"
"LOC339059",2984,1,3,"lncRNA",724,"422.5"
"LOC124907817",8599,1,3,"lncRNA",539,"2616.5"
"CDT1",5469,1,10,"protein_coding",171,"364"
"APRT",2589,2,6,"protein_coding",109,"274"
"GALNS",43087,4,20,"protein_coding",122,"2479.5"
"LOC107983950",1452,1,2,"lncRNA",652,"149"
"TRAPPC2L",6458,2,14,"protein_coding",135,"555"
"PABPN1L",6802,2,13,"protein_coding",139.5,"441"
"CBFA2T3",109362,4,16,"protein_coding",191,"1626.5"
"LOC101927793",3621,1,3,"lncRNA",704,"649.5"
"LOC102724632",4498,2,5,"lncRNA",226,"600"
"LOC105371409",5373,1,2,"lncRNA",2135.5,"1103"
"LOC100129697",14472,1,2,"lncRNA",2274.5,"9924"
"LOC105371411",3510,1,3,"lncRNA",213,"1263"
"LOC105371412",4938,1,3,"lncRNA",735,"751.5"
"ACSF3",62443,3,18,"protein_coding",149,"4290"
"LINC00304",4363,1,4,"lncRNA",364,"334"
"LINC02138",3021,1,3,"lncRNA",170,"848"
"CDH15",23828,1,14,"protein_coding",159,"948"
"SLC22A31",5835,2,19,"protein_coding",150.5,"223"
"ZNF778",19684,1,8,"protein_coding",124,"1100"
"LOC124903766",1611,1,3,"protein_coding",406,"128"
"LOC124907794",5852,NA,NA,"pseudogene",NA,NA
"ANKRD11",223257,2,18,"protein_coding",146,"3343"
"LOC124903757",4859,1,2,"protein_coding",NA,NA
"LOC105371414",2189,1,2,"lncRNA",637,"307"
"LOC128462377",33,2,2,"protein_coding",NA,NA
"LOC100287036",4465,1,4,"lncRNA",458.5,"432"
"LOC101927817",23558,1,4,"lncRNA",428,"10871"
"RNU6-430P",108,NA,NA,"pseudogene",NA,NA
"LOC100130664",646,NA,NA,"pseudogene",NA,NA
"LOC101930112",8576,1,2,"lncRNA",939,"6699"
"LOC101927863",15920,2,4,"lncRNA",231,"11558"
"SPG7",49287,8,26,"protein_coding",140,"1889"
"RPL13",6222,3,12,"protein_coding",142,"209"
"SNORD68",71,1,1,"snoRNA",72,NA
"CPNE7",21300,6,25,"protein_coding",NA,NA
"DPEP1",30481,11,20,"protein_coding",133,"182"
"LOC124903758",3115,1,2,"lncRNA",594,"1928"
"CHMP1A",14295,3,11,"protein_coding",147,"2162.5"
"SPATA33",12686,5,10,"protein_coding",279,"6478"
"LINC02166",4351,1,7,"lncRNA",NA,NA
"CDK10",9662,5,21,"protein_coding",77,"432"
"SPATA2L",5453,2,4,"protein_coding",304,"1508.5"
"VPS9D1",13768,3,20,"protein_coding",NA,NA
"VPS9D1-AS1",6308,1,4,"lncRNA",400.5,"466"
"ZNF276",20542,7,21,"protein_coding",111,"524"
"FANCA",78897,2,45,"protein_coding",97,"1752"
"SPIRE2",43293,1,15,"protein_coding",124,"1349"
"LOC124903760",1498,1,2,"lncRNA",703.5,"92"
"TCF25",38993,1,18,"protein_coding",97,"1191"
"MC1R",2110,1,1,"protein_coding",2111,NA
"TUBB3",14168,2,5,"protein_coding",114,"1150"
"DEF8",19305,7,26,"protein_coding",128,"1237"
"SNORA119",143,1,1,"snoRNA",144,NA
"CENPBD1P",2721,1,1,"transcribed_pseudogene",2722,NA
"AFG3L1P",28255,2,17,"transcribed_pseudogene",132,"1577"
"DBNDD1",15289,4,8,"protein_coding",155,"2533"
"GAS8",25365,3,15,"protein_coding",168,"1590.5"
"GAS8-AS1",1017,1,1,"lncRNA",1018,NA
"URAHP",8022,2,7,"transcribed_pseudogene",140,"646"
"PRDM7",20761,3,13,"protein_coding",NA,NA
"TUBB8P7",2393,NA,NA,"pseudogene",NA,NA
"LOC105376786",659,1,2,"lncRNA",272.5,"115"
"FAM157C",77158,1,4,"lncRNA",174,"4666"
"LOC105376781",34672,1,17,"lncRNA",105,"1490.5"
"RNU6-355P",103,NA,NA,"pseudogene",NA,NA
"LOC101927999",2865,1,2,"transcribed_pseudogene",1244,"378"
"CICP25",3768,NA,NA,"pseudogene",NA,NA
"SEPTIN14P16",2585,NA,NA,"pseudogene",NA,NA
"LOC124907818",39085,1,7,"lncRNA",150,"6978.5"
"LOC107987240",11021,1,4,"lncRNA",231,"5013"
"LOC124907819",3936,1,2,"lncRNA",704.5,"2528"
"SCGB1C2",6469,2,5,"protein_coding",158,"533.5"
"DOC2B",36820,4,13,"protein_coding",NA,NA
"LINC02091",3427,1,2,"lncRNA",395.5,"2637"
"RPH3AL",155847,1,10,"protein_coding",137,"6051"
"RPH3AL-AS1",1969,1,5,"lncRNA",203,"633.5"
"LOC105371425",3285,1,3,"lncRNA",182,"1323.5"
"LOC105371430",9488,1,3,"lncRNA",58,"4550.5"
"LIAT1",4341,1,2,"protein_coding",920.5,"2501"
"RFLNB",12214,1,3,"protein_coding",274,"4161.5"
"VPS53",207351,9,32,"protein_coding",116,"4116"
"LOC124903890",28567,1,3,"lncRNA",693,"12971"
"RPS4XP17",864,NA,NA,"pseudogene",NA,NA
"TLCD3A",10526,2,6,"protein_coding",174,"1581.5"
"GEMIN4",11669,6,9,"protein_coding",1872,"4401"
"DBIL5P",2912,1,1,"transcribed_pseudogene",2913,NA
"GLOD4",27707,3,22,"protein_coding",115,"1705"
"MRM3",9984,1,4,"protein_coding",292.5,"3232"
"NXN",180597,5,12,"protein_coding",121.5,"2550"
"LOC101927727",1580,1,2,"lncRNA",410,"761"
"TIMM22",6544,1,4,"protein_coding",224.5,"1398"
"ABR",230531,8,30,"protein_coding",122,"1657"
"LOC105371481",1287,1,2,"lncRNA",514.5,"259"
"MIR3183",83,2,2,"miRNA",84,NA
"LOC105371480",3656,1,2,"lncRNA",1418,"821"
"MRPL14P1",396,NA,NA,"pseudogene",NA,NA
"ABR-AS1",9778,2,4,"lncRNA",434.5,"1480"
"BHLHA9",1371,1,1,"protein_coding",1372,NA
"TRARG1",21317,1,3,"protein_coding",727,"8865"
"YWHAE",55963,1,7,"protein_coding",176,"5705.5"
"CRK",35538,1,4,"protein_coding",366,"15929.5"
"MYO1C",28534,9,40,"protein_coding",98,"262"
"LOC105371483",1907,1,2,"lncRNA",792,"324"
"INPP5K",22034,1,16,"protein_coding",114.5,"950"
"PITPNA-AS1",1175,1,2,"lncRNA",277,"622"
"PITPNA",45039,3,14,"protein_coding",88,"3351"
"SLC43A2",60935,6,20,"protein_coding",134,"1532"
"RN7SL105P",298,NA,NA,"pseudogene",NA,NA
"LOC124904121",103,1,1,"snoRNA",104,NA
"SCARF1",11859,1,14,"protein_coding",122,"594.5"
"RILP",3716,1,8,"protein_coding",134.5,"286"
"PRPF8",34516,2,44,"protein_coding",165,"187.5"
"TLCD2",7562,1,4,"protein_coding",197,"222"
"MIR22HG",4772,1,6,"lncRNA",312,"1709"
"MIR22",84,3,3,"miRNA",85,NA
"WDR81",22066,5,19,"protein_coding",180,"695"
"SERPINF2",11665,3,15,"protein_coding",143.5,"1084"
"SERPINF1",15511,3,10,"protein_coding",199,"1332"
"SMYD4",50442,5,16,"protein_coding",146,"2032"
"RPA1",70147,1,18,"protein_coding",109,"2497"
"LOC642502",1182,NA,NA,"pseudogene",NA,NA
"RTN4RL1",89807,1,2,"protein_coding",1805,"86198"
"LOC105371486",20170,6,10,"lncRNA",124,"4933"
"LOC105371485",2990,1,2,"lncRNA",957,"1077"
"DPH1",13755,2,19,"protein_coding",120.5,"415.5"
"OVCA2",1403,1,2,"protein_coding",515.5,"373"
"MIR132",100,3,3,"miRNA",101,NA
"MIR212",109,3,3,"miRNA",110,NA
"HIC1",8140,2,4,"protein_coding",1576.5,"878"
"SMG6",243752,17,36,"protein_coding",154,"3768"
"MCUR1P1",870,NA,NA,"pseudogene",NA,NA
"RN7SL624P",277,NA,NA,"pseudogene",NA,NA
"LOC101927839",932,1,2,"lncRNA",356,"221"
"SRR",22144,5,13,"protein_coding",120,"1518"
"HNRNPA1P16",1286,NA,NA,"pseudogene",NA,NA
"TSR1",14058,1,15,"protein_coding",141,"397.5"
"SNORD91B",85,1,1,"snoRNA",86,NA
"SNORD91A",91,1,1,"snoRNA",92,NA
"SGSM2",44909,10,41,"protein_coding",NA,NA
"LOC101927864",5941,1,3,"lncRNA",1070,"1508.5"
"MNT",17006,6,11,"protein_coding",307,"528"
"LOC284009",8427,1,3,"lncRNA",249,"3926"
"METTL16",96301,4,14,"protein_coding",NA,NA
"RN7SL33P",341,NA,NA,"pseudogene",NA,NA
"EIF4A1P9",1693,NA,NA,"pseudogene",NA,NA
"PAFAH1B1",92390,6,18,"protein_coding",629.5,"3335"
"SAMD11P1",687,NA,NA,"pseudogene",NA,NA
"LOC124904127",103,1,1,"snoRNA",104,NA
"RN7SL608P",278,NA,NA,"pseudogene",NA,NA
"LOC105371490",1705,1,2,"lncRNA",760.5,"185"
"CLUH",22619,10,36,"protein_coding",135,"192"
"MIR6776",58,3,3,"miRNA",59,NA
"LOC105371592",524,1,2,"lncRNA",221.5,"82"
"CCDC92B",28847,2,10,"protein_coding",197.5,"4523"
"MIR1253",104,2,2,"miRNA",105,NA
"RAP1GAP2",281214,13,41,"protein_coding",101,"3244"
"LOC101927911",3648,1,3,"lncRNA",997,"551"
"OR1D5",938,1,1,"protein_coding",939,NA
"OR1D2",15939,1,3,"protein_coding",2441.5,"11057"
"OR1E3",1147,NA,NA,"pseudogene",NA,NA
"OR1G1",941,1,1,"protein_coding",942,NA
"LOC100288728",41981,1,4,"lncRNA",128.5,"12988"
"OR1P1",992,NA,NA,"pseudogene",NA,NA
"OR1A2",929,1,1,"protein_coding",930,NA
"OR1A1",11228,1,4,"protein_coding",376,"3017"
"OR1D4",938,1,1,"protein_coding",939,NA
"OR1D3P",642,NA,NA,"pseudogene",NA,NA
"OR3A2",110908,2,7,"protein_coding",NA,NA
"OR3A1",10873,2,4,"protein_coding",825,"5695"
"OR3A4P",1201,1,1,"transcribed_pseudogene",1202,NA
"OR3A5P",692,NA,NA,"pseudogene",NA,NA
"OR1AC1P",246,NA,NA,"pseudogene",NA,NA
"OR1R1P",944,1,1,"protein_coding",945,NA
"OR1E1",1306,1,1,"protein_coding",1307,NA
"OR3A3",12680,2,4,"protein_coding",194,"493"
"OR1E2",961,1,2,"protein_coding",480,"2"
"SPATA22",73846,2,15,"protein_coding",116,"2836"
"ASPA",29294,3,10,"protein_coding",110,"5012"
"TRPV3",47455,1,19,"protein_coding",139,"2006"
"TRPV1",43960,4,20,"protein_coding",159,"1440"
"SHPK",28040,1,7,"protein_coding",184,"5027.5"
"LOC100422717",864,NA,NA,"pseudogene",NA,NA
"CTNS",26676,5,19,"protein_coding",118,"1209"
"LOC105371493",16530,2,7,"lncRNA",215,"1162"
"P2RX5-TAX1BP3",33053,1,15,"lncRNA",120,"568"
"TAX1BP3",5686,1,2,"protein_coding",120,"2242.5"
"RPL21P125",564,NA,NA,"pseudogene",NA,NA
"EMC6",853,1,3,"protein_coding",384.5,"85"
"P2RX5",22466,1,3,"protein_coding",NA,NA
"ITGAE",86651,1,32,"protein_coding",NA,NA
"HASPIN",2796,1,1,"protein_coding",2797,NA
"NCBP3",44086,2,17,"protein_coding",127.5,"1992"
"CAMKK1",32693,3,19,"protein_coding",88,"900"
"P2RX1",20560,5,19,"protein_coding",NA,NA
"ATP2A3",40561,5,33,"protein_coding",NA,NA
"LINC01975",6040,1,2,"lncRNA",897.5,"4246"
"ZZEF1",138631,6,63,"protein_coding",151,"1555"
"RNA5SP434",120,NA,NA,"pseudogene",NA,NA
"LOC124904128",102,1,1,"snoRNA",103,NA
"CYB5D2",14587,5,9,"protein_coding",187,"4642"
"LOC124903898",1356,1,3,"lncRNA",135,"444"
"ANKFY1",100162,4,30,"protein_coding",149,"1446"
"LOC100420060",593,NA,NA,"pseudogene",NA,NA
"RYKP1",2980,NA,NA,"pseudogene",NA,NA
"UBE2G1",97438,1,6,"protein_coding",151.5,"10205"
"LOC124904156",75,NA,NA,"pseudogene",NA,NA
"MFSD1P1",2135,NA,NA,"pseudogene",NA,NA
"SPNS3",54862,5,18,"protein_coding",NA,NA
"LOC124903899",5845,2,3,"lncRNA",1252.5,"2238"
"SPNS2-AS1",8896,3,9,"lncRNA",566,"435"
"SPNS2",40161,3,16,"protein_coding",NA,NA
"MYBBP1A",16478,3,31,"protein_coding",NA,NA
"GGT6",3650,1,6,"protein_coding",203,"855.5"
"TXNP4",1060,NA,NA,"pseudogene",NA,NA
"SMTNL2",24170,2,9,"protein_coding",152,"1247"
"LINC01996",7204,1,2,"lncRNA",635,"5935"
"LOC105371498",12907,1,3,"lncRNA",91,"6304.5"
"RNU6-955P",103,NA,NA,"pseudogene",NA,NA
"ALOX15",10761,1,14,"protein_coding",152.5,"203"
"LOC105371499",20390,1,3,"lncRNA",81,"9620.5"
"PELP1",34397,1,20,"protein_coding",127,"211.5"
"PELP1-DT",1297,1,2,"lncRNA",235.5,"827"
"RPS12P29",396,NA,NA,"pseudogene",NA,NA
"ARRB2",10775,4,21,"protein_coding",82,"266"
"MED11",2190,1,4,"protein_coding",147,"622"
"CXCL16",6396,2,7,"protein_coding",144,"340"
"ZMYND15",6513,4,18,"protein_coding",154,"260"
"TM4SF5",11323,1,5,"protein_coding",137,"916"
"VMO1",1078,1,6,"protein_coding",291,"497"
"GLTPD2",1625,1,5,"protein_coding",327,"150.5"
"PSMB6",2331,1,7,"protein_coding",132.5,"197"
"C17orf114",5852,2,4,"protein_coding",190,"5473"
"PLD2",16282,4,30,"protein_coding",114,"190"
"MINK1",65415,4,41,"protein_coding",128.5,"366"
"ATP6V0CP1",432,NA,NA,"pseudogene",NA,NA
"RN7SL784P",342,NA,NA,"pseudogene",NA,NA
"CHRNE",10898,2,14,"protein_coding",115,"126"
"C17orf107",6881,2,6,"protein_coding",293,"99"
"GP1BA",2708,1,2,"protein_coding",1238,"233"
"SLC25A11",2917,1,9,"protein_coding",126.5,"85"
"RNF167",5130,3,20,"protein_coding",94,"163.5"
"PFN1",2878,1,4,"protein_coding",268,"1036"
"ENO3",6544,2,15,"protein_coding",107.5,"304"
"SPAG7",8602,1,7,"protein_coding",90,"131"
"CAMTA2",19685,3,28,"protein_coding",135,"324.5"
"MIR6864",69,3,3,"miRNA",70,NA
"MIR6865",64,3,3,"miRNA",65,NA
"LOC124903901",1728,1,2,"lncRNA",586,"557"
"CAMTA2-AS1",5219,1,4,"lncRNA",2563,"94"
"INCA1",9385,2,12,"protein_coding",114,"396.5"
"KIF1C",30453,1,24,"protein_coding",NA,NA
"KIF1C-AS1",879,1,2,"lncRNA",291.5,"297"
"LOC105371501",22586,2,6,"lncRNA",151,"252"
"SLC52A1",9918,2,9,"protein_coding",NA,NA
"ZFP3",17893,1,2,"protein_coding",2492,"12910"
"ZNF232",17390,7,15,"protein_coding",309.5,"1205"
"ZNF232-AS1",2447,1,4,"lncRNA",184,"986"
"USP6",58927,6,50,"protein_coding",121,"711"
"ZNF594",17915,5,8,"protein_coding",2431.5,"7473"
"ZNF594-DT",44053,1,9,"lncRNA",158.5,"4186"
"SCIMP",25985,2,7,"protein_coding",103,"5145.5"
"RABEP1",104026,3,23,"protein_coding",203,"13066.5"
"LOC105371505",2305,1,2,"lncRNA",853,"600"
"NUP88",34828,2,19,"protein_coding",126,"2085"
"RPAIN",12695,4,10,"protein_coding",112,"1771"
"C1QBP",6379,1,6,"protein_coding",137,"568"
"DHX33",28070,3,13,"protein_coding",171,"1259.5"
"DHX33-DT",1268,1,3,"lncRNA",81,"435.5"
"DERL2",15238,3,11,"protein_coding",100.5,"2226"
"MIS12",4440,5,9,"protein_coding",394,"691"
"LOC124900388",1578,1,2,"protein_coding",NA,NA
"NLRP1",83140,2,19,"protein_coding",171,"2271"
"LOC101928044",766,1,1,"protein_coding",767,NA
"RNU7-31P",60,NA,NA,"pseudogene",NA,NA
"LOC124903902",20318,2,5,"lncRNA",122,"3259"
"LOC105371507",10566,2,5,"lncRNA",93,"2858"
"LOC100128284",1612,NA,NA,"pseudogene",NA,NA
"LOC339166",158761,1,4,"lncRNA",434,"51779"
"WSCD1",55297,6,16,"protein_coding",185,"4596"
"LOC105371508",40626,2,5,"lncRNA",136,"605"
"RNU6-1264P",106,NA,NA,"pseudogene",NA,NA
"BTF3P14",813,NA,NA,"pseudogene",NA,NA
"LOC105371509",32607,2,5,"lncRNA",182,"11884"
"AIPL1",11367,2,12,"protein_coding",178.5,"1086"
"LOC107985017",13142,1,3,"lncRNA",106,"6342.5"
"PIMREG",7018,4,9,"protein_coding",196,"620"
"PITPNM3",105417,4,24,"protein_coding",150,"2046.5"
"KIAA0753",62615,9,31,"protein_coding",121,"2388"
"RNA5SP435",107,NA,NA,"pseudogene",NA,NA
"LOC122526780",3536,1,1,"protein_coding",3537,NA
"TXNDC17",3481,1,4,"protein_coding",125,"525"
"MED31",8292,1,4,"protein_coding",101,"1067"
"C17orf100",1714,1,1,"protein_coding",1715,NA
"MIR4520-1",69,3,3,"miRNA",70,NA
"MIR4520-2",52,3,3,"miRNA",53,NA
"ALOX15P1",3675,1,5,"transcribed_pseudogene",144,"895.5"
"SLC13A5",28653,2,14,"protein_coding",138,"1973"
"RPL23AP73",213,NA,NA,"pseudogene",NA,NA
"XAF1",20209,9,22,"protein_coding",136,"1978"
"LOC124903905",5101,1,3,"lncRNA",91,"2414"
"FBXO39",11433,1,4,"protein_coding",262,"3515"
"TEKT1",33742,1,8,"protein_coding",NA,NA
"ALOX12P2",46761,2,16,"transcribed_pseudogene",161,"153"
"LOC100128007",845,NA,NA,"pseudogene",NA,NA
"LOC124903906",15158,1,2,"lncRNA",6529,"2101"
"ALOX12-AS1",27145,1,3,"lncRNA",139,"13247.5"
"ALOX12",14625,1,14,"protein_coding",152.5,"514"
"RNASEK-C17orf49",5082,1,8,"lncRNA",148,"402"
"RNASEK",1881,1,4,"protein_coding",177.5,"402"
"C17orf49",2738,1,3,"protein_coding",103.5,"242"
