"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type","Exon_Length","Intron_Length","splice5","splice3"
"MEX3B",4240,1,2,"protein_coding",1702.5,836,"1","0"
"LINC01583",9098,1,6,"lncRNA",249.5,1008,"4","0"
"LOC105370924",3081,1,3,"lncRNA",101,1337,"1","0"
"EFL1",132567,3,23,"protein_coding",137,4800,"1","0"
"SAXO2",22110,2,10,"protein_coding",200,2379,"1","0"
"ADAMTS7P1",41279,1,24,"transcribed_pseudogene",146.5,938,"4","0"
"GOLGA6L10",9482,2,10,"protein_coding",103,502.5,"1","0"
"UBE2Q2P2",60483,1,5,"transcribed_pseudogene",140,5064,"1","0"
"GOLGA6L9",9337,2,10,"protein_coding",103,622,"1","0"
"LOC102724034",1537,1,3,"lncRNA",125,481.5,"1","0"
"GOLGA2P10",42543,1,10,"transcribed_pseudogene",155,632.5,"1","0"
"LOC105370926",5951,1,2,"lncRNA",296.5,5359,"1","0"
"GOLGA6L17P",6957,1,10,"transcribed_pseudogene",111.5,382,"1","0"
"RPS17",3707,1,7,"protein_coding",113.5,508,"1","0"
"CPEB1",105581,6,31,"protein_coding",175,1877,"4","0"
"CPEB1-AS1",45047,1,4,"lncRNA",490.5,962,"1","0"
"AP3B2",50601,3,29,"protein_coding",114.5,326,"1","0"
"LOC338963",3522,1,4,"transcribed_pseudogene",255,611,"1","0"
"ACTG1P17",13911,1,3,"transcribed_pseudogene",101,6121.5,"1","0"
"SNHG21",6640,2,8,"lncRNA",285,2861.5,"1","0"
"FSD2",50733,5,19,"protein_coding",142.5,2848,"4","0"
"WHAMM",26484,6,16,"protein_coding",172,2767,"1","0"
"HOMER2",149313,9,18,"protein_coding",132,4640,"1","0"
"LOC105370928",49193,1,5,"lncRNA",61,12204,"1","0"
"RAMAC",4847,1,4,"protein_coding",169.5,966,"1","0"
"C15orf40",22646,5,10,"protein_coding",128,1561,"4","0"
"BTBD1",50858,2,10,"protein_coding",193,9179,"1","0"
"TM6SF1",29752,4,17,"protein_coding",112.5,3621,"1","0"
"HDGFL3",95142,2,7,"protein_coding",153,6054,"1","0"
"BNC1",28792,4,9,"protein_coding",279.5,3421.5,"1","0"
"LOC105370932",34626,1,4,"lncRNA",114,17091.5,"1","0"
"LOC105370933",4948,1,3,"lncRNA",196,2232.5,"1","0"
"LOC105370934",3678,2,6,"lncRNA",151,1245,"1","0"
"SH3GL3",171424,8,23,"protein_coding",135.5,5809,"1","0"
"LOC105370935",17135,1,3,"lncRNA",131,578,"1","0"
"EFL1P1",46400,1,10,"transcribed_pseudogene",117,4790,"1","0"
"UBE2Q2P16",9783,1,3,"transcribed_pseudogene",151,4622.5,"1","0"
"LOC440300",17461,1,8,"transcribed_pseudogene",203.5,1570,"4","0"
"GOLGA2P7",31354,1,7,"transcribed_pseudogene",155,628,"1","0"
"GOLGA6L4",10741,4,19,"protein_coding",111.5,382,"1","0"
"LOC103171574",3351,1,4,"lncRNA",125,692,"1","0"
"LOC124905605",1601,2,4,"lncRNA",91,100,"1","0"
"LOC102724117",10607,1,15,"protein_coding",120,523,"4","0"
"LOC102724135",30848,1,7,"transcribed_pseudogene",151,713,"1","0"
"LOC105370946",5769,1,2,"lncRNA",282.5,5205,"1","0"
"GOLGA6L5P",10655,1,10,"transcribed_pseudogene",111.5,382,"1","0"
"UBE2Q2P1",43588,1,6,"transcribed_pseudogene",122.5,8685,"1","0"
"LINC00933",9546,2,5,"lncRNA",180,1249,"1","0"
"LOC105370947",12440,1,3,"lncRNA",87,6083.5,"1","0"
"SCAND2P",10995,1,5,"transcribed_pseudogene",558,1276,"1","0"
"WDR73",14991,1,11,"protein_coding",89,1185,"1","0"
"NMB",3067,2,5,"protein_coding",204,1209,"1","0"
"SEC11A",78729,4,15,"protein_coding",115,5279,"1","0"
"ZNF592",57825,3,13,"protein_coding",160,3113,"1","0"
"ALPK3",56148,1,14,"protein_coding",138,801,"1","0"
"SLC28A1",90853,12,34,"protein_coding",112,1835,"1","0"
"PDE8A",158657,11,33,"protein_coding",89,2572,"1","0"
"LOC124903545",2981,1,2,"lncRNA",699,1584,"1","0"
"LOC727751",31359,1,10,"transcribed_pseudogene",189,719.5,"4","0"
"LOC101929479",29788,2,7,"transcribed_pseudogene",155,255,"1","0"
"LOC105370948",5814,1,2,"lncRNA",307.5,5200,"1","0"
"GOLGA6L3P",6837,1,9,"transcribed_pseudogene",103,503,"1","0"
"AKAP13",368729,2,41,"protein_coding",136.5,3049,"1","0"
"LOC124903546",721,1,3,"lncRNA",60,211.5,"1","0"
"LINC02883",3897,1,6,"lncRNA",136.5,261,"1","0"
"KLHL25",35578,3,5,"protein_coding",1686,15964.5,"1","0"
"LOC105370952",3774,1,4,"lncRNA",158,1286.5,"1","0"
"LOC105370953",2293,1,2,"lncRNA",569,1156,"1","0"
"AGBL1",951008,8,36,"protein_coding",138.5,8597,"4","0"
"LINC01584",33351,1,6,"lncRNA",111.5,2529,"1","0"
"AGBL1-AS1",20144,1,4,"lncRNA",240.5,7047,"1","0"
"LOC105370954",13453,1,3,"lncRNA",111,6551.5,"1","0"
"LOC102724452",49919,1,3,"lncRNA",115,24710.5,"1","0"
"LOC105370955",56572,1,3,"lncRNA",109,28029,"1","0"
"LOC107984735",1923,1,3,"lncRNA",159,724.5,"1","0"
"LOC105370956",102857,1,8,"lncRNA",156.5,2065,"1","0"
"LOC102724465",72403,2,6,"lncRNA",125,1265,"1","0"
"LINC00052",2757,1,3,"lncRNA",119,486,"1","0"
"LOC124903580",17358,2,7,"lncRNA",118,2060,"1","0"
"NTRK3",397084,25,48,"protein_coding",143,3577,"4","0"
"NTRK3-AS1",18366,1,4,"lncRNA",484.5,1378,"5","0"
"LOC105370957",2813,2,5,"lncRNA",81,639,"1","0"
"LOC105370958",31384,1,3,"lncRNA",113,15066,"1","0"
"LOC105370959",19714,1,3,"lncRNA",257,9522.5,"1","0"
"MRPL46",7910,1,4,"protein_coding",213,1376,"1","0"
"MRPS11",13355,3,16,"protein_coding",99,1749,"1","0"
"DET1",44786,5,16,"protein_coding",188,3643,"4","0"
"LINC01586",19613,2,4,"lncRNA",252,8894.5,"4","0"
"ISG20",20781,2,9,"protein_coding",252,3040,"1","0"
"LOC105370960",7369,3,5,"lncRNA",149,746.5,"1","0"
"ACAN",71921,3,22,"protein_coding",175,1442.5,"1","0"
"HAPLN3",18250,5,13,"protein_coding",303,3768,"1","0"
"MFGE8",14696,6,13,"protein_coding",156,1739,"1","0"
"ABHD2",161283,3,21,"protein_coding",108,2726,"1","0"
"LOC124903573",19740,1,7,"protein_coding",143,1547,"1","0"
"FANCI",73313,14,58,"protein_coding",105.5,1199,"1","0"
"MIR9-3HG",36884,4,11,"lncRNA",124,882,"1","0"
"LOC107984777",1561,1,3,"lncRNA",117,596.5,"1","0"
"LOC105371031",19726,1,3,"lncRNA",202,9468,"1","0"
"LOC105370964",17278,2,4,"lncRNA",256,849,"1","0"
"LOC112268153",10494,1,2,"lncRNA",2687,5121,"1","0"
"RHCG",25176,1,14,"protein_coding",148,1106.5,"1","0"
"LINC00928",19004,1,7,"lncRNA",454,8911,"1","0"
"TICRR",52538,2,24,"protein_coding",143.5,1501,"4","0"
"PLIN1",14999,1,10,"protein_coding",192,1441,"1","0"
"PEX11A",9216,1,4,"protein_coding",1296,6625,"1","0"
"WDR93",53294,9,30,"protein_coding",343,5872,"1","0"
"MESP1",18797,6,12,"protein_coding",547,281,"1","0"
"MESP2",2398,1,2,"protein_coding",808,783,"1","0"
"ANPEP",29930,2,23,"protein_coding",134,411,"4","0"
"ARPIN-AP3S2",82499,1,10,"protein_coding",122.5,2331,"1","0"
"AP3S2",63531,1,3,"protein_coding",110,4735,"1","0"
"ARPIN",17952,2,2,"protein_coding",185.5,1668,"1","0"
"ZNF710",83911,10,16,"protein_coding",291,4920,"1","0"
"ZNF710-AS1",7691,1,2,"lncRNA",585.5,6521,"2","0"
"IDH2",19428,2,13,"protein_coding",140.5,462,"1","0"
"IDH2-DT",31455,1,3,"lncRNA",176,15480,"1","0"
"SEMA4B",44722,3,21,"protein_coding",151,626,"1","0"
"CIB1",35767,4,12,"protein_coding",109,428,"4","0"
"GDPGP1",11600,1,5,"protein_coding",84,1888,"4","0"
"TTLL13",15917,1,15,"protein_coding",178,663.5,"1","0"
"NGRN",6549,2,4,"protein_coding",736,4790,"1","0"
"GABARAPL3",2920,1,2,"transcribed_pseudogene",944.5,1032,"1","0"
"ZNF774",10563,1,4,"protein_coding",125.5,2230,"1","0"
"IQGAP1",114001,2,40,"protein_coding",138.5,1135,"1","0"
"CRTC3",115408,1,16,"protein_coding",101,3319.5,"5","0"
"LOC124903555",2376,2,3,"lncRNA",174.5,1250.5,"1","0"
"CRTC3-AS1",99111,1,4,"lncRNA",152.5,20553,"1","0"
"LINC01585",4722,1,3,"lncRNA",591,1720.5,"1","0"
"BLM",99863,4,27,"protein_coding",149,2501,"1","0"
"LOC105370969",14021,2,4,"lncRNA",297,1677,"1","0"
"FURIN",15224,5,23,"protein_coding",118,315,"1","0"
"FES",11450,7,27,"protein_coding",123,239,"1","0"
"MAN2A2",20203,11,38,"protein_coding",150,281,"4","0"
"HDDC3",5178,4,10,"protein_coding",202.5,211,"1","0"
"UNC45A",23913,4,31,"protein_coding",141,370,"1","0"
"RCCD1-AS1",2255,1,2,"lncRNA",563.5,1129,"1","0"
"RCCD1",8241,3,13,"protein_coding",122,544.5,"1","0"
"PRC1-AS1",22256,1,4,"lncRNA",223,3852,"1","0"
"VPS33B",24210,5,30,"protein_coding",78,513,"1","0"
"LOC105370970",3116,1,2,"lncRNA",926.5,1264,"1","0"
"VPS33B-DT",8516,1,4,"lncRNA",421,572,"1","0"
"SV2B",203033,7,21,"protein_coding",152,5299,"1","0"
"LOC105370972",7116,2,6,"lncRNA",141,1365,"1","0"
"LOC107984778",66547,2,7,"lncRNA",168,3713,"1","0"
"CRAT37",31528,1,4,"lncRNA",194.5,9601,"1","0"
"LOC105370973",10602,1,4,"lncRNA",475.5,3111,"1","0"
"LOC124907510",2174,1,2,"protein_coding",966,243,"3","0"
"LOC105370974",1058,1,2,"lncRNA",234,591,"1","0"
"SLCO3A1",319412,3,15,"protein_coding",176,9296,"1","0"
"LOC107987227",746,1,2,"lncRNA",168.5,410,"1","0"
"ST8SIA2",74824,2,7,"protein_coding",270,6015,"1","0"
"LOC104613533",1313,1,2,"lncRNA",240,834,"1","0"
"C15orf32",29437,1,4,"lncRNA",760,13837,"1","0"
"LINC00930",4445,1,4,"lncRNA",306.5,489,"1","0"
"FAM174B",38227,1,3,"protein_coding",454,17815.5,"1","0"
"LOC124903559",4571,1,3,"lncRNA",138,2020.5,"1","0"
"LOC101926994",90606,5,10,"protein_coding",264.5,2964.5,"1","0"
"CHASERR",15904,2,7,"lncRNA",86,1971,"1","0"
"CHD2",127681,2,40,"protein_coding",140.5,1952,"1","0"
"RGMA",53986,6,9,"protein_coding",515,6291,"1","0"
"LOC101927025",82742,1,6,"lncRNA",94,16689,"1","0"
"LOC105370982",171037,1,7,"lncRNA",125,8855.5,"1","0"
"LOC124900612",36884,1,4,"lncRNA",219,2335,"1","0"
"LOC107983974",207425,2,9,"lncRNA",158,11749,"1","0"
"LINC02207",21796,1,4,"lncRNA",209,8200,"1","0"
"LINC01579",4540,1,4,"lncRNA",174.5,699,"1","0"
"LINC01580",83475,2,5,"lncRNA",118,5392,"1","0"
"LINC01581",203695,1,9,"lncRNA",157,16057.5,"1","0"
"LOC105369203",35453,2,6,"lncRNA",180,3595,"1","0"
"LOC105370984",10109,1,2,"lncRNA",205.5,9699,"1","0"
"MCTP2",253736,10,42,"protein_coding",109,2457.5,"1","0"
"LINC02852",5744,1,3,"lncRNA",160,2489.5,"1","0"
"LOC105370986",2112,1,3,"lncRNA",223,789,"1","0"
"LOC105370987",1586,1,2,"lncRNA",215.5,1156,"1","0"
"LOC105370988",26379,1,3,"lncRNA",368,12651.5,"1","0"
"LOC105370989",16736,1,2,"lncRNA",178.5,16380,"1","0"
"LOC105370991",152960,1,12,"lncRNA",127.5,5260,"1","0"
"LOC105370990",17969,1,5,"lncRNA",141,2552,"1","0"
"LETR1",47818,1,4,"lncRNA",219,8211,"1","0"
"LINC00924",74774,1,7,"lncRNA",142,3716.5,"1","0"
"LOC105370993",30060,3,7,"lncRNA",245.5,1710,"1","0"
"LOC105370995",27718,1,2,"lncRNA",127.5,27464,"1","0"
"LOC105370998",11098,1,5,"lncRNA",1142.5,2557,"1","0"
"LOC105369212",45802,1,8,"lncRNA",132.5,2855,"4","0"
"NR2F2-AS1",200004,3,13,"lncRNA",154,7717,"1","0"
"LOC105370997",3053,2,4,"lncRNA",474,1505,"1","0"
"NR2F2",14219,4,7,"protein_coding",528,2741,"4","0"
"LOC101927263",43637,1,5,"lncRNA",488,9844.5,"1","0"
"LOC105371001",14232,2,6,"lncRNA",75,3098.5,"1","0"
"LOC105371002",17904,2,5,"lncRNA",119.5,2630,"1","0"
"SPATA8-AS1",11331,2,6,"lncRNA",102,2072,"1","0"
"SPATA8",2180,1,6,"lncRNA",310,572,"1","0"
"LOC105371004",31645,2,10,"lncRNA",235,1133,"1","0"
"LOC105371005",16289,1,4,"lncRNA",127,1495,"1","0"
"LOC105371006",7480,1,3,"lncRNA",136,3566,"1","0"
"LINC02254",151462,1,5,"lncRNA",231,28113.5,"1","0"
"LOC101927310",7414,1,4,"lncRNA",286.5,960,"1","0"
"LOC105371007",11500,2,8,"lncRNA",148,836,"1","0"
"LINC00923",131794,1,3,"lncRNA",672.5,130450,"1","0"
"ARRDC4",13134,1,8,"protein_coding",159,543,"1","0"
"LOC105371009",29654,2,7,"lncRNA",1163.5,12477,"1","0"
"LINC02251",19302,1,4,"lncRNA",236,8529,"1","0"
"LINC01582",5754,1,4,"lncRNA",110,1705,"1","0"
"LOC105371010",21044,1,4,"lncRNA",693,9558,"1","0"
"LINC02351",97013,2,4,"lncRNA",214,3402.5,"1","0"
"FAM169BP",77233,1,8,"transcribed_pseudogene",135,5114,"1","0"
"IGF1R",316007,6,29,"protein_coding",160,3668.5,"1","0"
"LOC124903560",26163,1,2,"lncRNA",12535.5,1093,"1","0"
"LOC124903561",61651,1,2,"lncRNA",30774.5,103,"1","0"
"LUNAR1",16331,1,4,"lncRNA",92.5,3166,"1","0"
"SYNM-AS1",38445,3,5,"lncRNA",129,6969,"1","0"
"SYNM",39466,2,7,"protein_coding",527.5,7581,"1","0"
"TTC23",115050,9,33,"protein_coding",150,6668,"1","0"
"LRRC28",139266,9,24,"protein_coding",160,13551.5,"1","0"
"LOC105371017",17542,1,6,"lncRNA",408,3107,"1","0"
"LOC107984790",6084,1,3,"lncRNA",152,2242,"1","0"
"LOC105371019",13228,2,5,"lncRNA",258,4295,"1","0"
"MEF2A",151096,6,26,"protein_coding",138,12387,"1","0"
"LYSMD4",17254,12,24,"protein_coding",290,1990,"1","0"
"LOC105371020",3799,1,3,"lncRNA",415,1082.5,"1","0"
"DNM1P46",16041,1,6,"transcribed_pseudogene",168.5,1861,"1","0"
"LOC124903563",1857,1,3,"lncRNA",156,87.5,"1","0"
"LOC400464",5993,1,3,"transcribed_pseudogene",114,2824,"1","0"
"LOC124907505",46814,2,7,"lncRNA",185,8748,"1","0"
"LOC124907506",3028,1,3,"lncRNA",931,254,"1","0"
"ADAMTS17",372464,19,49,"protein_coding",154,9968,"1","0"
"LOC105371022",4534,1,2,"lncRNA",1317.5,1900,"1","0"
"SPATA41",6262,2,4,"lncRNA",1171,3107,"1","0"
"LOC105371021",2534,2,4,"lncRNA",462,715.5,"1","0"
"CERS3-AS1",66419,1,5,"lncRNA",92,14508.5,"1","0"
"CERS3",143990,6,20,"protein_coding",119,6149,"4","0"
"LOC102723335",1133,1,3,"lncRNA",157,339.5,"1","0"
"ASB7",49038,2,7,"protein_coding",262,6394,"4","0"
"LOC105371024",116315,3,7,"lncRNA",148,12847,"1","0"
"GCAWKR",27129,6,19,"lncRNA",236,4451,"1","0"
"ALDH1A3",36274,1,13,"protein_coding",130,2118.5,"1","0"
"ALDH1A3-AS1",26415,2,4,"lncRNA",1629,12517.5,"1","0"
"LRRK1",158990,1,34,"protein_coding",164,1386,"1","0"
"LOC105371026",116997,6,12,"lncRNA",570,5249,"1","0"
"LOC124903565",1839,1,3,"lncRNA",442,956,"1","0"
"CHSY1",76321,4,7,"protein_coding",930,35820.5,"1","0"
"SELENOS",6676,2,8,"protein_coding",107,666,"1","0"
"SNRPA1",13756,1,9,"protein_coding",103,2146.5,"1","0"
"SNRPA1-DT",9698,1,2,"lncRNA",4261.5,1176,"1","0"
"PCSK6",185972,4,26,"protein_coding",124,4455,"1","0"
"PCSK6-AS1",2990,1,3,"lncRNA",156,1176.5,"1","0"
"LOC124903566",29590,1,4,"protein_coding",14779.5,32,"1","0"
"LOC107987228",1808,1,3,"lncRNA",883.5,42,"1","0"
"LINC02348",11535,1,3,"lncRNA",390,3828.5,"1","0"
"TM2D3",31816,3,11,"protein_coding",158,2275.5,"1","0"
"TARS3",70744,2,20,"protein_coding",118,2522,"1","0"
"UBE2Q2P13",8654,1,3,"transcribed_pseudogene",156,4059.5,"1","0"
"LOC124907513",2974,1,2,"protein_coding",1465.5,44,"1","0"
"LOC124907514",2955,1,2,"protein_coding",1456,44,"1","0"
"OR4F6",3377,1,2,"protein_coding",619,2140,"1","0"
"OR4F15",7995,1,2,"protein_coding",1059.5,5877,"1","0"
"OR4F13P",8205,1,5,"transcribed_pseudogene",98,622,"1","0"
"LOC105376730",2109,1,2,"lncRNA",306,1498,"1","0"
"FAM138E",1470,1,3,"lncRNA",361,170.5,"1","0"
"WASH3P",15793,1,11,"transcribed_pseudogene",153,222.5,"1","0"
"DDX11L9",2535,1,5,"transcribed_pseudogene",354,442,"1","0"
"DDX11L10",2535,1,3,"transcribed_pseudogene",354,442,"1","0"
"WASIR2",2193,1,2,"lncRNA",519.5,1155,"1","0"
"POLR3K",7152,1,3,"protein_coding",133,2890.5,"1","0"
"SNRNP25",3842,1,5,"protein_coding",106,564.5,"1","0"
"MPG",8895,2,6,"protein_coding",205,2144,"1","0"
"NPRL3",53254,1,16,"protein_coding",134,2068,"1","0"
"HBZ",1929,1,3,"protein_coding",232,566,"1","0"
"LOC107983982",2014,1,3,"lncRNA",286,571,"1","0"
"HBM",787,1,3,"protein_coding",185,143,"1","0"
"HBA2",834,1,3,"protein_coding",205,129.5,"1","0"
"HBA1",842,1,3,"protein_coding",205,133,"1","0"
"HBQ1",720,1,3,"protein_coding",200,96.5,"1","0"
"FAM234A",36161,6,26,"protein_coding",132,578,"1","0"
"RGS11",7638,5,26,"protein_coding",83,176,"1","0"
"ARHGDIG",2450,1,6,"protein_coding",124,99,"1","0"
"PDIA2",4052,1,11,"protein_coding",138,92,"1","0"
"AXIN1",65283,5,15,"protein_coding",231,4571.5,"1","0"
"MRPL28",4345,2,7,"protein_coding",144,545,"4","0"
"PGAP6",16432,2,15,"protein_coding",178,232,"1","0"
"LOC100134368",10720,1,3,"lncRNA",237,4575,"1","0"
"NME4",4381,3,10,"protein_coding",134,479,"1","0"
"DECR2",10538,1,9,"protein_coding",125,664.5,"1","0"
"RAB11FIP3",104249,6,21,"protein_coding",138,5573.5,"4","0"
"PRR35",5742,4,9,"protein_coding",856,1445,"1","0"
"NHLRC4",2490,1,3,"protein_coding",1048,395,"1","0"
"PIGQ",14541,1,11,"protein_coding",127,762,"1","0"
"RAB40C",40024,3,11,"protein_coding",128,1220,"4","0"
"WFIKKN1",3131,1,2,"protein_coding",988,1156,"1","0"
"METTL26",1909,2,8,"protein_coding",145.5,91,"1","0"
"LOC100287175",2253,1,4,"lncRNA",104.5,682,"1","0"
"MCRIP2",6646,3,9,"protein_coding",129,238,"1","0"
"LOC105371038",855,1,2,"lncRNA",258.5,339,"1","0"
"RHOT2",6091,6,31,"protein_coding",103.5,102,"1","0"
"RHBDL1",2597,2,9,"protein_coding",149,81,"1","0"
"STUB1-DT",1259,1,4,"transcribed_pseudogene",166,179,"1","0"
"STUB1",2391,1,8,"protein_coding",166,113.5,"1","0"
"JMJD8",2664,1,11,"protein_coding",101,82.5,"1","0"
"WDR24",5776,2,10,"protein_coding",185,87,"1","0"
"FBXL16",13407,1,6,"protein_coding",399.5,338,"1","0"
"METRN",4537,1,4,"protein_coding",338.5,190,"1","0"
"ANTKMT",1444,1,5,"protein_coding",141,151.5,"1","0"
"CCDC78",4298,3,31,"protein_coding",100,119,"1","0"
"HAGHL",2609,2,19,"protein_coding",105.5,113,"4","0"
"CIAO3",11232,1,12,"protein_coding",133,794,"1","0"
"MSLN",8673,2,21,"protein_coding",121,251,"1","0"
"RPUSD1",3407,1,12,"protein_coding",124,311.5,"1","0"
"GNG13",2693,1,3,"protein_coding",132,854.5,"1","0"
"LMF1",131883,3,18,"protein_coding",163,13268,"1","0"
"LOC124903619",9611,2,8,"protein_coding",3259,416,"1","0"
"LMF1-AS1",13367,1,3,"lncRNA",155,5945.5,"1","0"
"CEROX1",5881,1,11,"lncRNA",339,1946,"4","0"
"SOX8",5215,1,3,"protein_coding",581,1061.5,"1","0"
"SSTR5-AS1",14726,1,4,"lncRNA",194,745,"1","0"
"SSTR5",8803,2,3,"protein_coding",2613,6115,"1","0"
"C1QTNF8",8640,3,12,"protein_coding",219,672,"4","0"
"LOC107984906",5762,2,4,"lncRNA",148,491,"1","0"
"LOC105371042",7676,2,6,"lncRNA",496,117,"1","0"
"TPSG1",3617,1,6,"protein_coding",159,505,"1","0"
"LOC124903621",1989,1,2,"protein_coding",549,892,"1","0"
"TPSAB1",1849,1,6,"protein_coding",168,127,"1","0"
"TPSD1",3292,1,7,"protein_coding",213,131,"1","0"
"UBE2I",17862,5,12,"protein_coding",84,1413,"1","0"
"BAIAP3",15795,3,41,"protein_coding",104,119,"1","0"
"TSR3",2638,1,6,"protein_coding",190,280,"1","0"
"GNPTG",12137,1,11,"protein_coding",84,82,"1","0"
"UNKL",49992,9,31,"protein_coding",203,1463,"1","0"
"LOC101929440",3821,1,2,"lncRNA",392.5,3037,"1","0"
"UQCC4",995,1,2,"protein_coding",458.5,79,"1","0"
"LOC105371044",3210,1,2,"lncRNA",1540.5,130,"1","0"
"PERCC1",3362,1,2,"protein_coding",962.5,1438,"1","0"
"CLCN7",30147,2,26,"protein_coding",90,480,"4","0"
"PTX4",3058,2,5,"protein_coding",648,736,"4","0"
"TMEM204",26890,2,5,"protein_coding",622,7365,"1","0"
"LOC105371046",30616,1,3,"lncRNA",68,15066,"1","0"
"CRAMP1",65549,1,21,"protein_coding",154,2021.5,"1","0"
"JPT2",23807,1,5,"protein_coding",143,6040.5,"1","0"
"MAPK8IP3",64138,4,39,"protein_coding",124,278,"4","0"
"MRPS34",1239,1,4,"protein_coding",336,121,"1","0"
"EME2",8894,1,8,"protein_coding",126.5,182,"1","0"
"SPSB3",5860,3,12,"protein_coding",138,191.5,"1","0"
"NUBP2",6230,4,12,"protein_coding",115,361,"1","0"
"IGFALS",4495,2,4,"protein_coding",1029.5,1836,"1","0"
"HAGH",19580,2,13,"protein_coding",109,1843,"1","0"
"FAHD1",13083,4,6,"protein_coding",803,5646,"1","0"
"MEIOB",40139,1,14,"protein_coding",102,2693.5,"4","0"
"LINC00254",5944,1,3,"lncRNA",135,2641.5,"1","0"
"LINC02124",1318,1,2,"lncRNA",242,835,"1","0"
"HS3ST6",10344,4,5,"protein_coding",618.5,5774,"1","0"
"MSRB1",4971,1,5,"protein_coding",116,1635,"1","0"
"RPL3L",11148,2,11,"protein_coding",148.5,605,"1","0"
"NDUFB10",2438,1,4,"protein_coding",159.5,205,"1","0"
"RPS2",2768,1,7,"protein_coding",160,202,"1","0"
"SNHG9",508,1,2,"lncRNA",116.5,276,"1","0"
"TBL3",10855,1,22,"protein_coding",104,89,"1","0"
"NOXO1",2552,1,11,"protein_coding",148,111,"1","0"
"GFER",3556,1,3,"protein_coding",284,596,"1","0"
"SYNGR3",4305,1,4,"protein_coding",235,424,"1","0"
"NPW",971,1,2,"protein_coding",375.5,221,"1","0"
"NTHL1",8014,1,8,"protein_coding",143,1342,"1","0"
"TSC2",41804,2,55,"protein_coding",122.5,495,"1","0"
"PKD1-AS1",3581,1,3,"lncRNA",179,1491,"1","0"
"RAB26",6022,2,11,"protein_coding",67,103,"1","0"
"SNHG19",576,1,2,"lncRNA",178.5,220,"1","0"
"TRAF7",22354,2,23,"protein_coding",117,213,"1","0"
"MLST8",3997,2,15,"protein_coding",158.5,145,"1","0"
"BRICD5",1610,2,8,"protein_coding",141.5,132,"1","0"
"PGP",3251,1,2,"protein_coding",1584,84,"1","0"
"E4F1",12245,3,21,"protein_coding",163,180,"1","0"
"DNASE1L2",2267,1,8,"protein_coding",183,104,"4","0"
"ECI1",12184,1,8,"protein_coding",128,1636,"1","0"
"LOC107984839",1553,1,2,"lncRNA",283,988,"1","0"
"RNPS1",15009,6,15,"protein_coding",156,888,"1","0"
"MIR3677HG",4409,1,3,"lncRNA",181,1963.5,"1","0"
"ABCA3",64786,1,33,"protein_coding",173,983.5,"1","0"
"ABCA17P",85808,1,17,"transcribed_pseudogene",163,3310,"1","0"
"CCNF",29120,1,17,"protein_coding",124,1444,"1","0"
"LOC105371050",7512,3,8,"lncRNA",357,759,"1","0"
"TEDC2",4854,1,10,"protein_coding",100.5,241,"1","0"
"NTN3",2848,1,6,"protein_coding",169.5,110,"1","0"
"TBC1D24",34542,2,12,"protein_coding",127.5,510,"1","0"
"ATP6V0C",6484,2,5,"protein_coding",184,303,"4","0"
"AMDHD2",11046,3,16,"protein_coding",140,157,"1","0"
"LOC652276",27110,1,4,"transcribed_pseudogene",467.5,6734,"1","0"
"ERVK13-1",15054,1,3,"lncRNA",3160,3359.5,"1","0"
"KCTD5",26492,1,6,"protein_coding",117.5,2437,"1","0"
"PRSS27",7802,2,7,"protein_coding",170,1438.5,"1","0"
"SRRM2-AS1",15520,2,7,"lncRNA",163.5,1520.5,"1","0"
"SRRM2",18777,2,17,"protein_coding",114,480.5,"1","0"
"ELOB",5861,1,7,"protein_coding",109,912,"1","0"
"PRSS33",4326,2,10,"protein_coding",163,203,"1","0"
"PRSS41",6833,2,9,"protein_coding",166,296,"1","0"
"PRSS21",4482,1,13,"protein_coding",139.5,344,"1","0"
"ZG16B",1973,1,4,"protein_coding",91,200,"1","0"
"PRSS30P",3178,1,2,"transcribed_pseudogene",1481.5,216,"1","0"
"PRSS22",5965,5,13,"protein_coding",165,568,"1","0"
"LOC101929566",1972,2,4,"lncRNA",509,605,"1","0"
"FLYWCH2",16195,3,7,"protein_coding",243,2277,"1","0"
"LOC105371055",16634,3,6,"lncRNA",335,3329,"1","0"
"KREMEN2",4105,1,10,"protein_coding",154,153,"1","0"
"PAQR4",4136,1,7,"protein_coding",493,726,"1","0"
"GREP1",13747,6,42,"protein_coding",36,276,"4","0"
"CLDN6",3471,1,2,"protein_coding",683,2106,"1","0"
"TNFRSF12A",2015,1,4,"protein_coding",129.5,235,"1","0"
"HCFC1R1",1666,2,12,"protein_coding",129,234,"1","0"
"THOC6",3715,1,16,"protein_coding",103,88,"1","0"
"BICDL2",9262,3,13,"protein_coding",150,176.5,"1","0"
"LOC100128770",6652,1,8,"lncRNA",107,295,"1","0"
"MMP25",14197,4,14,"protein_coding",165,157,"1","0"
"MMP25-AS1",7277,1,5,"lncRNA",210,1026,"1","0"
"IL32",4001,3,17,"protein_coding",60,370,"1","0"
"ZSCAN10",10406,1,7,"protein_coding",85,893,"1","0"
"ZNF205-AS1",5138,1,4,"lncRNA",495,1962.5,"1","0"
"ZNF205",8445,2,10,"protein_coding",139,452,"1","0"
"ZNF213-AS1",9356,1,6,"lncRNA",143,1689,"1","0"
