"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type"
"RPL31P6",281,NA,NA,"pseudogene"
"LOC100652792",1036,NA,NA,"pseudogene"
"ASB9P1",1624,1,1,"transcribed_pseudogene"
"CHASERR",15904,2,7,"lncRNA"
"CHD2",127681,2,40,"protein_coding"
"MIR3175",76,2,2,"miRNA"
"RGMA",53986,6,9,"protein_coding"
"YBX2P2",1504,NA,NA,"pseudogene"
"LOC101927025",82742,1,6,"lncRNA"
"LOC105370980",2313,1,1,"transcribed_pseudogene"
"LOC105370982",171037,1,7,"lncRNA"
"SEPHS1P2",666,NA,NA,"pseudogene"
"LOC124900612",36884,1,4,"lncRNA"
"LOC107983974",207425,2,9,"lncRNA"
"LINC02207",21796,1,4,"lncRNA"
"LINC01579",4540,1,4,"lncRNA"
"LINC01580",83475,2,5,"lncRNA"
"LINC01581",203695,1,9,"lncRNA"
"LOC105371032",5768,NA,NA,"pseudogene"
"LOC105369203",35453,2,6,"lncRNA"
"H3P40",680,NA,NA,"pseudogene"
"LOC105370984",10109,1,2,"lncRNA"
"MCTP2",253736,10,42,"protein_coding"
"RPL26P5",506,NA,NA,"pseudogene"
"LINC02852",5744,1,3,"lncRNA"
"LOC105370986",2112,1,3,"lncRNA"
"LOC105370987",1586,1,2,"lncRNA"
"LOC105370988",26379,1,3,"lncRNA"
"LOC440311",1706,1,1,"transcribed_pseudogene"
"LOC105370989",16736,1,2,"lncRNA"
"LOC105370991",152960,1,12,"lncRNA"
"LOC105370990",17969,1,5,"lncRNA"
"LETR1",47818,1,4,"lncRNA"
"LINC00924",74774,1,7,"lncRNA"
"LOC105370993",30060,3,7,"lncRNA"
"LOC105370995",27718,1,2,"lncRNA"
"RNU2-3P",187,NA,NA,"pseudogene"
"LOC105370998",11098,1,5,"lncRNA"
"LOC105369212",45802,1,8,"lncRNA"
"NR2F2-AS1",200004,3,13,"lncRNA"
"LOC105370997",3053,2,4,"lncRNA"
"NR2F2",14219,4,7,"protein_coding"
"MIR1469",46,2,2,"miRNA"
"LOC101927263",43637,1,5,"lncRNA"
"TUBAP12",839,NA,NA,"pseudogene"
"PGAM1P12",996,NA,NA,"pseudogene"
"RPL31P55",404,NA,NA,"pseudogene"
"RN7SKP254",309,NA,NA,"pseudogene"
"LOC105371001",14232,2,6,"lncRNA"
"LOC105371002",17904,2,5,"lncRNA"
"FAM149B1P1",1746,NA,NA,"pseudogene"
"SPATA8-AS1",11331,2,6,"lncRNA"
"SPATA8",2180,1,6,"lncRNA"
"RN7SKP181",315,NA,NA,"pseudogene"
"LOC105371004",31645,2,10,"lncRNA"
"LOC105371005",16289,1,4,"lncRNA"
"LINC02253",197953,2,9,"lncRNA"
"LOC105371006",7480,1,3,"lncRNA"
"RN7SL677P",318,NA,NA,"pseudogene"
"LINC02254",151462,1,5,"lncRNA"
"RNA5SP401",126,NA,NA,"pseudogene"
"LOC101927310",7414,1,4,"lncRNA"
"LOC105371007",11500,2,8,"lncRNA"
"LINC00923",131794,1,3,"lncRNA"
"ARRDC4",13134,1,8,"protein_coding"
"LOC105371009",29654,2,7,"lncRNA"
"LINC02251",19302,1,4,"lncRNA"
"LOC124903587",95,NA,NA,"pseudogene"
"RNU6-1186P",96,NA,NA,"pseudogene"
"LINC01582",5754,1,4,"lncRNA"
"LOC105371010",21044,1,4,"lncRNA"
"LINC02351",97013,2,4,"lncRNA"
"FAM169BP",77233,1,8,"transcribed_pseudogene"
"LOC100421087",577,NA,NA,"pseudogene"
"IRAIN",4922,1,1,"lncRNA"
"IGF1R",316007,6,29,"protein_coding"
"LOC124903560",26163,1,2,"lncRNA"
"MIR4714",76,3,3,"miRNA"
"LOC124903561",61651,1,2,"lncRNA"
"PGPEP1L",39515,2,7,"protein_coding"
"LUNAR1",16331,1,4,"lncRNA"
"SYNM-AS1",38445,3,5,"lncRNA"
"SYNM",39466,2,7,"protein_coding"
"TTC23",115050,9,33,"protein_coding"
"LRRC28",139266,9,24,"protein_coding"
"HSP90B2P",2751,1,1,"transcribed_pseudogene"
"HNRNPA1P62",1207,NA,NA,"pseudogene"
"LOC105371017",17542,1,6,"lncRNA"
"LOC107984790",6084,1,3,"lncRNA"
"LOC105371019",13228,2,5,"lncRNA"
"MEF2A",151096,6,26,"protein_coding"
"LYSMD4",17254,12,24,"protein_coding"
"LOC105371020",3799,1,3,"lncRNA"
"DNM1P46",16041,1,6,"transcribed_pseudogene"
"RN7SL484P",201,NA,NA,"pseudogene"
"LOC124903563",1857,1,3,"lncRNA"
"LOC400464",5993,1,3,"transcribed_pseudogene"
"LOC124907505",46814,2,7,"lncRNA"
"LOC124907506",3028,1,3,"lncRNA"
"ADAMTS17",372464,19,49,"protein_coding"
"LOC105371022",4534,1,2,"lncRNA"
"RNA5SP402",109,NA,NA,"pseudogene"
"SPATA41",6262,2,4,"lncRNA"
"LOC105371021",2534,2,4,"lncRNA"
"CERS3-AS1",66419,1,5,"lncRNA"
"CERS3",143990,6,20,"protein_coding"
"PRKXP1",7751,1,1,"transcribed_pseudogene"
"RNU6-322P",102,NA,NA,"pseudogene"
"LOC102723335",1133,1,3,"lncRNA"
"RNU6-181P",94,NA,NA,"pseudogene"
"LINS1",36284,8,22,"protein_coding"
"ASB7",49038,2,7,"protein_coding"
"LOC100419174",1586,NA,NA,"pseudogene"
"LOC105371024",116315,3,7,"lncRNA"
"LOC440313",524,1,1,"lncRNA"
"PHF5AP6",955,NA,NA,"pseudogene"
"GCAWKR",27129,6,19,"lncRNA"
"ALDH1A3",36274,1,13,"protein_coding"
"ALDH1A3-AS1",26415,2,4,"lncRNA"
"LRRK1",158990,1,34,"protein_coding"
"LOC105371026",116997,6,12,"lncRNA"
"LOC124903565",1839,1,3,"lncRNA"
"CHSY1",76321,4,7,"protein_coding"
"SELENOS",6676,2,8,"protein_coding"
"SNRPA1",13756,1,9,"protein_coding"
"SNRPA1-DT",9698,1,2,"lncRNA"
"PCSK6",185972,4,26,"protein_coding"
"LOC100507472",2053,1,1,"lncRNA"
"PCSK6-AS1",2990,1,3,"lncRNA"
"LOC124903566",29590,1,4,"protein_coding"
"LOC107987228",1808,1,3,"lncRNA"
"SNRPCP18",724,NA,NA,"pseudogene"
"LINC02348",11535,1,3,"lncRNA"
"TM2D3",31816,3,11,"protein_coding"
"RNU6-807P",106,NA,NA,"pseudogene"
"TARS3",70744,2,20,"protein_coding"
"LOC124903609",101,1,1,"snoRNA"
"UBE2Q2P13",8654,1,3,"transcribed_pseudogene"
"LOC124907511",11107,NA,NA,"pseudogene"
"LOC124907512",1348,1,1,"protein_coding"
"LOC124907513",2974,1,2,"protein_coding"
"LOC124907514",2955,1,2,"protein_coding"
"DNM1P47",2402,NA,NA,"pseudogene"
"RN7SL209P",275,NA,NA,"pseudogene"
"GOLGA8VP",4233,NA,NA,"pseudogene"
"OR4F6",3377,1,2,"protein_coding"
"OR4F15",7995,1,2,"protein_coding"
"OR4F14P",935,NA,NA,"pseudogene"
"OR4F13P",8205,1,5,"transcribed_pseudogene"
"LOC105376730",2109,1,2,"lncRNA"
"OR4F28P",937,NA,NA,"pseudogene"
"WBP1LP5",506,NA,NA,"pseudogene"
"OR4F4",917,NA,NA,"pseudogene"
"OR4G2P",676,NA,NA,"pseudogene"
"OR4G6P",943,NA,NA,"pseudogene"
"FAM138E",1470,1,3,"lncRNA"
"MIR1302-10",137,2,2,"miRNA"
"WASH3P",15793,1,11,"transcribed_pseudogene"
"MIR6859-3",67,3,3,"miRNA"
"DDX11L9",2535,1,5,"transcribed_pseudogene"
"DDX11L10",2535,1,3,"transcribed_pseudogene"
"WASH4P",4006,NA,NA,"pseudogene"
"MIR6859-4",67,3,3,"miRNA"
"WASIR2",2193,1,2,"lncRNA"
"IL9RP3",12140,NA,NA,"pseudogene"
"POLR3K",7152,1,3,"protein_coding"
"SNRNP25",3842,1,5,"protein_coding"
"RHBDF1",18307,6,24,"protein_coding"
"MPG",8895,2,6,"protein_coding"
"NPRL3",53254,1,16,"protein_coding"
"HBZ",1929,1,3,"protein_coding"
"LOC107983982",2014,1,3,"lncRNA"
"HBZP1",2128,NA,NA,"pseudogene"
"HBM",787,1,3,"protein_coding"
"HBAP1",811,NA,NA,"pseudogene"
"HBA2",834,1,3,"protein_coding"
"HBA1",842,1,3,"protein_coding"
"HBQ1",720,1,3,"protein_coding"
"LUC7L",40438,3,16,"protein_coding"
"C4orf46P1",926,NA,NA,"pseudogene"
"FAM234A",36161,6,26,"protein_coding"
"RGS11",7638,5,26,"protein_coding"
"ARHGDIG",2450,1,6,"protein_coding"
"PDIA2",4052,1,11,"protein_coding"
"AXIN1",65283,5,15,"protein_coding"
"MRPL28",4345,2,7,"protein_coding"
"PGAP6",16432,2,15,"protein_coding"
"LOC100134368",10720,1,3,"lncRNA"
"RPL23AP5",544,NA,NA,"pseudogene"
"NME4",4381,3,10,"protein_coding"
"DECR2",10538,1,9,"protein_coding"
"RAB11FIP3",104249,6,21,"protein_coding"
"LOC124907820",2895,1,1,"transcribed_pseudogene"
"LINC00235",560,1,1,"lncRNA"
"CAPN15",27265,5,27,"protein_coding"
"MIR5587",52,3,3,"miRNA"
"MIR3176",89,2,2,"miRNA"
"PRR35",5742,4,9,"protein_coding"
"NHLRC4",2490,1,3,"protein_coding"
"PIGQ",14541,1,11,"protein_coding"
"RAB40C",40024,3,11,"protein_coding"
"WFIKKN1",3131,1,2,"protein_coding"
"METTL26",1909,2,8,"protein_coding"
"TRG-CCC2-2",70,1,1,"tRNA"
"LOC100287175",2253,1,4,"lncRNA"
"MCRIP2",6646,3,9,"protein_coding"
"LOC105371038",855,1,2,"lncRNA"
"WDR90",18858,5,52,"protein_coding"
"RHOT2",6091,6,31,"protein_coding"
"RHBDL1",2597,2,9,"protein_coding"
"STUB1-DT",1259,1,4,"transcribed_pseudogene"
"STUB1",2391,1,8,"protein_coding"
"JMJD8",2664,1,11,"protein_coding"
"WDR24",5776,2,10,"protein_coding"
"FBXL16",13407,1,6,"protein_coding"
"METRN",4537,1,4,"protein_coding"
"ANTKMT",1444,1,5,"protein_coding"
"CCDC78",4298,3,31,"protein_coding"
"HAGHL",2609,2,19,"protein_coding"
"CIAO3",11232,1,12,"protein_coding"
"MSLN",8673,2,21,"protein_coding"
"MSLNL",12569,NA,NA,"pseudogene"
"MIR662",94,2,2,"miRNA"
"RPUSD1",3407,1,12,"protein_coding"
"CHTF18",9569,2,25,"protein_coding"
"GNG13",2693,1,3,"protein_coding"
"LMF1",131883,3,18,"protein_coding"
"LOC124903619",9611,2,8,"protein_coding"
"LMF1-AS1",13367,1,3,"lncRNA"
"CEROX1",5881,1,11,"lncRNA"
"SOX8",5215,1,3,"protein_coding"
"SSTR5-AS1",14726,1,4,"lncRNA"
"SSTR5",8803,2,3,"protein_coding"
"C1QTNF8",8640,3,12,"protein_coding"
"LOC107984906",5762,2,4,"lncRNA"
"LOC105371042",7676,2,6,"lncRNA"
"CACNA1H",71325,6,48,"protein_coding"
"TPSG1",3617,1,6,"protein_coding"
"LOC124903621",1989,1,2,"protein_coding"
"TPSB2",1849,1,6,"misc_RNA"
"TPSAB1",1849,1,6,"protein_coding"
"TPSD1",3292,1,7,"protein_coding"
"PRSS29P",3000,NA,NA,"pseudogene"
"TPSP1",2687,NA,NA,"pseudogene"
"TPSP2",2731,NA,NA,"pseudogene"
"UBE2I",17862,5,12,"protein_coding"
"RPS20P2",1183,NA,NA,"pseudogene"
"BAIAP3",15795,3,41,"protein_coding"
"TSR3",2638,1,6,"protein_coding"
"GNPTG",12137,1,11,"protein_coding"
"UNKL",49992,9,31,"protein_coding"
"TJP1P1",770,NA,NA,"pseudogene"
"LOC101929440",3821,1,2,"lncRNA"
"UQCC4",995,1,2,"protein_coding"
"LOC105371044",3210,1,2,"lncRNA"
"PERCC1",3362,1,2,"protein_coding"
"CCDC154",10172,1,18,"protein_coding"
"CLCN7",30147,2,26,"protein_coding"
"RPS3AP2",607,NA,NA,"pseudogene"
"PTX4",3058,2,5,"protein_coding"
"TELO2",17099,11,34,"protein_coding"
"IFT140",102464,22,53,"protein_coding"
"TMEM204",26890,2,5,"protein_coding"
"LOC105371046",30616,1,3,"lncRNA"
"CRAMP1",65549,1,21,"protein_coding"
"JPT2",23807,1,5,"protein_coding"
"MAPK8IP3",64138,4,39,"protein_coding"
"MAPK8IP3-AS1",662,1,2,"lncRNA"
"MIR3177",81,3,3,"miRNA"
"NME3",1223,1,7,"protein_coding"
"MRPS34",1239,1,4,"protein_coding"
"EME2",8894,1,8,"protein_coding"
"SPSB3",5860,3,12,"protein_coding"
"NUBP2",6230,4,12,"protein_coding"
"IGFALS",4495,2,4,"protein_coding"
"HAGH",19580,2,13,"protein_coding"
"FAHD1",13083,4,6,"protein_coding"
"MEIOB",40139,1,14,"protein_coding"
"LINC00254",5944,1,3,"lncRNA"
"LINC02124",1318,1,2,"lncRNA"
"HS3ST6",10344,4,5,"protein_coding"
"MSRB1",4971,1,5,"protein_coding"
"RPL3L",11148,2,11,"protein_coding"
"NDUFB10",2438,1,4,"protein_coding"
"RPS2",2768,1,7,"protein_coding"
"SNORA10",132,1,1,"snoRNA"
"SNORA64",133,1,1,"snoRNA"
"SNHG9",508,1,2,"lncRNA"
"SNORA78",126,1,1,"snoRNA"
"RNF151",2093,1,6,"protein_coding"
"TBL3",10855,1,22,"protein_coding"
"NOXO1",2552,1,11,"protein_coding"
"GFER",3556,1,3,"protein_coding"
"SYNGR3",4305,1,4,"protein_coding"
"ZNF598",12168,1,14,"protein_coding"
"RN7SL219P",295,NA,NA,"pseudogene"
"NPW",971,1,2,"protein_coding"
"NHERF2",11976,5,14,"protein_coding"
"NTHL1",8014,1,8,"protein_coding"
"TSC2",41804,2,55,"protein_coding"
"PKD1",49563,6,55,"protein_coding"
"MIR1225",89,3,3,"miRNA"
"PKD1-AS1",3581,1,3,"lncRNA"
"MIR6511B1",84,3,3,"miRNA"
"MIR4516",85,2,2,"miRNA"
"MIR3180-5",152,2,2,"miRNA"
"RAB26",6022,2,11,"protein_coding"
"SNHG19",576,1,2,"lncRNA"
"SNORD60",82,1,1,"snoRNA"
"TRAF7",22354,2,23,"protein_coding"
"CASKIN1",19426,1,20,"protein_coding"
"MLST8",3997,2,15,"protein_coding"
"BRICD5",1610,2,8,"protein_coding"
"PGP",3251,1,2,"protein_coding"
"E4F1",12245,3,21,"protein_coding"
"DNASE1L2",2267,1,8,"protein_coding"
"ECI1",12184,1,8,"protein_coding"
"LOC107984839",1553,1,2,"lncRNA"
"RNPS1",15009,6,15,"protein_coding"
"MIR3677HG",4409,1,3,"lncRNA"
"MIR3677",59,3,3,"miRNA"
"MIR940",93,2,2,"miRNA"
"MIR4717",71,3,3,"miRNA"
"ABCA3",64786,1,33,"protein_coding"
"RPS16P7",486,NA,NA,"pseudogene"
"ABCA17P",85808,1,17,"transcribed_pseudogene"
"CCNF",29120,1,17,"protein_coding"
"MIR6767",65,3,3,"miRNA"
"LOC105371050",7512,3,8,"lncRNA"
"TEDC2",4854,1,10,"protein_coding"
"MIR6768",71,3,3,"miRNA"
"TEDC2-AS1",3264,1,1,"lncRNA"
"NTN3",2848,1,6,"protein_coding"
"TBC1D24",34542,2,12,"protein_coding"
"ATP6V0C",6484,2,5,"protein_coding"
"AMDHD2",11046,3,16,"protein_coding"
"CEMP1",1373,1,1,"protein_coding"
"MIR3178",83,2,2,"miRNA"
"PDPK1",65165,5,22,"protein_coding"
"LOC652276",27110,1,4,"transcribed_pseudogene"
"PDPK2P",25937,NA,NA,"pseudogene"
"FLJ42627",7152,1,1,"lncRNA"
"ERVK13-1",15054,1,3,"lncRNA"
"KCTD5",26492,1,6,"protein_coding"
"PRSS27",7802,2,7,"protein_coding"
"LOC128966679",15620,1,6,"protein_coding"
"SRRM2-AS1",15520,2,7,"lncRNA"
"SRRM2",18777,2,17,"protein_coding"
"ELOB",5861,1,7,"protein_coding"
"PRSS33",4326,2,10,"protein_coding"
"SNORA3C",124,1,1,"snoRNA"
"PRSS41",6833,2,9,"protein_coding"
"PRSS21",4482,1,13,"protein_coding"
"EIF1P4",337,NA,NA,"pseudogene"
"ZG16B",1973,1,4,"protein_coding"
"PRSS30P",3178,1,2,"transcribed_pseudogene"
"PRSS22",5965,5,13,"protein_coding"
"LOC101929566",1972,2,4,"lncRNA"
"FLYWCH2",16195,3,7,"protein_coding"
"FLYWCH1",39341,11,30,"protein_coding"
"RPL23AP86",586,NA,NA,"pseudogene"
"LOC105371055",16634,3,6,"lncRNA"
"KREMEN2",4105,1,10,"protein_coding"
"PAQR4",4136,1,7,"protein_coding"
"PKMYT1",7687,2,21,"protein_coding"
"GREP1",13747,6,42,"protein_coding"
"CLDN9",1582,1,1,"protein_coding"
"CLDN6",3471,1,2,"protein_coding"
"TNFRSF12A",2015,1,4,"protein_coding"
"HCFC1R1",1666,2,12,"protein_coding"
"THOC6",3715,1,16,"protein_coding"
"BICDL2",9262,3,13,"protein_coding"
"LOC100128770",6652,1,8,"lncRNA"
"MMP25",14197,4,14,"protein_coding"
"MMP25-AS1",7277,1,5,"lncRNA"
"LOC124900372",6036,1,2,"protein_coding"
"IL32",4001,3,17,"protein_coding"
"RNU1-125P",128,NA,NA,"pseudogene"
"LOC107984896",990,NA,NA,"pseudogene"
"ZSCAN10",10406,1,7,"protein_coding"
"ZNF205-AS1",5138,1,4,"lncRNA"
"ZNF205",8445,2,10,"protein_coding"
"ZNF213-AS1",9356,1,6,"lncRNA"
"ZNF213",7912,5,16,"protein_coding"
"CASP16P",5656,1,10,"transcribed_pseudogene"
"TRR-CCG1-3",72,1,1,"tRNA"
"TRP-AGG6-1",71,NA,NA,"pseudogene"
"TRR-CCT3-1",72,1,1,"tRNA"
"TRK-CTT3-1",72,1,1,"tRNA"
"TRP-TGG3-3",71,1,1,"tRNA"
"TRK-CTT8-1",72,1,1,"tRNA"
"TRP-TGG4-1",70,NA,NA,"pseudogene"
"TRP-CGG1-2",71,1,1,"tRNA"
"TRK-CTT2-5",72,1,1,"tRNA"
"TRK-CTT5-1",72,1,1,"tRNA"
"TRP-AGG2-7",71,1,1,"tRNA"
"TRP-TGG3-4",71,1,1,"tRNA"
"TRP-TGG3-5",71,1,1,"tRNA"
"OR1F1",18733,3,9,"protein_coding"
"TRP-AGG2-8",71,1,1,"tRNA"
"TRK-CTT4-1",72,1,1,"tRNA"
"TRP-AGG1-1",71,1,1,"tRNA"
"TRK-CTT14-1",72,NA,NA,"pseudogene"
"OR1F2P",984,1,1,"transcribed_pseudogene"
"ZNF200",13863,9,27,"protein_coding"
"MEFV",14602,1,11,"protein_coding"
"LINC00921",3798,1,2,"lncRNA"
"ZNF263",37604,8,17,"protein_coding"
"TIGD7",6622,1,2,"protein_coding"
"ZNF75A",17972,8,19,"protein_coding"
"OR2C1",34365,2,3,"protein_coding"
"LOC646140",918,NA,NA,"pseudogene"
"MTCO1P28",1527,NA,NA,"pseudogene"
"MTND2P34",145,NA,NA,"pseudogene"
"MTND1P8",955,NA,NA,"pseudogene"
"MTRNR2L4",1230,NA,NA,"pseudogene"
"ZSCAN32",19177,4,15,"protein_coding"
"ZNF174",8143,3,7,"protein_coding"
"ZNF597",11097,1,4,"protein_coding"
"NAA60",43348,3,16,"protein_coding"
"MIR6126",88,2,2,"miRNA"
"C16orf90",3168,3,8,"protein_coding"
"CLUAP1",43622,6,19,"protein_coding"
"RPL18P12",636,NA,NA,"pseudogene"
"NLRC3",38379,4,25,"protein_coding"
"LOC101929732",17693,1,9,"lncRNA"
"LOC105371060",2246,1,3,"lncRNA"
"SLX4",30426,3,19,"protein_coding"
"DNASE1",53699,5,25,"protein_coding"
"LOC124903631",7129,1,2,"lncRNA"
"TRAP1",59490,2,19,"protein_coding"
"LOC124903630",1657,1,1,"transcribed_pseudogene"
"CREBBP",155594,3,34,"protein_coding"
"DPPA3P6",482,NA,NA,"pseudogene"
"LINC02861",2836,1,2,"lncRNA"
"ADCY9",163041,2,13,"protein_coding"
"DBIP3",1242,NA,NA,"pseudogene"
"LOC105371062",2074,1,2,"lncRNA"
"SRL",52704,3,11,"protein_coding"
"LINC01569",7967,1,3,"lncRNA"
"TFAP4",15833,4,10,"protein_coding"
"GLIS2",24824,2,9,"protein_coding"
"GLIS2-AS1",3689,1,4,"lncRNA"
"CORO7-PAM16",78249,1,31,"protein_coding"
"PAM16",12950,1,1,"protein_coding"
"CORO7",62075,2,4,"protein_coding"
"VASN",11689,1,2,"protein_coding"
"LOC124903635",9068,2,6,"lncRNA"
"DNAJA3",30910,2,14,"protein_coding"
"NMRAL1",14628,4,16,"protein_coding"
"HMOX2",35565,4,15,"protein_coding"
"LOC124903636",16380,1,3,"lncRNA"
"CDIP1",28090,2,10,"protein_coding"
"C16orf96",62154,4,24,"protein_coding"
"SUB1P3",633,NA,NA,"pseudogene"
"UBALD1",5993,2,6,"protein_coding"
"MGRN1",66143,1,18,"protein_coding"
"RN7SL850P",290,NA,NA,"pseudogene"
"MIR6769A",72,3,3,"miRNA"
"NUDT16L1",2297,3,11,"protein_coding"
"ANKS3",37765,6,26,"protein_coding"
"DNAAF8",14860,2,11,"protein_coding"
"ZNF500",22141,5,12,"protein_coding"
"SEPTIN12",14254,4,13,"protein_coding"
"SMIM22",8088,3,10,"protein_coding"
"ROGDI",5737,2,12,"protein_coding"
"GLYR1",44021,1,21,"protein_coding"
"LOC124903638",2146,1,2,"lncRNA"
"UBN1",34919,5,23,"protein_coding"
"PPL",54691,3,25,"protein_coding"
"LOC124903637",19102,2,6,"lncRNA"
"LOC105371064",10912,1,4,"lncRNA"
"SEC14L5",60839,3,18,"protein_coding"
"NAGPA",9085,1,10,"protein_coding"
"NAGPA-AS1",9276,1,2,"lncRNA"
"C16orf89",23172,3,12,"protein_coding"
"ALG1",15539,3,16,"protein_coding"
"EEF2KMT",13516,1,9,"protein_coding"
"ENPP7P14",37875,NA,NA,"pseudogene"
"LOC107984828",2848,1,2,"lncRNA"
"LOC105371067",31944,1,3,"lncRNA"
"VPS51P1",351,NA,NA,"pseudogene"
"LINC02164",8070,2,5,"lncRNA"
"RBFOX1",2475568,21,43,"protein_coding"
"LOC124903639",368,NA,NA,"pseudogene"
"RPS3AP48",848,NA,NA,"pseudogene"
"SNRPCP20",284,NA,NA,"pseudogene"
"NPM1P3",1228,NA,NA,"pseudogene"
"LINC01570",15092,1,3,"lncRNA"
"MIR8065",99,2,2,"miRNA"
"RNU7-99P",61,NA,NA,"pseudogene"
"RNU6-457P",106,NA,NA,"pseudogene"
"RNU6-328P",105,NA,NA,"pseudogene"
"LOC105371068",12881,3,10,"lncRNA"
"RPS26P51",635,NA,NA,"pseudogene"
"LOC124900381",110,NA,NA,"pseudogene"
"LOC105371069",17862,1,2,"lncRNA"
"LOC105371070",136647,1,3,"lncRNA"
"LOC124903641",7855,1,7,"lncRNA"
"LINC02152",3341,1,5,"lncRNA"
"LOC105371072",24698,1,3,"lncRNA"
"LOC100131080",592,NA,NA,"pseudogene"
"TMEM114",64014,3,9,"protein_coding"
"METTL22",52035,6,21,"protein_coding"
"ABAT",110041,6,30,"protein_coding"
"RNU7-63P",61,NA,NA,"pseudogene"
"LOC107984840",5662,2,5,"lncRNA"
"TMEM186",2458,1,2,"protein_coding"
"PMM2",51480,2,9,"protein_coding"
"LOC100130283",10960,1,5,"lncRNA"
"CARHSP1",16049,9,17,"protein_coding"
"LITAFD",2999,1,5,"protein_coding"
"USP7",71742,5,37,"protein_coding"
"USP7-AS1",4282,1,2,"lncRNA"
"HAPSTR1",29988,3,7,"protein_coding"
"LOC124907822",3020,1,2,"lncRNA"
"RPL21P119",579,NA,NA,"pseudogene"
"LOC101927026",472772,4,16,"lncRNA"
"LOC105371075",3163,1,2,"lncRNA"
"LINC02177",52522,1,3,"lncRNA"
"LINC01177",3691,1,4,"lncRNA"
"LINC01195",9492,1,5,"lncRNA"
"RNA5SP403",107,NA,NA,"pseudogene"
"RNA5SP404",131,NA,NA,"pseudogene"
"GRIN2A",430723,7,21,"protein_coding"
"LOC105371077",27287,2,5,"lncRNA"
"LOC105371076",5645,1,3,"lncRNA"
"IMPDH1P11",2281,NA,NA,"pseudogene"
"LOC107984900",2656,1,3,"lncRNA"
"RN7SL493P",298,NA,NA,"pseudogene"
"LOC105371078",26940,1,3,"lncRNA"
"ATF7IP2",97524,8,25,"protein_coding"
"LOC107984877",14653,2,7,"lncRNA"
"RNU6-633P",103,NA,NA,"pseudogene"
"LINC01290",13485,1,2,"lncRNA"
"EMP2",52159,1,5,"protein_coding"
"TEKT5",67423,1,7,"protein_coding"
"LOC105371079",2109,1,2,"lncRNA"
"MTCYBP33",1129,NA,NA,"pseudogene"
"MTND6P33",182,NA,NA,"pseudogene"
"MTND5P33",1449,NA,NA,"pseudogene"
"MTND4P34",567,NA,NA,"pseudogene"
"MTND4LP24",290,NA,NA,"pseudogene"
"MTND3P13",342,NA,NA,"pseudogene"
"MTCO3P24",781,NA,NA,"pseudogene"
"MTATP6P24",676,NA,NA,"pseudogene"
"NUBP1",25507,2,15,"protein_coding"
"TVP23A",57842,9,25,"protein_coding"
"LOC729945",1955,NA,NA,"pseudogene"
"CIITA",76819,16,37,"protein_coding"
"LOC124907823",13173,1,2,"lncRNA"
"DEXI",13579,1,2,"protein_coding"
"CLEC16A",237931,9,36,"protein_coding"
"RPL7P46",1600,NA,NA,"pseudogene"
"LOC105371081",5679,2,3,"lncRNA"
"LOC107984859",14018,2,9,"lncRNA"
"HNRNPCP4",1283,NA,NA,"pseudogene"
"LOC105371082",146247,6,11,"lncRNA"
"SOCS1",1787,1,2,"protein_coding"
"TNP2",1468,1,2,"protein_coding"
"PRM3",430,1,1,"protein_coding"
"LOC124900380",123,NA,NA,"pseudogene"
"PRM2",841,1,9,"protein_coding"
"PRM1",489,1,2,"protein_coding"
"LOC124903805",103,1,1,"snoRNA"
"MIR548H2",87,2,2,"miRNA"
"LOC105371083",3402,1,2,"lncRNA"
"RMI2",6299,1,3,"protein_coding"
"LOC400499",155362,3,71,"protein_coding"
"LOC100420951",502,NA,NA,"pseudogene"
"LOC101927131",7912,1,3,"lncRNA"
"LOC124903807",88,NA,NA,"pseudogene"
"LITAF",92817,10,16,"protein_coding"
"SNN",10697,2,3,"protein_coding"
"TXNDC11",63769,3,15,"protein_coding"
"ZC3H7A",46652,7,29,"protein_coding"
"BCAR4",9019,1,8,"lncRNA"
"RSL1D1",17692,1,9,"protein_coding"
"GSPT1",48533,5,20,"protein_coding"
"COX6CP1",440,NA,NA,"pseudogene"
"NPIPB2",49445,3,16,"protein_coding"
"TNFRSF17",2858,1,3,"protein_coding"
"UBL5P4",235,NA,NA,"pseudogene"
"SNX29",598484,18,39,"protein_coding"
"RPS23P6",295,NA,NA,"pseudogene"
"LOC642696",2229,1,2,"lncRNA"
"LOC124900383",126,1,1,"snoRNA"
"LOC101927227",5623,1,2,"lncRNA"
"LOC105371087",6010,1,3,"lncRNA"
"LOC124903644",2101,1,3,"lncRNA"
"LOC105371085",31900,3,9,"lncRNA"
"LOC128966678",4101,1,4,"protein_coding"
"LOC105371088",1459,1,2,"lncRNA"
"CPPED1",144094,1,4,"protein_coding"
"MIR4718",50,2,2,"miRNA"
"LOC105371090",14778,4,12,"lncRNA"
"LOC124900378",123,1,1,"snoRNA"
"RPL35AP34",505,NA,NA,"pseudogene"
"SHISA9",661962,6,13,"protein_coding"
"LOC105371092",19311,1,3,"lncRNA"
"LOC105371091",5696,1,3,"lncRNA"
"LOC107984137",71156,1,3,"lncRNA"
"TMF1P1",507,NA,NA,"pseudogene"
"LOC105371093",43764,3,8,"lncRNA"
"ERCC4",32193,3,14,"protein_coding"
"RPS26P52",438,NA,NA,"pseudogene"
"MRTFB",271994,13,35,"protein_coding"
