"TranscriptId","strength5","GeneId"
"NM_001321929.1",8.1,"CKMT1A"
"NR_135856.1",8.1,"CKMT1A"
"NM_025165.3",-7.8,"ELL3"
"NM_005926.3",-6.91,"MFAP1"
"NM_001301033.2",0.56,"SLC24A1"
"NM_004727.3",8.88,"SLC24A1"
"NM_001301031.1",10.51,"SLC24A1"
"NM_001254740.2",10.51,"SLC24A1"
"NM_001376920.1",-16.34,"DENND4A"
"NM_004663.5",9.16,"RAB11A"
"NR_125435.2",-23.23,"CIB2"
"NM_001271889.2",-18.66,"CIB2"
"NR_120379.1",7.65,"LOC103171574"
"NM_024908.4",8.68,"WDR76"
"NM_001211.6",9.65,"BUB1B"
"NM_001198999.2",10.08,"SEMA6D"
"NM_001358351.3",10.06,"SEMA6D"
"NM_001358352.2",10.06,"SEMA6D"
"NM_024966.3",8.76,"SEMA6D"
"NM_020858.2",8.76,"SEMA6D"
"NM_153619.1",8.76,"SEMA6D"
"NM_007200.5",8.94,"AKAP13"
"NM_001270546.1",10.51,"AKAP13"
"NM_017726.8",-10.35,"PPP1R14D"
"NM_001282310.2",1.18,"CATSPER2"
"NM_001282309.3",-6.91,"CATSPER2"
"NM_001322164.2",8.55,"TCF12"
"NM_001322151.2",8.55,"TCF12"
"NM_001322162.2",8.55,"TCF12"
"NM_001306219.3",9.89,"TCF12"
"NM_001190455.3",5.63,"CHRNA7"
"NM_020154.3",-30.68,"EMC7"
"NR_147140.2",10.07,"EMC4"
"NM_007011.8",9.65,"ABHD2"
"NM_005135.2",-19.44,"SLC12A6"
"NM_001042497.2",-24.43,"SLC12A6"
"NM_001042494.2",-21.8,"SLC12A6"
"NM_001042495.2",-21.8,"SLC12A6"
"NR_120335.1",-24.69,"SLC28A2-AS1"
"NM_004212.4",9.65,"SLC28A2"
"NM_001321015.2",-9.99,"GATM"
"NM_001482.3",-9.99,"GATM"
"NR_136645.2",5.37,"SPATA5L1"
"NM_013309.6",-11.98,"SLC30A4"
"NR_132353.1",9.57,"BLOC1S6"
"NR_132351.2",9.57,"BLOC1S6"
"NR_132350.1",10.49,"BLOC1S6"
"NR_132356.2",5.93,"BLOC1S6"
"NM_001271213.2",8.59,"SQOR"
"NM_021199.4",9.84,"SQOR"
"NM_001128610.3",6.33,"USP8"
"NM_203494.5",-7,"USP50"
"NR_149154.2",-12.72,"TRPM7"
"NM_015154.3",-17.1,"MESD"
"NM_001353365.2",9.4,"CFAP161"
"NM_173528.4",9.4,"CFAP161"
"NM_201651.3",6.65,"SLC28A1"
"NM_001321722.2",6.65,"SLC28A1"
"NM_004213.5",6.65,"SLC28A1"
"NR_148916.2",-19.92,"UBE3A"
"NM_001374461.1",-10.96,"UBE3A"
"NM_001354505.1",-10.96,"UBE3A"
"NM_000462.5",-10.96,"UBE3A"
"NM_020778.5",10.86,"ALPK3"
"NM_020371.3",-18.76,"AVEN"
"NM_012125.4",10.77,"CHRM5"
"NM_020234.6",5.06,"DTWD1"
"NR_120344.1",4.94,"LOC101928988"
"NM_003099.5",7.82,"SNX1"
"NR_073534.2",8.27,"SNX22"
"NM_001329606.2",-0.97,"CSNK1G1"
"NM_001029989.3",-10.71,"PCLAF"
"NR_135855.2",2.69,"TRIP4"
"NR_038253.1",8.73,"LOC100288637"
"NR_038254.1",8.73,"LOC100288637"
"NM_174916.3",-10.02,"UBR1"
"NR_144543.2",7.66,"TMEM62"
"NR_027514.3",5.97,"CCNDBP1"
"NM_052955.3",-7.27,"TGM7"
"NM_181789.4",7.85,"GLDN"
"NM_001330297.2",3.27,"GLDN"
"NM_001378464.1",-16.3,"DMXL2"
"NR_165648.1",-16.3,"DMXL2"
"NM_013243.4",9.79,"SCG3"
"NM_153374.3",-9.01,"LYSMD2"
"NM_001143917.2",-9.01,"LYSMD2"
"NM_001363969.2",-9.01,"LYSMD2"
"NM_001036.6",7.94,"RYR3"
"NM_001324366.2",10.03,"ADAL"
"NM_001324364.2",10.03,"ADAL"
"NM_001324368.2",10.03,"ADAL"
"NM_016166.3",9.06,"PIAS1"
"NM_001320687.1",5.37,"PIAS1"
"NM_001316944.2",-25.88,"PARP16"
"NR_135739.2",-13.02,"DET1"
"NR_135740.1",-13.02,"DET1"
"NM_022807.5",4.41,"SNRPN"
"NM_001349465.2",7.09,"SNRPN"
"NM_016400.4",10.38,"HYPK"
"NM_001284357.2",9.04,"LRRC49"
"NM_001199017.3",10.74,"LRRC49"
"NM_207355.5",-7.91,"POTEB3"
"NM_001145311.2",-6.05,"PLIN1"
"NM_001271573.2",-17.43,"PEX11A"
"NM_001114632.2",7.93,"JMJD7"
"NM_005090.4",7.93,"JMJD7-PLA2G4B"
"NM_016642.4",-21.52,"SPTBN5"
"NM_003758.4",5.5,"EIF3J"
"NM_182985.5",10.03,"TRIM69"
"NM_001329628.2",10.49,"CD276"
"NM_001024736.2",10.49,"CD276"
"NR_120352.1",10.29,"INSYN1-AS1"
"NM_001276385.2",2.4,"ICE2"
"NM_001284396.2",9.6,"WDR93"
"NM_001150.3",-19.38,"ANPEP"
"NM_001381924.1",-19.38,"ANPEP"
"NR_037582.2",-2.43,"AP3S2"
"NM_001199058.2",-11.15,"ARPIN-AP3S2"
"NM_182616.4",-11.15,"ARPIN"
"NM_001282380.2",-11.15,"ARPIN"
"NM_004039.3",-7.34,"ANXA2"
"NR_037654.2",-8.39,"MTHFS"
"NM_001199758.1",-8.39,"MTHFS"
"NM_001199760.2",-10.22,"ST20-MTHFS"
"NM_001242912.2",10.07,"ZFAND6"
"NM_001242919.1",10.07,"ZFAND6"
"NM_001242913.2",5.73,"ZFAND6"
"NM_001127889.5",-19.76,"SPG21"
"NM_001127890.5",-19.76,"SPG21"
"NM_139242.4",-11.16,"MTFMT"
"NM_178859.4",7.93,"SLC51B"
"NM_001307930.2",-15.95,"RASL12"
"NM_001379429.1",-14.74,"RASL12"
"NM_005707.2",-27.73,"PDCD7"
"NR_133680.2",-18.29,"CLPX"
"NM_003613.4",-22.78,"CILP"
"NM_001104554.2",8.23,"PAQR5"
"NM_001003.3",11.45,"RPLP1"
"NM_001367805.3",8.2,"KIF23"
"NR_160295.2",8.2,"KIF23"
"NR_102751.1",6.52,"CERNA1"
"NM_006628.6",-16.54,"ARPP19"
"NM_001330309.2",-16.54,"ARPP19"
"NM_001306191.2",-14.07,"ARPP19"
"NM_203472.3",-14.17,"SELENOS"
"NM_018445.6",-14.17,"SELENOS"
"NR_132373.1",8.3,"PCSK6-AS1"
"NM_014918.5",-27.96,"CHSY1"
"NR_147041.1",-4.19,"LINC02348"
"NM_001307960.2",-15.77,"TM2D3"
"NM_025141.4",-15.77,"TM2D3"
"NM_152334.3",-8.31,"TARS3"
"NM_138322.4",-17.3,"PCSK6"
"NM_138323.3",-17.3,"PCSK6"
"NM_138325.4",-17.3,"PCSK6"
"NM_004855.5",7.93,"PIGB"
"NM_016304.3",-13.65,"RSL24D1"
"NM_007236.5",7.39,"CHP1"
"NM_002220.3",10.88,"ITPKA"
"NM_001135685.2",-19.6,"LTK"
"NM_001330264.2",1.51,"TYRO3"
"NM_006293.4",9.46,"TYRO3"
"NM_001145648.3",-9.85,"RASGRF1"
"NM_153815.3",-9.36,"RASGRF1"
"NM_004390.5",-24.49,"CTSH"
"NM_002009.4",10.08,"FGF7"
"NM_001199877.2",8.88,"SERF2"
"NM_001199878.2",4.5,"SERF2"
"NM_001381996.1",-5.45,"ZNF106"
"NM_001284306.2",-23.12,"ZNF106"
"NM_015617.3",-11.18,"PYGO1"
"NM_001330326.2",-11.18,"PYGO1"
"NM_016194.4",-3.77,"GNB5"
"NM_001379343.1",-23.97,"GNB5"
"NM_006578.4",-23.97,"GNB5"
"NM_016655.5",-8.86,"GABPB1"
"NM_001301186.2",-21.83,"LINGO1"
"NM_001301187.2",-21.83,"LINGO1"
"NM_001301189.2",-21.83,"LINGO1"
"NM_001301194.2",-21.83,"LINGO1"
"NM_001301195.2",-21.83,"LINGO1"
"NM_001301197.2",-21.83,"LINGO1"
"NM_001301198.2",-21.83,"LINGO1"
"NM_001301199.2",-21.83,"LINGO1"
"NM_001301200.2",-21.83,"LINGO1"
"NM_032413.4",9.82,"C15orf48"
"NM_178232.4",-8.86,"HAPLN3"
"NM_001369268.1",9.01,"ACAN"
"NR_120374.1",9.49,"CERS3-AS1"
"NR_135693.1",4.7,"LOC102723335"
"NR_135687.1",-15.95,"SMASR"
"NM_001145102.2",5.11,"SMAD3"
"NM_001145104.2",10.75,"SMAD3"
"NM_024666.5",-12,"AAGAB"
"NM_001271885.2",-12,"AAGAB"
"NM_001301026.2",-7.86,"TJP1"
"NM_001355013.1",-7.86,"TJP1"
"NM_001330239.4",-18.43,"TJP1"
"NM_175610.4",-18.43,"TJP1"
"NM_139057.4",0.85,"ADAMTS17"
"NM_198243.3",9.65,"ASB7"
"NM_024708.4",9.65,"ASB7"
"NM_001378789.1",-14.7,"CERS3"
"NM_178842.5",-28,"CERS3"
"NM_001290342.2",-28,"CERS3"
"NM_001290341.2",-28,"CERS3"
"NR_120371.1",8.73,"LINC01585"
"NM_002005.4",4.35,"FES"
"NM_001143784.1",8.56,"FES"
"NM_001287246.2",10.03,"BLM"
"NM_001382619.1",3.5,"FURIN"
"NM_002569.4",3.5,"FURIN"
"NR_168464.1",10.45,"FURIN"
"NM_001382620.1",10.28,"FURIN"
"NM_001289824.2",9.25,"FURIN"
"NM_001303236.2",9.22,"ISG20"
"NM_000942.5",-2.49,"PPIB"
"NR_046096.1",4.86,"CPEB1-AS1"
"NM_001278511.2",-25.31,"AP3B2"
"NM_001348440.2",-25.31,"AP3B2"
"NR_110096.1",7.15,"SNHG21"
"NM_001281806.2",-28.23,"FSD2"
"NM_001080435.3",9.88,"WHAMM"
"NM_001012642.3",-3.83,"GRAMD2A"
"NR_136603.2",-9.13,"PARP6"
"NM_001172685.2",-12.83,"CELF6"
"NM_001172684.2",-5.11,"CELF6"
"NM_001307939.2",10.86,"ARID3B"
"NR_046012.1",-34.9,"AGBL1-AS1"
"NR_135682.1",8.46,"LOC105370954"
"NR_135683.1",1.02,"LOC102724452"
"NM_001386094.1",9.79,"AGBL1"
"NM_152336.4",9.79,"AGBL1"
"NM_014548.4",8.19,"TMOD2"
"NM_017882.3",-14.07,"CLN6"
"NM_152448.3",4.36,"TERB2"
"NM_152596.4",-20.17,"EXD1"
"NM_001114633.2",8.37,"PLA2G4B"
"NM_001002843.3",-21.81,"ZNF280D"
"NM_001002844.3",-21.81,"ZNF280D"
"NM_198400.3",-8.31,"NEDD4"
"NM_006154.4",-16.54,"NEDD4"
"NM_001379685.1",9.88,"APBA2"
"NM_001353795.2",9.88,"APBA2"
"NM_001353796.2",6.51,"APBA2"
"NM_005503.3",6.51,"APBA2"
"NR_034039.2",8.69,"SORD"
"NM_001363711.2",-8.11,"DUOX2"
"NM_001290233.2",10.86,"CDIN1"
"NM_032499.6",10.36,"CDIN1"
"NM_001350932.3",-5.06,"HIGD2B"
"NR_045566.2",9.44,"BBS4"
"NR_040107.1",6.8,"ADPGK-AS1"
"NM_001365224.1",-17.51,"ADPGK"
"NM_016073.4",-5.72,"HDGFL3"
"NM_001301206.2",-20.16,"BNC1"
"NM_001717.4",-20.16,"BNC1"
"NR_049761.2",8.3,"MAPKBP1"
"NM_001411132.1",2.29,"SPG11"
"NR_135013.2",-20.95,"STARD5"
"NM_001080532.3",-6.52,"TMC3"
"NM_001033088.3",8.5,"NGRN"
"NR_028052.1",8.5,"NGRN"
"NR_026819.1",9.66,"FAM138E"
"NM_001374377.1",9.79,"FAH"
"NM_000137.4",5.28,"FAH"
"NM_001352888.2",-25.08,"CTXND1"
"NM_001330286.2",8.76,"DUT"
"NM_001025249.1",4.05,"DUT"
"NM_001025248.2",7.22,"DUT"
"NM_001948.4",9.6,"DUT"
"NM_000138.5",-5.45,"FBN1"
"NM_001370561.1",-8.79,"RFX7"
"NM_001368073.2",-8.79,"RFX7"
"NM_001370554.1",-5.04,"RFX7"
"NM_001146095.1",6.71,"FAN1"
"NM_001146096.2",9.1,"FAN1"
"NM_000520.6",-7.67,"HEXA"
"NM_198526.4",9.25,"ZNF710"
"NM_001289910.1",-13.71,"IDH2"
"NM_001290114.2",-13.71,"IDH2"
"NM_001004309.3",10.49,"ZNF774"
"NM_003870.4",7.39,"IQGAP1"
"NM_001032367.2",8.66,"SPINT1"
"NM_001386873.1",8.66,"SPINT1"
"NM_003992.5",8.68,"CLK3"
"NM_001130028.2",11.81,"CLK3"
"NM_001031733.3",-25.7,"CALML4"
"NM_001258031.2",-8.28,"SERINC4"
"NM_001387149.1",-21.35,"TBC1D2B"
"NM_001387216.1",-21.55,"ENTREP2"
"NM_001387217.1",-21.55,"ENTREP2"
"NR_170550.1",10.03,"CSK"
"NM_001354988.2",4.6,"CSK"
"NM_001322811.2",4.53,"GDPGP1"
"NM_001329919.2",9.8,"UNC13C"
"NM_001080534.3",9.8,"UNC13C"
"NM_001385027.1",-13.71,"PEAK1"
"NM_024776.5",-13.71,"PEAK1"
"NM_001385021.1",-7.71,"ATOSA"
"NR_169552.1",-16.91,"ATOSA"
"NR_169538.1",-7.71,"ATOSA"
"NM_001276268.2",-11.13,"DUOXA1"
"NM_001276265.1",-1.06,"DUOXA1"
"NM_030594.5",-23.06,"CPEB1"
"NM_001365249.1",-10.46,"CPEB1"
"NM_001387077.1",-10.46,"CPEB1"
"NM_001365244.1",-23.06,"CPEB1"
"NM_001365245.1",-23.06,"CPEB1"
"NM_001365247.1",-23.06,"CPEB1"
"NM_001387260.1",-3.14,"PATL2"
"NM_001330283.2",-3.14,"PATL2"
"NM_001387261.1",-20.7,"PATL2"
"NR_027410.2",-9.27,"GOLGA8B"
"NR_146869.1",-4.63,"LINC02252"
"NR_147201.1",-17.15,"LINC01852"
"NM_001330255.2",4.86,"TMCO5A"
"NM_001370736.1",4.86,"TMCO5A"
"NR_163584.1",4.86,"TMCO5A"
"NR_163585.1",4.86,"TMCO5A"
"NM_001267536.3",8.38,"GOLGA6L4"
"NM_001323939.2",6.59,"DIS3L"
"NM_001323945.2",6.59,"DIS3L"
"NM_133375.5",6.59,"DIS3L"
"NM_002755.4",8.57,"MAP2K1"
"NR_138061.2",-15.73,"SNAPC5"
"NM_000968.4",-13.95,"RPL4"
"NR_110372.1",8.59,"LINC01169"
"NM_001286479.3",7.2,"ARHGAP11A"
"NM_014783.6",9.65,"ARHGAP11A"
"NM_199357.3",9.65,"ARHGAP11A"
"NR_135505.1",-17.41,"SCG5-AS1"
"NM_001191323.2",9.6,"GREM1"
"NM_001282490.2",8.38,"GOLGA8H"
"NM_001163692.2",-9.74,"UBAP1L"
"NM_139320.2",-13.22,"CHRFAM7A"
"NM_148911.1",-13.22,"CHRFAM7A"
"NM_001385032.1",-22.66,"MEGF11"
"NM_001145643.2",9.46,"PHGR1"
"NM_033510.3",9.46,"DISP2"
"NM_001282982.2",-13.56,"TLE3"
"NM_001282981.2",-27.81,"TLE3"
"NM_153613.3",-17.73,"LPCAT4"
"NM_014862.4",9.89,"ARNT2"
"NM_000499.5",-0.73,"CYP1A1"
"NM_004245.4",-24.38,"TGM5"
"NM_001142761.1",-2.44,"KNSTRN"
"NM_001284417.2",-16.15,"LYSMD4"
"NM_001385011.1",7.66,"MCTP2"
"NM_001159644.2",11,"MCTP2"
"NM_001301170.2",-5.2,"SHF"
"NM_001301171.2",-5.2,"SHF"
"NR_168259.1",-14.21,"CT62"
"NM_014249.4",9.99,"NR2E3"
"NM_016346.4",9.99,"NR2E3"
"NR_120372.1",-22.17,"CRTC3-AS1"
"NM_022769.5",8.48,"CRTC3"
"NM_005313.5",10.1,"PDIA3"
"NM_001304388.2",-9.28,"GOLGA6L2"
"NR_120360.1",-19.07,"LOC101929439"
"NM_145805.3",9.35,"ISL2"
"NM_001301302.1",-20.55,"OAZ2"
"NM_001394532.1",3.1,"THSD4"
"NR_026897.1",-9.43,"MGC15885"
"NM_001301409.2",5.85,"GANC"
"NM_001393916.1",9.88,"SEMA4B"
"NR_146567.1",-20.76,"LINC02351"
"NR_146566.1",-7.52,"LINC02351"
"NR_147181.1",1.65,"LINC02490"
"NR_110106.1",4.78,"CRAT37"
"NM_001310319.2",-5.4,"MFGE8"
"NM_006384.4",-30.68,"CIB1"
"NR_102427.1",-30.68,"CIB1"
"NM_139265.4",-13.7,"EHD4"
"NR_120332.1",7.8,"EHD4-AS1"
"NR_120334.1",2.53,"PLA2G4E-AS1"
"NM_178034.4",-17.85,"PLA2G4D"
"NM_001206670.1",-11.59,"PLA2G4E"
"NM_171846.4",8.17,"LACTB"
"NM_032857.5",8.17,"LACTB"
"NM_015920.4",-9.47,"RPS27L"
"NR_120367.1",5.42,"LINC01583"
"NM_001348700.2",9.84,"SAXO2"
"NR_145959.2",9.84,"SAXO2"
"NM_001164465.3",-11.81,"GOLGA6L10"
"NR_136410.2",-12.34,"EFL1"
"NM_152259.4",10.51,"TICRR"
"NM_001308025.1",10.51,"TICRR"
"NM_001376911.1",8.41,"FANCI"
"NM_133639.4",-19.64,"RHOV"
"NM_020857.3",10.17,"VPS18"
"NM_019074.4",8.88,"DLL4"
"NM_024111.6",8.27,"CHAC1"
"NR_170322.1",6.39,"INO80-AS1"
"NM_001271837.2",10.07,"RCN2"
"NM_001168412.2",-17.26,"TSPAN3"
"NM_001321137.1",8.73,"PSTPIP1"
"NR_135552.2",8.73,"PSTPIP1"
"NM_001411086.1",8.73,"PSTPIP1"
"NM_001204451.2",-19.09,"CCPG1"
"NM_004580.5",-20.98,"RAB27A"
"NM_183234.2",-18.47,"RAB27A"
"NM_183236.3",-12.11,"RAB27A"
"NM_173611.4",7.93,"FAM98B"
"NM_001306086.2",-14.4,"RASGRP1"
"NR_026771.1",8.41,"LINC02249"
"NR_037652.2",-10.22,"ST20"
"NM_004751.3",8.88,"GCNT3"
"NM_004492.3",-16.54,"GTF2A2"
"NM_001320929.2",-16.54,"GTF2A2"
"NM_001382440.1",-2.31,"CCDC32"
"NM_001382437.1",-2.31,"CCDC32"
"NM_001382436.1",-2.31,"CCDC32"
"NM_001382439.1",-2.31,"CCDC32"
"NM_152260.3",1.51,"RPUSD2"
"NM_170589.5",9.65,"KNL1"
"NM_001206797.3",-7.84,"PKM"
"NM_001206799.2",-7.84,"PKM"
"NM_173469.4",9.2,"UBE2Q2"
"NM_001145335.1",1.16,"UBE2Q2"
"NM_012170.4",8.3,"FBXO22"
"NM_138573.4",-13.44,"NRG4"
"NM_001127716.2",-3.97,"ETFA"
"NM_001363730.2",-19.76,"DAPK2"
"NM_001128628.3",10.86,"BUB1B-PAK6"
"NM_020168.6",9.79,"PAK6"
"NM_001276717.1",10.47,"PAK6"
"NR_148210.1",-6.52,"LOC107984784"
"NM_001286497.2",-13.03,"PIF1"
"NM_025201.5",8.41,"PLEKHO2"
"NM_182703.6",8.56,"ANKDD1A"
"NR_037602.1",8.69,"CHASERR"
"NR_037601.1",10.9,"CHASERR"
"NM_001166288.2",-28.04,"RGMA"
"NM_001166289.2",-28.04,"RGMA"
"NM_001166287.2",-28.04,"RGMA"
"NM_001166286.2",-1.53,"RGMA"
"NM_001166283.2",-28.04,"RGMA"
"NM_001368060.1",-7.91,"BNIP2"
"NM_001320675.4",-7.91,"BNIP2"
"NR_104447.2",-6.92,"HDDC3"
"NM_198527.4",-6.92,"HDDC3"
"NM_001323619.1",5.27,"UNC45A"
"NM_001323620.2",5.27,"UNC45A"
"NM_018668.5",-2.54,"VPS33B"
"NR_110104.1",4.3,"VPS33B-DT"
"NM_014848.7",9.46,"SV2B"
"NM_001323031.2",9.66,"SV2B"
"NM_001323037.3",9.66,"SV2B"
"NR_130947.2",-20.68,"WDR73"
"NM_205858.2",-23.99,"NMB"
"NR_027132.1",8.54,"LINC00924"
"NR_015411.1",10.27,"MIR9-3HG"
"NR_135678.1",-10.03,"TMEM202-AS1"
"NR_038251.1",8.85,"DPH6-DT"
"NR_120322.1",5.87,"LINC01580"
"NR_120329.1",8.66,"GJD2-DT"
"NR_125738.1",-19.48,"NR2F2-AS1"
"NR_102743.1",-19.48,"NR2F2-AS1"
"NR_040067.1",-17,"LOXL1-AS1"
"NR_040070.1",-12.26,"LOXL1-AS1"
"NR_120330.1",9.09,"LINC02345"
"NM_001142275.1",10.9,"NIPA1"
"NM_144599.5",7.81,"NIPA1"
"NM_001184888.2",2.13,"NIPA2"
"NM_052903.6",-12.74,"TUBGCP5"
"NM_001102610.2",-12.74,"TUBGCP5"
"NM_001354374.2",-12.74,"TUBGCP5"
"NR_148875.2",-12.74,"TUBGCP5"
"NM_001324119.2",-16.71,"CYFIP1"
"NM_001324120.2",-16.71,"CYFIP1"
"NM_001324125.3",-16.71,"CYFIP1"
"NM_001033028.3",-16.16,"CYFIP1"
"NM_207446.3",-19.13,"FAM174B"
"NR_102754.1",-4.76,"SPATA8-AS1"
"NR_102753.1",-11.43,"SPATA8-AS1"
"NR_120337.1",9.79,"LINC01413"
"NM_001018100.5",9.25,"MYZAP"
"NM_015532.5",6.91,"POLR2M"
"NR_146310.1",9.04,"MIR4713HG"
"NM_207381.4",-11.43,"TNFAIP8L3"
"NM_000103.4",-13.41,"CYP19A1"
"NM_001347249.2",-13.41,"CYP19A1"
"NM_001347250.2",-13.41,"CYP19A1"
"NM_001347251.2",-13.41,"CYP19A1"
"NM_001347252.2",-13.41,"CYP19A1"
"NM_001347253.2",-13.41,"CYP19A1"
"NM_001347254.2",-13.41,"CYP19A1"
"NM_001347255.2",-13.41,"CYP19A1"
"NM_001347248.1",-5.91,"CYP19A1"
"NM_001347256.2",-5.52,"CYP19A1"
"NM_153260.3",-7.8,"LRRC57"
"NM_001323631.2",10.65,"HAUS2"
"NM_138477.4",-8.61,"CDAN1"
"NM_015492.5",9.79,"C15orf39"
"NM_024608.4",8.63,"NEIL1"
"NR_046311.2",3.32,"NEIL1"
"NM_001256552.1",8.41,"NEIL1"
"NM_001256496.2",-3.08,"MAN2C1"
"NM_002833.4",-16.39,"PTPN9"
"NM_001145358.2",-17.31,"SIN3A"
"NM_001145357.2",-17.31,"SIN3A"
"NM_015289.5",-23.27,"VPS39"
"NM_001286487.1",-22.35,"TMEM87A"
"NM_015497.5",-22.35,"TMEM87A"
"NM_001110503.3",-22.35,"TMEM87A"
"NM_006091.5",10.22,"CORO2B"
"NM_001190456.2",10.49,"CORO2B"
"NM_001324014.1",10.49,"CORO2B"
"NM_001324015.1",10.49,"CORO2B"
"NM_001190457.2",8.37,"CORO2B"
"NM_006305.4",-15.38,"ANP32A"
"NM_024505.4",9.25,"NOX5"
"NM_001324093.2",5.94,"GLCE"
"NR_033671.3",8.49,"NOX5"
"NM_001365781.2",6.08,"TPM1"
"NM_001130136.1",3.01,"ISLR2"
"NM_001130137.1",3.62,"ISLR2"
"NM_001130138.2",5.88,"ISLR2"
"NM_020851.3",9.25,"ISLR2"
"NM_022369.4",-19.77,"STRA6"
"NM_001142619.2",-19.77,"STRA6"
"NM_001142618.2",-19.77,"STRA6"
"NM_001199040.2",-19.77,"STRA6"
"NM_001199041.2",-19.77,"STRA6"
"NM_001142620.2",-19.77,"STRA6"
"NM_025055.5",10.51,"CCDC33"
"NM_182791.4",7.96,"CCDC33"
"NM_001099773.2",-27.76,"CYP11A1"
"NM_000781.3",-27.76,"CYP11A1"
"NM_001146030.3",-6.61,"SEMA7A"
"NM_001146029.3",-6.61,"SEMA7A"
"NM_001286740.1",-26.87,"UBL7"
"NM_201265.2",-26.87,"UBL7"
"NR_038448.1",5.98,"UBL7-DT"
"NM_001400049.1",9.2,"MEF2A"
"NM_145728.3",6.47,"SYNM"
"NM_001288616.3",-32.96,"TTC23"
"NM_002399.4",-25.91,"MEIS2"
"NM_172315.3",-8.86,"MEIS2"
"NM_172316.3",-25.91,"MEIS2"
"NR_040057.1",6.79,"LOC283683"
"NM_001199377.2",-3.87,"ACSBG1"
"NR_170657.1",9.6,"DNAJA4"
"NR_170656.1",8.17,"DNAJA4"
"NM_001130183.2",9.35,"DNAJA4"
"NM_001303248.2",-11.55,"SKIC8"
"NM_001042572.3",10.86,"CHD2"
"NM_001271.4",10.86,"CHD2"
"NM_000814.6",-11.22,"GABRB3"
"NM_001191320.2",-12.53,"GABRB3"
"NM_001191321.3",-12.53,"GABRB3"
"NM_000810.4",7.66,"GABRA5"
"NM_001165037.2",7.75,"GABRA5"
"NR_148423.2",9.65,"ARHGAP11B"
"NM_001406557.1",-14.55,"POLGARF"
"NR_148035.2",10.67,"IL16"
"NM_004513.6",9.88,"IL16"
"NM_017684.5",-37.09,"VPS13C"
"NM_018080.4",-37.09,"VPS13C"
"NM_004048.4",8.2,"B2M"
"NM_001243101.2",-23.23,"NTRK3"
"NM_001375812.1",-23.23,"NTRK3"
"NM_001320135.2",-23.23,"NTRK3"
"NR_038229.1",7.79,"NTRK3-AS1"
"NM_001372080.1",-10.17,"ZSCAN29"
"NM_001286414.3",9.04,"TUBGCP4"
"NM_005657.4",-26.03,"TP53BP1"
"NM_001141979.3",-26.03,"TP53BP1"
"NM_001411089.1",9.6,"MAP1A"
"NM_002373.6",9.21,"MAP1A"
"NM_014659.6",-13.58,"PPIP5K1"
"NM_001252030.2",-25.53,"TRPM1"
"NM_021168.5",10.38,"RAB40C"
"NM_001172664.2",2.28,"RAB40C"
"NM_001172663.2",-0.37,"RAB40C"
"NR_134879.2",-23.23,"AXIN1"
"NR_135176.1",7.8,"LOC105371046"
"NM_001089.3",-14.97,"ABCA3"
"NM_001253794.2",9.65,"SMIM22"
"NM_001253791.1",9.82,"SMIM22"
"NM_001256541.2",10.9,"TMEM204"
"NM_024600.6",10.74,"TMEM204"
"NR_040252.2",-15.93,"ANKS3"
"NM_001037125.4",-17.2,"UNKL"
"NM_001176.4",8.7,"ARHGDIG"
"NR_136698.2",-20.57,"GLYR1"
"NM_001199054.2",-6.74,"CDIP1"
"NM_001199056.2",-6.74,"CDIP1"
"NM_022166.4",-25.92,"XYLT1"
"NM_001116.4",-15.76,"ADCY9"
"NM_001099455.2",-31.76,"CPPED1"
"NM_021646.4",-11.61,"ZNF500"
"NM_001303450.2",-11.61,"ZNF500"
"NM_001308161.1",8.41,"TMC5"
"NM_001261841.2",10.86,"TMC5"
"NM_024780.5",5.56,"TMC5"
"NM_001105248.1",10.91,"TMC5"
"NM_001079846.1",-13.89,"CREBBP"
"NM_001030009.2",-12.97,"RPS15A"
"NR_126349.1",-23.78,"LINC01195"
"NM_183337.3",-7.57,"RGS11"
"NM_001324412.2",-21.52,"RPUSD1"
"NM_016541.3",-15.85,"GNG13"
"NM_001039.4",10.47,"SCNN1G"
"NR_135179.1",10.47,"LOC102723692"
"NM_001300732.2",9.46,"TMC7"
"NR_136733.1",9.46,"TMC7"
"NM_001160364.2",10.47,"TMC7"
"NM_014494.4",8.7,"TNRC6A"
"NM_032167.5",10.49,"SNX29"
"NR_047581.2",10.03,"POLR3E"
"NM_001330467.2",-23.23,"UBALD1"
"NR_126397.1",-35.51,"LINC01177"
"NM_015161.3",-11,"ARL6IP1"
"NM_001313858.1",-11,"ARL6IP1"
"NR_135195.1",7.94,"LINC02177"
"NR_037620.2",10.03,"ORC6"
"NR_110903.1",10.9,"ITFG1-AS1"
"NM_005880.4",-22.92,"DNAJA2"
"NR_134608.2",10.75,"METTL22"
"NR_145834.2",-20.12,"C16orf87"
"NM_018206.6",-8.31,"VPS35"
"NM_001145204.3",8.07,"SHISA9"
"NR_033985.1",10.22,"LINC02167"
"NM_182493.3",-12.73,"MYLK3"
"NM_001308301.1",-12.73,"MYLK3"
"NM_001348078.2",9.88,"LONP2"
"NM_031490.5",9.88,"LONP2"
"NR_110650.1",8.31,"LINC02133"
"NM_001128423.2",8.99,"MPV17L"
"NM_001142466.3",1.18,"GPT2"
