"TranscriptID","CP","GeneID"
"XM_054378383.1",1,"FANCI"
"XM_054378381.1",1,"FANCI"
"XM_054378396.1",1,"FANCI"
"XM_054378410.1",1,"FANCI"
"XM_054378380.1",1,"FANCI"
"NM_001376911.1",1,"FANCI"
"XM_054378409.1",1,"FANCI"
"XM_054378370.1",1,"FANCI"
"XM_054378401.1",1,"FANCI"
"XM_054378379.1",1,"FANCI"
"XM_054378378.1",1,"FANCI"
"XM_054378374.1",1,"FANCI"
"NM_001406557.1",1,"POLGARF"
"NR_106824.1",0.0154912,"MIR6766"
"NR_133001.1",0.141702,"MIR9-3HG"
"NR_133002.1",0.144721,"MIR9-3HG"
"NR_029692.1",0.00517078,"MIR9-3"
"NR_133003.1",0.141349,"MIR9-3HG"
"XR_007085327.1",0.0154218,"LOC107984777"
"NR_015411.1",0.144818,"MIR9-3HG"
"NR_160724.1",0.0351975,"LOC105371031"
"XR_007085328.1",0.0660193,"LOC105370964"
"XR_007085329.1",0.0647312,"LOC105370964"
"XR_007085330.1",0.100231,"LOC112268153"
"NR_110261.2",0.999999,"RHCG"
"NR_027076.1",0.0194311,"LINC00928"
"NM_152259.4",1,"TICRR"
"NM_001308025.1",1,"TICRR"
"XM_054377880.1",1,"KIF7"
"XM_054377876.1",1,"KIF7"
"XM_054377879.1",1,"KIF7"
"NM_001145311.2",1,"PLIN1"
"NM_001271573.2",0.226237,"PEX11A"
"XM_054378463.1",1,"WDR93"
"XR_008488993.1",1,"WDR93"
"XR_008488994.1",1,"WDR93"
"XM_054378467.1",1,"WDR93"
"XM_054378469.1",1,"WDR93"
"XM_054378468.1",1,"WDR93"
"XM_054378470.1",0.997301,"WDR93"
"NM_001284396.2",0.984049,"WDR93"
"XM_054378466.1",1,"WDR93"
"XR_008488987.1",0.978955,"MESP1"
"XR_008488990.1",0.996758,"MESP1"
"XR_008488989.1",0.988202,"MESP1"
"XR_008488986.1",0.996245,"MESP1"
"XR_008488991.1",0.99861,"MESP1"
"NM_018670.4",0.999088,"MESP1"
"NM_001039958.2",1,"MESP2"
"NM_001150.3",1,"ANPEP"
"NM_001381924.1",1,"ANPEP"
"NM_001199058.2",1,"ARPIN-AP3S2"
"NR_037582.2",0.12904,"AP3S2"
"NR_049817.1",1.27015e-05,"MIR5094"
"NR_049807.1",0.100717,"MIR5009"
"NM_182616.4",0.995466,"ARPIN"
"NM_001282380.2",0.243549,"ARPIN"
"XM_054377888.1",1,"ZNF710"
"XM_054377881.1",1,"ZNF710"
"XM_054377891.1",1,"ZNF710"
"XM_054377882.1",1,"ZNF710"
"XM_054377883.1",1,"ZNF710"
"NM_198526.4",1,"ZNF710"
"XM_054377884.1",1,"ZNF710"
"XM_054377889.1",1,"ZNF710"
"XM_054377887.1",1,"ZNF710"
"XM_054377885.1",1,"ZNF710"
"NR_036135.1",0.00391469,"MIR3174"
"NR_146321.1",0.0823023,"ZNF710-AS1"
"NM_001290114.2",0.999995,"IDH2"
"NM_001289910.1",1,"IDH2"
"NR_149130.1",0.0989538,"IDH2-DT"
"NM_001393916.1",1,"SEMA4B"
"NM_001324031.4",1,"SEMA4B"
"NR_172049.1",1,"SEMA4B"
"NM_006384.4",0.99914,"CIB1"
"NR_102428.1",0.400133,"CIB1"
"NR_102427.1",0.457655,"CIB1"
"XM_054377210.1",0.999992,"CIB1"
"NM_001322811.2",1,"GDPGP1"
"NM_001396017.1",1,"TTLL13"
"NR_028052.1",0.951015,"NGRN"
"NM_001033088.3",0.999921,"NGRN"
"XR_007085331.1",0.941659,"PERPP2"
"NR_028287.1",0.217012,"GABARAPL3"
"NM_001004309.3",1,"ZNF774"
"NM_003870.4",1,"IQGAP1"
"XM_054379044.1",1,"IQGAP1"
"NM_022769.5",1,"CRTC3"
"XR_007085333.1",0.0154704,"LOC124903555"
"XR_007085332.1",0.0138196,"LOC124903555"
"NR_120372.1",0.0935749,"CRTC3-AS1"
"NR_120371.1",0.0325322,"LINC01585"
"NM_001287246.2",1,"BLM"
"XM_054378602.1",1,"BLM"
"XM_054378601.1",1,"BLM"
"XR_007086013.1",0.0140455,"LOC124903590"
"XM_054378603.1",1,"BLM"
"XR_007085335.1",0.117922,"LOC105370969"
"XR_007085334.1",0.153471,"LOC105370969"
"NM_002569.4",1,"FURIN"
"NM_001382619.1",1,"FURIN"
"NR_168464.1",1,"FURIN"
"NM_001382620.1",1,"FURIN"
"NM_001289824.2",1,"FURIN"
"XM_054377499.1",1,"FES"
"XM_054377507.1",1,"FES"
"XM_054377505.1",1,"FES"
"XM_054377500.1",1,"FES"
"NM_002005.4",1,"FES"
"XM_054377509.1",1,"FES"
"NM_001143784.1",1,"FES"
"XM_054377920.1",1,"MAN2A2"
"NM_001320977.2",1,"MAN2A2"
"XM_054377927.1",1,"MAN2A2"
"NR_135502.2",1,"MAN2A2"
"XM_054377921.1",1,"MAN2A2"
"NM_006122.4",1,"MAN2A2"
"XM_054377929.1",1,"MAN2A2"
"XM_054377930.1",1,"MAN2A2"
"XM_054377931.1",1,"MAN2A2"
"NR_135504.1",1,"MAN2A2"
"XM_054377933.1",1,"MAN2A2"
"XM_054377892.1",0.983292,"HDDC3"
"NR_104447.2",0.0423476,"HDDC3"
"XM_054378426.1",1,"UNC45A"
"XM_054377893.1",0.933571,"HDDC3"
"NM_198527.4",0.940094,"HDDC3"
"NM_001323619.1",1,"UNC45A"
"NM_001323620.2",1,"UNC45A"
"XM_054378427.1",1,"UNC45A"
"NR_170325.1",0.177646,"RCCD1-AS1"
"NM_033544.3",1,"RCCD1"
"XM_054379173.1",0.972181,"RCCD1"
"XM_054379172.1",1,"RCCD1"
"XM_054379147.1",1,"PRC1"
"NR_051984.1",0.0277451,"PRC1-AS1"
"XM_054379165.1",1,"PRC1"
"XM_054379150.1",1,"PRC1"
"XM_054377722.1",1,"VPS33B"
"XM_054377721.1",1,"VPS33B"
"XM_054377723.1",1,"VPS33B"
"NM_018668.5",1,"VPS33B"
"XM_054377724.1",1,"VPS33B"
"XR_007085336.1",0.0854229,"LOC105370970"
"NR_110104.1",0.0299738,"VPS33B-DT"
"NM_001323031.2",1,"SV2B"
"NM_014848.7",1,"SV2B"
"NM_001323037.3",1,"SV2B"
"XM_054379296.1",1,"SV2B"
"XM_054379295.1",1,"SV2B"
"XM_054379294.1",1,"SV2B"
"XM_054379292.1",1,"SV2B"
"XR_007085337.1",0.172219,"LOC105370972"
"XR_007085339.1",0.213221,"LOC105370972"
"XR_007085341.1",0.00767121,"LOC107984778"
"XR_007085340.1",0.0217759,"LOC107984778"
"NR_110106.1",0.0260763,"CRAT37"
"XR_007085342.1",0.95475,"LOC105370973"
"XM_047446526.1",0.00946954,"LOC124907510"
"XR_007085343.1",0.0247862,"LOC105370974"
"NM_001145044.1",1,"SLCO3A1"
"NM_013272.4",1,"SLCO3A1"
"NR_135775.2",1,"SLCO3A1"
"XR_007085344.1",0.0101797,"LOC107987227"
"NM_006011.4",0.999994,"ST8SIA2"
"XM_054378933.1",0.997871,"ST8SIA2"
"NR_126501.1",0.0761673,"LOC104613533"
"NR_161371.1",0.5,"C15orf32"
"NR_021493.1",0.107626,"LINC00930"
"NM_207446.3",0.524191,"FAM174B"
"XR_007085349.1",0.105347,"LOC124903559"
"XR_007085346.1",0.0273319,"LOC101926994"
"XM_054379307.1",0.3079,"LOC101926994"
"XR_007085347.1",0.0380615,"LOC101926994"
"XR_007085345.1",0.0371162,"LOC101926994"
"XR_007085348.1",0.0229538,"LOC101926994"
"NR_033769.1",0.998873,"ASB9P1"
"NR_037601.1",0.0548328,"CHASERR"
"NR_037602.1",0.0479335,"CHASERR"
"NM_001271.4",1,"CHD2"
"NM_001042572.3",1,"CHD2"
"NR_036136.1",0.0190378,"MIR3175"
"NM_020211.3",1,"RGMA"
"NM_001166287.2",1,"RGMA"
"NM_001166283.2",0.999999,"RGMA"
"NM_001166289.2",1,"RGMA"
"NM_001166288.2",1,"RGMA"
"NM_001166286.2",1,"RGMA"
"XR_007085350.1",0.0451769,"LOC101927025"
"NR_172652.1",0.782171,"LOC105370980"
"XR_007085352.1",0.0344652,"LOC105370982"
"XR_007085353.1",0.0246899,"LOC124900612"
"XR_007085360.1",0.155644,"LOC107983974"
"XR_007085357.1",0.0515209,"LOC107983974"
"NR_120321.1",0.0484918,"LINC02207"
"NR_138083.1",0.077453,"LINC01579"
"NR_120323.1",0.00647646,"LINC01580"
"NR_120322.1",0.0288952,"LINC01580"
"NR_120320.1",0.0483755,"LINC01581"
"XR_007085356.1",0.155946,"LOC105369203"
"XR_007085355.1",0.0200645,"LOC105369203"
"XR_007085520.1",0.00965857,"LOC105370984"
"XM_054378418.1",1,"MCTP2"
"XM_054378423.1",1,"MCTP2"
"XM_054378420.1",1,"MCTP2"
"XM_054378419.1",1,"MCTP2"
"NR_169532.1",1,"MCTP2"
"XM_054378421.1",1,"MCTP2"
"NM_001385011.1",1,"MCTP2"
"XM_054378424.1",1,"MCTP2"
"XM_054378425.1",1,"MCTP2"
"NM_001159644.2",0.999942,"MCTP2"
"XR_007085521.1",0.174493,"LINC02852"
"XR_007085522.1",0.0280336,"LOC105370986"
"XR_007085523.1",0.0418346,"LOC105370987"
"XR_007085524.1",0.168937,"LOC105370988"
"NR_077061.1",0.953976,"LOC440311"
"XR_007085539.1",0.148877,"LOC105370989"
"XR_007085540.1",0.073024,"LOC105370991"
"XR_007085541.1",0.0334937,"LOC105370990"
"NR_034095.1",0.031501,"LETR1"
"NR_027132.1",0.125889,"LINC00924"
"XR_007085544.1",0.111486,"LOC105370993"
"XR_007085543.1",0.0450301,"LOC105370993"
"XR_007085542.1",0.0520432,"LOC105370993"
"XR_007085967.1",8.07056e-06,"LOC105370995"
"XR_007085500.1",0.0421319,"LOC105370998"
"NR_158193.1",0.0865108,"LOC105369212"
"NR_125738.1",0.0867529,"NR2F2-AS1"
"XR_007085497.1",0.190356,"LOC105370997"
"XR_007085498.1",0.0361218,"LOC105370997"
"NR_102743.1",0.260462,"NR2F2-AS1"
"NR_102744.1",0.105449,"NR2F2-AS1"
"NM_001145155.2",0.99994,"NR2F2"
"NM_021005.4",0.999999,"NR2F2"
"NM_001145156.1",0.999928,"NR2F2"
"NR_031715.1",4.91099e-07,"MIR1469"
"NM_001145157.2",0.999841,"NR2F2"
"XR_007085496.1",0.999988,"LOC101927263"
"XR_007085964.1",0.00605823,"LOC105371001"
"XR_007085963.1",0.0295582,"LOC105371001"
"XR_007085966.1",0.0440369,"LOC105371002"
"XR_007085965.1",0.0438772,"LOC105371002"
"NR_102753.1",0.0233475,"SPATA8-AS1"
"NR_102754.1",0.0388269,"SPATA8-AS1"
"NR_158220.1",0.0693642,"SPATA8"
"XR_007085508.1",0.0830453,"LOC105371004"
"XR_007085504.1",0.0290825,"LOC105371004"
"XR_007085509.1",0.0969734,"LOC105371005"
"NR_183855.1",0.265994,"LINC02253"
"NR_183856.1",0.0761213,"LINC02253"
"XR_007085512.1",0.0428197,"LOC105371006"
"NR_120324.1",0.0419499,"LINC02254"
"NR_110756.1",0.0244877,"LOC101927310"
"XR_007085513.1",0.0158025,"LOC105371007"
"XR_007085514.1",0.0197577,"LOC105371007"
"NR_024173.1",0.207733,"LINC00923"
"NM_183376.3",1,"ARRDC4"
"XR_007085515.1",0.0343082,"LOC105371009"
"XR_007085516.1",0.0247615,"LOC105371009"
"NR_146563.1",0.158691,"LINC02251"
"NR_120325.1",0.0320612,"LINC01582"
"XR_007085518.1",0.0553531,"LOC105371010"
"NR_146567.1",0.00486799,"LINC02351"
"NR_146566.1",0.00483062,"LINC02351"
"NR_171054.1",0.975897,"FAM169BP"
"NR_126453.2",0.967269,"IRAIN"
"NM_000875.5",1,"IGF1R"
"XM_054377833.1",1,"IGF1R"
"XM_054377834.1",1,"IGF1R"
"XM_054377829.1",1,"IGF1R"
"XM_054377830.1",1,"IGF1R"
"XR_007085459.1",0.296633,"LOC124903560"
"NR_039864.1",0.0537938,"MIR4714"
"XR_007085460.1",0.41679,"LOC124903561"
"XM_054377836.1",1,"IGF1R"
"NM_001412129.1",0.763352,"PGPEP1L"
"NM_001412130.1",0.981144,"PGPEP1L"
"NR_126487.1",0.0857558,"LUNAR1"
"XR_007085465.1",0.0251265,"SYNM-AS1"
"XR_007085463.1",0.0438886,"SYNM-AS1"
"XR_007085464.1",0.0333914,"SYNM-AS1"
"XM_054377622.1",1,"SYNM"
"NM_145728.3",1,"SYNM"
"NM_001288616.3",1,"TTC23"
"NR_109947.3",1,"TTC23"
"XM_054378642.1",1,"TTC23"
"XM_054378651.1",0.999951,"TTC23"
"XM_054378650.1",1,"TTC23"
"XM_054378649.1",1,"TTC23"
"XM_054378646.1",1,"TTC23"
"XM_054378648.1",1,"TTC23"
"XR_008489008.1",1,"TTC23"
"NR_135755.2",0.802411,"LRRC28"
"XM_054377274.1",0.999996,"LRRC28"
"XM_054377280.1",0.999892,"LRRC28"
"XM_054377279.1",0.998546,"LRRC28"
"XM_054377277.1",0.999603,"LRRC28"
"XM_054377273.1",0.999947,"LRRC28"
"XM_054377275.1",0.999989,"LRRC28"
"NR_073383.1",0.999198,"HSP90B2P"
"XM_054377282.1",0.940432,"LRRC28"
"XM_054377281.1",0.940432,"LRRC28"
"XR_007085461.1",0.3529,"LOC105371017"
"XR_007085468.1",0.224578,"LOC107984790"
"XR_007085467.1",0.340977,"LOC105371019"
"XR_007085466.1",0.340977,"LOC105371019"
"NM_001400049.1",0.999982,"MEF2A"
"NM_001400071.1",0.98604,"MEF2A"
"NM_001400031.1",1,"MEF2A"
"NM_001365211.2",0.975243,"MEF2A"
"NM_001400030.1",1,"MEF2A"
"XM_054377943.1",1,"MEF2A"
"XR_008488922.1",0.637787,"LYSMD4"
"XR_008488920.1",0.987447,"LYSMD4"
"XM_054377311.1",0.998912,"LYSMD4"
"XR_008488921.1",0.79404,"LYSMD4"
"XM_054377317.1",0.963205,"LYSMD4"
"XM_054377312.1",0.995785,"LYSMD4"
"NM_001284420.1",0.960248,"LYSMD4"
"XM_054377310.1",0.988229,"LYSMD4"
"XM_054377316.1",0.973872,"LYSMD4"
"XM_054377318.1",0.993155,"LYSMD4"
"XM_054377314.1",0.988035,"LYSMD4"
"NM_001284417.2",0.999943,"LYSMD4"
"XR_007085469.1",0.0564719,"LOC105371020"
"NR_003260.2",1,"DNM1P46"
"XR_007085470.1",0.0392984,"LOC124903563"
"NR_135737.1",0.197166,"LOC400464"
"XR_007085471.1",0.03363,"LOC124907505"
"XR_007085472.1",0.0296606,"LOC124907505"
"XR_007085476.1",0.107713,"LOC124907506"
"NM_139057.4",1,"ADAMTS17"
"XM_054377416.1",1,"ADAMTS17"
"XM_054377418.1",1,"ADAMTS17"
"XM_054377420.1",1,"ADAMTS17"
"XM_054377424.1",1,"ADAMTS17"
"XM_054377419.1",1,"ADAMTS17"
"XM_054377423.1",1,"ADAMTS17"
"XM_054377425.1",1,"ADAMTS17"
"XM_054377428.1",1,"ADAMTS17"
"XM_054377427.1",1,"ADAMTS17"
"XM_054377429.1",1,"ADAMTS17"
"XM_054377432.1",1,"ADAMTS17"
"XM_054377433.1",1,"ADAMTS17"
"XR_007085475.1",0.227212,"LOC105371022"
"XM_054377415.1",1,"ADAMTS17"
"XR_008488926.1",1,"ADAMTS17"
"XR_008488928.1",1,"ADAMTS17"
"XR_008488927.1",1,"ADAMTS17"
"XM_054377430.1",1,"ADAMTS17"
"XM_054377431.1",1,"ADAMTS17"
"NR_028139.1",0.885913,"SPATA41"
"NR_028140.1",0.316406,"SPATA41"
"XR_007085473.1",0.0357541,"LOC105371021"
"XR_007085474.1",0.0389975,"LOC105371021"
"NR_120374.1",0.0550748,"CERS3-AS1"
"NM_178842.5",0.999999,"CERS3"
"NM_001290341.2",0.99999,"CERS3"
"NM_001290342.2",0.999999,"CERS3"
"XM_054377493.1",0.999991,"CERS3"
"XM_054377494.1",0.999998,"CERS3"
"NM_001378789.1",0.999999,"CERS3"
"NR_073405.1",0.812845,"PRKXP1"
"NR_135693.1",0.261393,"LOC102723335"
"XM_054378364.1",1,"LINS1"
"XM_054378361.1",1,"LINS1"
"XR_008488984.1",1,"LINS1"
"XM_054378363.1",1,"LINS1"
"XM_054378367.1",1,"LINS1"
"XR_008488985.1",1,"LINS1"
"XM_054378365.1",1,"LINS1"
"XM_054378366.1",0.999996,"LINS1"
"NM_198243.3",0.999898,"ASB7"
"NM_024708.4",0.99994,"ASB7"
"XR_007085478.1",0.401721,"LOC105371024"
"XR_007085480.1",0.0321755,"LOC105371024"
"XR_007085479.1",0.557674,"LOC105371024"
"XR_007085477.1",0.977609,"LOC440313"
"NR_160703.1",0.10577,"GCAWKR"
"NR_160704.1",0.145636,"GCAWKR"
"NR_160702.1",0.127781,"GCAWKR"
"NR_160705.1",0.10577,"GCAWKR"
"NR_160707.1",0.0374586,"GCAWKR"
"NR_160708.1",0.0382427,"GCAWKR"
"NM_000693.4",1,"ALDH1A3"
"NR_135827.1",0.132655,"ALDH1A3-AS1"
"NR_135828.1",0.130665,"ALDH1A3-AS1"
"NM_024652.6",1,"LRRK1"
"XR_007085483.1",0.85969,"LOC105371026"
"XR_007085486.1",0.153501,"LOC105371026"
"XR_007085488.1",0.191343,"LOC105371026"
"XR_007085484.1",0.84181,"LOC105371026"
"XR_007085487.1",0.854221,"LOC105371026"
"XR_007085481.1",0.187548,"LOC105371026"
"XR_007085490.1",0.171924,"LOC124903565"
"NM_014918.5",1,"CHSY1"
"XM_054377513.1",0.999904,"CHSY1"
"XM_054377512.1",1,"CHSY1"
"XM_054377511.1",1,"CHSY1"
"NM_203472.3",0.856256,"SELENOS"
"NM_018445.6",0.977275,"SELENOS"
"NR_135507.2",0.0122398,"SNRPA1"
"XR_007085493.1",0.551881,"SNRPA1-DT"
"NM_001291309.2",1,"PCSK6"
"NR_045387.1",0.253206,"LOC100507472"
"NR_132373.1",0.0184119,"PCSK6-AS1"
"NM_138323.3",1,"PCSK6"
"NM_138325.4",1,"PCSK6"
"NM_138322.4",1,"PCSK6"
"XM_047446514.1",0.971855,"LOC124903566"
"XR_007085491.1",0.43944,"LOC107987228"
"NR_147041.1",0.0497555,"LINC02348"
"XR_008489017.1",0.796445,"TM2D3"
"NM_001307960.2",0.94728,"TM2D3"
"NM_025141.4",0.961767,"TM2D3"
"NM_152334.3",1,"TARS3"
"XM_054377266.1",1,"TARS3"
"XR_007086051.1",0.0245844,"LOC124903609"
"NR_168283.1",0.343522,"UBE2Q2P13"
"XM_047446527.1",0.209102,"LOC124907512"
"XM_047446528.1",1,"LOC124907513"
"XM_047446529.1",1,"LOC124907514"
"NM_001005326.2",0.999998,"OR4F6"
"NM_001001674.2",0.999992,"OR4F15"
"NR_046417.1",0.999629,"OR4F13P"
"XR_007085494.1",0.0127395,"LOC105376730"
"NR_026819.1",0.0875313,"FAM138E"
"NR_036267.1",0.00344735,"MIR1302-10"
"NR_003659.2",0.999981,"WASH3P"
"NR_107063.1",0.00400584,"MIR6859-3"
"NR_034090.1",0.0525557,"DDX11L9"
"NR_045117.1",0.0535988,"DDX11L10"
"NR_128720.1",0.00434096,"MIR6859-4"
"NR_130735.1",0.234891,"WASIR2"
"NM_016310.5",0.267094,"POLR3K"
"NM_024571.4",0.891535,"SNRNP25"
"XM_054313667.1",1,"RHBDF1"
"XM_054313670.1",1,"RHBDF1"
"XM_054313664.1",1,"RHBDF1"
"XM_054313665.1",1,"RHBDF1"
"XM_054313668.1",1,"RHBDF1"
"XM_054313671.1",1,"RHBDF1"
"NM_001015054.3",0.999879,"MPG"
"NM_002434.4",0.999935,"MPG"
"NM_001077350.3",1,"NPRL3"
"NM_005332.3",0.915515,"HBZ"
"XR_007086792.1",0.0165714,"LOC107983982"
"NM_001003938.4",0.927952,"HBM"
"NM_000517.6",0.88933,"HBA2"
"NM_000558.5",0.88933,"HBA1"
"NM_005331.5",0.862379,"HBQ1"
"XM_054313455.1",0.999853,"LUC7L"
"XM_054313457.1",0.996806,"LUC7L"
"XM_054313458.1",0.989964,"LUC7L"
"NR_104317.2",1,"FAM234A"
"XM_054314120.1",1,"FAM234A"
"XM_054314130.1",1,"FAM234A"
"XM_054314116.1",1,"FAM234A"
"XM_054314123.1",1,"FAM234A"
"XM_054314136.1",1,"FAM234A"
"NM_183337.3",1,"RGS11"
"XM_054314256.1",1,"RGS11"
"XM_054314255.1",1,"RGS11"
"XM_054314259.1",0.999957,"RGS11"
"XM_054314260.1",0.99995,"RGS11"
"NM_001176.4",0.999784,"ARHGDIG"
"NM_006849.4",1,"PDIA2"
"NR_134879.2",0.999997,"AXIN1"
"XM_054314078.1",1,"AXIN1"
"XM_054314082.1",1,"AXIN1"
"XM_054314081.1",1,"AXIN1"
"XM_054314083.1",1,"AXIN1"
"NM_006428.5",0.999941,"MRPL28"
"XM_054379392.1",0.999912,"MRPL28"
"XM_054313571.1",1,"PGAP6"
"NM_021259.3",1,"PGAP6"
"NR_024453.2",0.101198,"LOC100134368"
"NM_001286436.2",0.7365,"NME4"
"NM_001286439.2",0.560782,"NME4"
"NM_001286440.2",0.551053,"NME4"
"NM_020664.4",0.99994,"DECR2"
"NM_001370401.1",1,"RAB11FIP3"
"XM_054314494.1",1,"RAB11FIP3"
"XM_054314498.1",1,"RAB11FIP3"
"XR_008484754.1",1,"RAB11FIP3"
"XM_054314496.1",1,"RAB11FIP3"
"XM_054314497.1",1,"RAB11FIP3"
"XR_007086793.1",0.852116,"LOC124907820"
"NR_024121.1",0.0439578,"LINC00235"
"XM_054313766.1",1,"CAPN15"
"XM_054313768.1",1,"CAPN15"
"XM_054313761.1",1,"CAPN15"
"XM_054313778.1",1,"CAPN15"
"NR_049852.1",0.00305613,"MIR5587"
"XM_054313776.1",1,"CAPN15"
"NR_036137.1",2.60434e-06,"MIR3176"
"XM_054379662.1",1,"PRR35"
"NM_145270.3",1,"PRR35"
"XM_054379663.1",1,"PRR35"
"XM_054379664.1",0.999991,"PRR35"
"NM_001301159.2",0.448449,"NHLRC4"
"NM_004204.5",1,"PIGQ"
"NM_001172663.2",0.998335,"RAB40C"
"NM_001172664.2",0.999079,"RAB40C"
"NM_021168.5",0.998472,"RAB40C"
"NM_053284.3",1,"WFIKKN1"
"NR_109979.2",0.249626,"METTL26"
"XM_054314191.1",0.384965,"METTL26"
"NR_149003.1",0.0644264,"LOC100287175"
"NR_138604.2",0.14686,"MCRIP2"
"NR_138609.2",0.150213,"MCRIP2"
"NR_138610.1",0.12421,"MCRIP2"
"NR_135177.1",0.0737367,"LOC105371038"
"XM_054379776.1",1,"WDR90"
"XM_054379758.1",1,"WDR90"
"XM_054379798.1",1,"WDR90"
"XM_054379800.1",1,"WDR90"
"XM_054379801.1",1,"WDR90"
"XM_054314282.1",1,"RHOT2"
"XM_054314281.1",1,"RHOT2"
"NR_147954.2",0.998944,"RHOT2"
"XM_054314286.1",1,"RHOT2"
"XM_054314280.1",1,"RHOT2"
"XM_054314279.1",1,"RHOT2"
"NM_001278720.2",0.999997,"RHBDL1"
"NM_001318733.2",1,"RHBDL1"
"NR_136337.1",0.0532522,"STUB1-DT"
"NM_001293197.2",0.999903,"STUB1"
"NR_136652.3",0.672611,"JMJD8"
"NM_032259.4",1,"WDR24"
"XM_054314151.1",1,"WDR24"
"NM_153350.4",1,"FBXL16"
"NM_024042.4",0.9981,"METRN"
"NM_023933.3",0.997424,"ANTKMT"
"NR_165384.1",0.9984,"CCDC78"
"NR_165386.1",0.997865,"CCDC78"
"XM_054379585.1",0.999958,"CCDC78"
"NM_032304.4",0.999991,"HAGHL"
"XM_054314182.1",0.999925,"HAGHL"
"NM_022493.3",1,"CIAO3"
"NM_005823.6",1,"MSLN"
"NM_013404.4",1,"MSLN"
"NR_030384.1",1.1434e-05,"MIR662"
"NM_001324412.2",0.988386,"RPUSD1"
"XM_054313601.1",1,"CHTF18"
"XM_054313602.1",1,"CHTF18"
"NM_016541.3",0.12032,"GNG13"
"NM_001352019.2",1,"LMF1"
"NM_001352020.1",1,"LMF1"
"NR_147885.2",1,"LMF1"
"XM_047446673.1",0.99992,"LOC124903619"
"XM_047446675.1",0.999013,"LOC124903619"
"NR_110945.1",0.0874887,"LMF1-AS1"
"NR_164338.1",0.102178,"CEROX1"
"NM_014587.5",1,"SOX8"
"NR_027242.1",0.957307,"SSTR5-AS1"
"NM_001172560.3",0.999986,"SSTR5"
"NM_001053.4",0.99999,"SSTR5"
"XR_008489089.1",0.983544,"C1QTNF8"
"NM_207419.3",0.983544,"C1QTNF8"
"XM_054380315.1",0.857088,"C1QTNF8"
"XR_007086794.1",0.251689,"LOC107984906"
"XR_007086795.1",0.168814,"LOC107984906"
"XR_007086797.1",0.524418,"LOC105371042"
"XR_007086798.1",0.598025,"LOC105371042"
"XM_054314268.1",1,"CACNA1H"
"XM_054314269.1",1,"CACNA1H"
"XM_054314270.1",1,"CACNA1H"
"XR_008484746.1",1,"CACNA1H"
"XM_054314273.1",1,"CACNA1H"
"XM_054314267.1",1,"CACNA1H"
"NM_012467.4",0.999987,"TPSG1"
"XM_047446676.1",0.999996,"LOC124903621"
"NR_178183.1",0.947752,"TPSB2"
"NM_003294.4",0.99998,"TPSAB1"
"NM_012217.3",0.999948,"TPSD1"
"NM_194260.3",0.396106,"UBE2I"
"XM_054313832.1",0.623982,"UBE2I"
"NM_194259.3",0.537652,"UBE2I"
"XM_054313830.1",0.623982,"UBE2I"
"XM_054313829.1",0.623982,"UBE2I"
"NM_001286464.2",1,"BAIAP3"
"XM_054314274.1",1,"BAIAP3"
"NM_001199096.2",1,"BAIAP3"
"NM_001001410.3",0.999999,"TSR3"
"NM_032520.5",0.999998,"GNPTG"
"XR_008484720.1",1,"UNKL"
"XM_054313700.1",1,"UNKL"
"XR_008484722.1",1,"UNKL"
"XM_054313707.1",0.801588,"UNKL"
"XR_008484725.1",0.899388,"UNKL"
"NR_160280.1",0.996542,"UNKL"
"XM_054313704.1",0.992678,"UNKL"
"XM_054313703.1",1,"UNKL"
"NM_001037125.4",0.999895,"UNKL"
"XR_007086800.1",0.0117491,"LOC101929440"
"NM_001272051.2",0.489444,"UQCC4"
"XR_007086801.1",0.160926,"LOC105371044"
"NM_001365310.2",0.999972,"PERCC1"
"XM_054313689.1",1,"CCDC154"
"NM_001114331.3",1,"CLCN7"
"XM_054379536.1",1,"CLCN7"
"NM_001328608.2",1,"PTX4"
"NM_001013658.1",1,"PTX4"
"XM_054314549.1",1,"TELO2"
"XM_054314544.1",1,"TELO2"
"XM_054314550.1",1,"TELO2"
"XM_054314552.1",1,"TELO2"
"XM_054314553.1",1,"TELO2"
"XM_054314554.1",1,"TELO2"
"XM_054314555.1",1,"TELO2"
"XM_054314548.1",1,"TELO2"
"XM_054314546.1",1,"TELO2"
"XM_054314547.1",1,"TELO2"
"XM_054314551.1",1,"TELO2"
"XM_054314518.1",1,"IFT140"
"XM_054314512.1",1,"IFT140"
"XM_054314514.1",1,"IFT140"
"XM_054314516.1",1,"IFT140"
"XM_054314513.1",1,"IFT140"
"XM_054314517.1",1,"IFT140"
"XM_054314511.1",1,"IFT140"
"XM_054314519.1",1,"IFT140"
"XM_054314520.1",1,"IFT140"
"XM_054314535.1",1,"IFT140"
"NM_001256541.2",0.999067,"TMEM204"
"NM_024600.6",0.999214,"TMEM204"
"XM_054314525.1",1,"IFT140"
"XM_054314527.1",1,"IFT140"
"XM_054314522.1",1,"IFT140"
"XM_054314526.1",1,"IFT140"
"XM_054314529.1",1,"IFT140"
"XM_054314523.1",1,"IFT140"
"XM_054314524.1",1,"IFT140"
"XM_054314530.1",1,"IFT140"
"XM_054314534.1",1,"IFT140"
"XM_054314532.1",1,"IFT140"
"XM_054314531.1",1,"IFT140"
"XM_054314521.1",1,"IFT140"
"NR_135176.1",0.0491168,"LOC105371046"
