"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type","Exon_Length"
"LOC100420060",593,NA,NA,"pseudogene",NA
"RYKP1",2980,NA,NA,"pseudogene",NA
"UBE2G1",97438,1,6,"protein_coding","151.5"
"LOC124904156",75,NA,NA,"pseudogene",NA
"MFSD1P1",2135,NA,NA,"pseudogene",NA
"SPNS3",54862,5,18,"protein_coding",NA
"LOC124903899",5845,2,3,"lncRNA","1252.5"
"SPNS2-AS1",8896,3,9,"lncRNA","566"
"SPNS2",40161,3,16,"protein_coding",NA
"MYBBP1A",16478,3,31,"protein_coding",NA
"GGT6",3650,1,6,"protein_coding","203"
"TXNP4",1060,NA,NA,"pseudogene",NA
"SMTNL2",24170,2,9,"protein_coding","152"
"LINC01996",7204,1,2,"lncRNA","635"
"LOC105371498",12907,1,3,"lncRNA","91"
"RNU6-955P",103,NA,NA,"pseudogene",NA
"ALOX15",10761,1,14,"protein_coding","152.5"
"LOC105371499",20390,1,3,"lncRNA","81"
"PELP1",34397,1,20,"protein_coding","127"
"PELP1-DT",1297,1,2,"lncRNA","235.5"
"RPS12P29",396,NA,NA,"pseudogene",NA
"ARRB2",10775,4,21,"protein_coding","82"
"MED11",2190,1,4,"protein_coding","147"
"CXCL16",6396,2,7,"protein_coding","144"
"ZMYND15",6513,4,18,"protein_coding","154"
"TM4SF5",11323,1,5,"protein_coding","137"
"VMO1",1078,1,6,"protein_coding","291"
"GLTPD2",1625,1,5,"protein_coding","327"
"PSMB6",2331,1,7,"protein_coding","132.5"
"C17orf114",5852,2,4,"protein_coding","190"
"PLD2",16282,4,30,"protein_coding","114"
"MINK1",65415,4,41,"protein_coding","128.5"
"ATP6V0CP1",432,NA,NA,"pseudogene",NA
"RN7SL784P",342,NA,NA,"pseudogene",NA
"CHRNE",10898,2,14,"protein_coding","115"
"C17orf107",6881,2,6,"protein_coding","293"
"GP1BA",2708,1,2,"protein_coding","1238"
"SLC25A11",2917,1,9,"protein_coding","126.5"
"RNF167",5130,3,20,"protein_coding","94"
"PFN1",2878,1,4,"protein_coding","268"
"ENO3",6544,2,15,"protein_coding","107.5"
"SPAG7",8602,1,7,"protein_coding","90"
"CAMTA2",19685,3,28,"protein_coding","135"
"MIR6864",69,3,3,"miRNA","70"
"MIR6865",64,3,3,"miRNA","65"
"LOC124903901",1728,1,2,"lncRNA","586"
"CAMTA2-AS1",5219,1,4,"lncRNA","2563"
"INCA1",9385,2,12,"protein_coding","114"
"KIF1C",30453,1,24,"protein_coding",NA
"KIF1C-AS1",879,1,2,"lncRNA","291.5"
"LOC105371501",22586,2,6,"lncRNA","151"
"SLC52A1",9918,2,9,"protein_coding",NA
"ZFP3",17893,1,2,"protein_coding","2492"
"ZNF232",17390,7,15,"protein_coding","309.5"
"ZNF232-AS1",2447,1,4,"lncRNA","184"
"USP6",58927,6,50,"protein_coding","121"
"ZNF594",17915,5,8,"protein_coding","2431.5"
"ZNF594-DT",44053,1,9,"lncRNA","158.5"
"SCIMP",25985,2,7,"protein_coding","103"
"RABEP1",104026,3,23,"protein_coding","203"
"LOC105371505",2305,1,2,"lncRNA","853"
"NUP88",34828,2,19,"protein_coding","126"
"RPAIN",12695,4,10,"protein_coding","112"
"C1QBP",6379,1,6,"protein_coding","137"
"DHX33",28070,3,13,"protein_coding","171"
"DHX33-DT",1268,1,3,"lncRNA","81"
"DERL2",15238,3,11,"protein_coding","100.5"
"MIS12",4440,5,9,"protein_coding","394"
"LOC124900388",1578,1,2,"protein_coding",NA
"NLRP1",83140,2,19,"protein_coding","171"
"LOC101928044",766,1,1,"protein_coding","767"
"RNU7-31P",60,NA,NA,"pseudogene",NA
"LOC124903902",20318,2,5,"lncRNA","122"
"LOC105371507",10566,2,5,"lncRNA","93"
"LOC100128284",1612,NA,NA,"pseudogene",NA
"LOC339166",158761,1,4,"lncRNA","434"
"WSCD1",55297,6,16,"protein_coding","185"
"LOC105371508",40626,2,5,"lncRNA","136"
"RNU6-1264P",106,NA,NA,"pseudogene",NA
"BTF3P14",813,NA,NA,"pseudogene",NA
"LOC105371509",32607,2,5,"lncRNA","182"
"AIPL1",11367,2,12,"protein_coding","178.5"
"LOC107985017",13142,1,3,"lncRNA","106"
"PIMREG",7018,4,9,"protein_coding","196"
"PITPNM3",105417,4,24,"protein_coding","150"
"KIAA0753",62615,9,31,"protein_coding","121"
"RNA5SP435",107,NA,NA,"pseudogene",NA
"LOC122526780",3536,1,1,"protein_coding","3537"
"TXNDC17",3481,1,4,"protein_coding","125"
"MED31",8292,1,4,"protein_coding","101"
"C17orf100",1714,1,1,"protein_coding","1715"
"MIR4520-1",69,3,3,"miRNA","70"
"MIR4520-2",52,3,3,"miRNA","53"
"ALOX15P1",3675,1,5,"transcribed_pseudogene","144"
"SLC13A5",28653,2,14,"protein_coding","138"
"RPL23AP73",213,NA,NA,"pseudogene",NA
"XAF1",20209,9,22,"protein_coding","136"
"LOC124903905",5101,1,3,"lncRNA","91"
"FBXO39",11433,1,4,"protein_coding","262"
"TEKT1",33742,1,8,"protein_coding",NA
"ALOX12P2",46761,2,16,"transcribed_pseudogene","161"
"LOC100128007",845,NA,NA,"pseudogene",NA
"LOC124903906",15158,1,2,"lncRNA","6529"
"ALOX12-AS1",27145,1,3,"lncRNA","139"
"ALOX12",14625,1,14,"protein_coding","152.5"
"RNASEK-C17orf49",5082,1,8,"lncRNA","148"
"RNASEK",1881,1,4,"protein_coding","177.5"
"C17orf49",2738,1,3,"protein_coding","103.5"
"MIR497HG",3836,1,3,"lncRNA","277"
"MIR195",86,3,3,"miRNA","87"
"MIR497",111,3,3,"miRNA","112"
"BCL6B",6644,1,10,"protein_coding","178"
"SLC16A13",4110,1,4,"protein_coding","461"
"SLC16A11",2471,1,7,"protein_coding","288"
"CLEC10A",5714,1,13,"protein_coding","117"
"ASGR2",14069,7,20,"protein_coding","117"
"LOC105371512",9550,2,5,"lncRNA","104"
"RPL7AP64",647,NA,NA,"pseudogene",NA
"LOC124903911",4565,1,2,"lncRNA","92"
"ASGR1",5937,1,10,"protein_coding","101.5"
"DLG4",32869,4,27,"protein_coding","115"
"ACADVL",8141,5,28,"protein_coding","92.5"
"MIR324",82,3,3,"miRNA","83"
"DVL2",9191,4,19,"protein_coding",NA
"PHF23",4677,7,12,"protein_coding","178.5"
"GABARAP",2438,1,4,"protein_coding","164"
"CTDNEP1",8388,2,10,"protein_coding","117"
"ELP5",8216,4,14,"protein_coding","136"
"CLDN7",3310,2,6,"protein_coding","344"
"SLC2A4",6538,1,11,"protein_coding","163"
"YBX2",6376,1,10,"protein_coding","104"
"EIF5A",5464,12,13,"protein_coding","132"
"GPS2",2699,1,11,"protein_coding","96"
"NEURL4",13707,1,30,"protein_coding","159"
"ACAP1",14948,2,24,"protein_coding",NA
"KCTD11",2788,1,1,"protein_coding","2789"
"TMEM95",2063,4,14,"protein_coding","88"
"TNK1",8658,2,17,"protein_coding","180"
"TMEM256-PLSCR3",14405,1,10,"lncRNA","163"
"PLSCR3",4798,1,4,"protein_coding","109"
"TMEM256",1120,1,3,"protein_coding","89.5"
"NLGN2",15225,3,12,"protein_coding","193"
"SPEM1",1308,1,3,"protein_coding","205"
"SPEM2",1952,1,4,"protein_coding","211"
"SPEM3",3963,1,4,"protein_coding","184"
"TMEM102",2244,2,4,"protein_coding","613"
"FGF11",6643,3,8,"protein_coding","199"
"CHRNB1",12630,1,11,"protein_coding","148"
"ZBTB4",24878,9,12,"protein_coding","673.5"
"SLC35G6",2050,2,3,"protein_coding","791.5"
"POLR2A",30265,1,29,"protein_coding","183"
"TNFSF12-TNFSF13",12523,1,11,"protein_coding","79"
"TNFSF12",8803,1,2,"protein_coding","100.5"
"TNFSF13",3319,2,7,"protein_coding","139"
"SENP3",10036,1,11,"protein_coding","138"
"SENP3-EIF4A1",17001,1,13,"lncRNA","135.5"
"EIF4A1",6182,1,2,"protein_coding","133"
"SNORA48",134,1,1,"snoRNA","135"
"SNORD10",147,1,1,"snoRNA","148"
"SNORA67",136,1,1,"snoRNA","137"
"CD68",2475,1,7,"protein_coding","145.5"
"MPDU1-AS1",2127,3,6,"lncRNA","379.5"
"MPDU1",4565,2,11,"protein_coding","116.5"
"SOX15",1916,1,2,"protein_coding","660"
"FXR2",23637,2,18,"protein_coding","110"
"LOC124904134",92,NA,NA,"pseudogene",NA
"SHBG",19278,3,14,"protein_coding","162"
"TRUND-NNN6-1",68,NA,NA,"pseudogene",NA
"SAT2",1642,2,8,"protein_coding","84"
"ATP1B2",11134,2,8,"protein_coding","105"
"TP53",19050,3,18,"protein_coding","113"
"WRAP53",17447,4,14,"protein_coding","133"
"EFNB3",6170,1,5,"protein_coding","293"
"DNAH2",115977,7,96,"protein_coding","155"
"RPL29P2",656,1,1,"transcribed_pseudogene","657"
"KDM6B",21800,2,26,"protein_coding","142"
"TMEM88",1033,1,4,"protein_coding",NA
"NAA38",28792,2,9,"protein_coding","159"
"CYB5D1",4279,1,5,"protein_coding","255.5"
"CHD3",28037,10,55,"protein_coding",NA
"SCARNA21",137,1,1,"ncRNA","138"
"RNF227",2994,2,4,"protein_coding","1425"
"KCNAB3",7997,4,19,"protein_coding",NA
"TRAPPC1",1654,2,7,"protein_coding","139"
"CNTROB",17829,7,35,"protein_coding","133.5"
"GUCY2D",17743,2,22,"protein_coding","149.5"
"LOC124904131",97,NA,NA,"pseudogene",NA
"ALOX15B",10091,1,15,"protein_coding","158.5"
"ALOXE3P1",1144,NA,NA,"pseudogene",NA
"ALOX12B",15087,1,15,"protein_coding","144"
"MIR4314",91,2,2,"miRNA","92"
"ALOXE3",22940,9,25,"protein_coding","144"
"TRK-TTT3-5",72,1,1,"tRNA",NA
"TRQ-CTG1-5",71,1,1,"tRNA",NA
"TRL-TAG1-1",81,1,1,"tRNA",NA
"HES7",6033,4,10,"protein_coding","92"
"TRR-TCT2-1",87,1,2,"tRNA",NA
"TRG-GCC2-6",70,1,1,"tRNA",NA
"TRS-CGA1-1",81,1,1,"tRNA",NA
"TRT-AGT5-1",73,1,1,"tRNA",NA
"PER1",11958,1,23,"protein_coding","151"
"MIR6883",77,3,3,"miRNA","78"
"VAMP2",3813,2,7,"protein_coding","140"
"TMEM107",3923,1,7,"protein_coding","998.5"
"SNORD118",136,1,1,"snoRNA","137"
"LOC105371520",8206,1,3,"lncRNA","151"
"TRW-CCA3-3",71,1,1,"tRNA",NA
"TRS-GCT4-3",81,1,1,"tRNA",NA
"MIR4521",59,2,2,"miRNA","60"
"TRT-AGT1-1",73,1,1,"tRNA",NA
"TRI-AAT5-5",73,1,1,"tRNA",NA
"BORCS6",1835,1,1,"protein_coding","1836"
"LOC124903913",9196,1,2,"lncRNA","1242"
"AURKB",5851,6,17,"protein_coding","139"
"LINC00324",3416,1,3,"lncRNA","883"
"TRW-CCA1-1",71,1,1,"tRNA",NA
"TRG-TCC3-1",71,1,1,"tRNA",NA
"TRD-GTC2-11",71,1,1,"tRNA",NA
"TRP-CGG1-3",71,1,1,"tRNA",NA
"CTC1",23232,6,31,"protein_coding","165"
"TRT-AGT1-2",73,1,1,"tRNA",NA
"TRS-AGA2-6",81,1,1,"tRNA",NA
"TRI-AAT4-1",73,1,1,"tRNA",NA
"PFAS",22874,6,34,"protein_coding","132"
"SLC25A35",7634,4,15,"protein_coding","135"
"RANGRF",1417,1,7,"protein_coding","196"
"ARHGEF15",12269,3,20,"protein_coding",NA
"LOC124900396",136,1,1,"snoRNA","137"
"ODF4",6206,1,4,"protein_coding","379"
"LOC100128288",2128,1,1,"lncRNA","2129"
"KRBA2",17866,2,4,"protein_coding","1277.5"
"RPL26",6102,2,8,"protein_coding","157"
"RNF222",7139,2,6,"protein_coding","152"
"NDEL1",60541,4,14,"protein_coding",NA
"MYH10",156450,2,45,"protein_coding","144"
"LOC107987245",4953,1,2,"lncRNA","1786.5"
"LOC102724262",8901,2,6,"lncRNA","338"
"RNU7-43P",63,NA,NA,"pseudogene",NA
"PPIAP52",491,NA,NA,"pseudogene",NA
"RPS26P53",441,NA,NA,"pseudogene",NA
"LOC105371525",50825,3,7,"lncRNA","317.5"
"LOC105371526",2621,1,3,"lncRNA","148"
"CCDC42",14885,1,7,"protein_coding","178.5"
"LOC105371529",4339,2,5,"lncRNA","234"
"SPDYE4",11022,2,8,"protein_coding","169"
"LOC105371530",2432,1,3,"lncRNA","96"
"MFSD6L",2255,1,1,"protein_coding","2256"
"PIK3R6",65907,11,40,"protein_coding","111"
"LOC124903919",8916,1,3,"lncRNA","618"
"PIK3R5",86800,4,29,"protein_coding","113"
"LOC124903920",1828,1,3,"lncRNA","91"
"LOC124903921",1519,1,3,"lncRNA","95"
"PIK3R5-DT",11135,2,5,"lncRNA",NA
"NTN1",240730,3,9,"protein_coding","150"
"LOC101928266",8048,1,4,"lncRNA","482.5"
"LOC124903923",855,1,2,"lncRNA","141.5"
"STX8",326839,4,13,"protein_coding","101"
"CFAP52",68946,3,18,"protein_coding","133"
"RPL19P18",695,NA,NA,"pseudogene",NA
"LOC124903924",1597,1,2,"lncRNA","435"
"USP43",84434,5,20,"protein_coding","136"
"LOC107985011",3584,1,3,"lncRNA","613"
"DHRS7C",20148,1,7,"protein_coding","183.5"
"GSG1L2",21506,1,5,"protein_coding","153"
"GLP2R",66165,2,15,"protein_coding",NA
"NPM1P45",741,NA,NA,"pseudogene",NA
"RCVRN",8951,1,3,"protein_coding","472"
"GAS7",288017,12,25,"protein_coding","99"
"RPS27AP1",549,NA,NA,"pseudogene",NA
"LOC107985004",49734,2,6,"lncRNA","158"
"MYH13",72120,1,41,"protein_coding","127"
"MYHAS",242477,1,11,"lncRNA","116"
"MYH8",35440,2,41,"protein_coding","132"
"MYH4",26345,2,42,"protein_coding","132"
"MYH1",26262,1,41,"protein_coding",NA
"MYH2",28556,1,41,"protein_coding","132"
"MYH3",49793,3,43,"protein_coding","137"
"LOC124903927",4211,2,4,"lncRNA","173"
"SCO1",25060,1,6,"protein_coding","157"
"ADPRM",13965,1,4,"protein_coding","367.5"
"TMEM220",18888,3,9,"protein_coding","133"
"MAGOH2P",639,1,1,"transcribed_pseudogene","640"
"TMEM220-AS1",85744,3,12,"lncRNA","124"
"TMEM238L",9187,1,2,"protein_coding","767.5"
"PIRT",15619,1,2,"protein_coding","1728.5"
"RNU6-1065P",105,NA,NA,"pseudogene",NA
"LOC124903926",5708,1,3,"lncRNA","1881"
"LOC105371536",14095,1,5,"lncRNA","85"
"RN7SL601P",292,NA,NA,"pseudogene",NA
"SHISA6",322761,1,6,"protein_coding","157"
"DNAH9",370877,5,75,"protein_coding","183"
"LOC101928350",7510,1,4,"lncRNA","191.5"
"LOC124903928",6322,1,2,"lncRNA","2461.5"
"ZNF18",44072,8,19,"protein_coding","116.5"
"RPL21P122",538,NA,NA,"pseudogene",NA
"MAP2K4",122978,5,17,"protein_coding","120"
"RNU11-2P",141,NA,NA,"pseudogene",NA
"LOC124904155",91,NA,NA,"pseudogene",NA
"MIR744",97,3,3,"miRNA","98"
"LOC103156999",721,NA,NA,"pseudogene",NA
"LINC00670",87202,1,4,"lncRNA","235"
"LOC105371540",14223,1,3,"lncRNA","110"
"MYOCD",103082,1,15,"protein_coding","144"
"MYOCD-AS1",34264,1,3,"lncRNA","330"
"ARHGAP44-AS1",30127,1,2,"lncRNA","1856"
"ARHGAP44",202125,3,24,"protein_coding","108.5"
"MIR1269B",74,2,2,"miRNA","75"
"ELAC2",26409,3,27,"protein_coding","96"
"LINC02093",7576,1,5,"lncRNA","119"
"LOC105371543",33931,1,7,"lncRNA","97"
"HS3ST3A1",107910,3,5,"protein_coding","2092.5"
"MIR548H3",117,2,2,"miRNA","118"
"LOC105371544",7889,1,3,"lncRNA","181"
"LOC107985014",14296,2,5,"lncRNA","584"
"LOC100506974",108397,4,9,"lncRNA","237.5"
"CDRT15P1",1100,1,1,"transcribed_pseudogene","1101"
"COX10-DT",40170,1,3,"lncRNA","477"
"COX10",139154,1,7,"protein_coding","145"
"CDRT15",1189,1,4,"protein_coding","167"
"HS3ST3B1",48389,1,4,"protein_coding","992"
"MGC12916",2005,1,1,"lncRNA","2006"
"LOC107985080",39038,2,5,"lncRNA","926"
"LOC107984996",3534,1,3,"lncRNA","104"
"RPS18P12",539,NA,NA,"pseudogene",NA
"LOC105371545",1673,1,3,"lncRNA","195"
"LINC02096",66079,1,4,"lncRNA","307.5"
"RPL23AP76",457,NA,NA,"pseudogene",NA
"CDRT7",983,1,3,"lncRNA","277"
"LOC101928475",921,1,1,"lncRNA","922"
"CDRT8",1202,1,2,"lncRNA","359.5"
"LOC107984976",11230,1,3,"lncRNA","145"
"LOC105371547",6463,1,4,"lncRNA","87.5"
"PMP22",35546,5,11,"protein_coding","141"
"LOC124904126",96,NA,NA,"pseudogene",NA
"MIR4731",69,3,3,"miRNA","70"
"LOC124903932",22362,1,4,"lncRNA","248.5"
"TEKT3",39861,4,14,"protein_coding",NA
"RNU6-799P",106,NA,NA,"pseudogene",NA
"RN7SL792P",304,NA,NA,"pseudogene",NA
"TVP23C-CDRT4",127650,1,7,"protein_coding","86.5"
"CDRT4",31605,1,2,"protein_coding","122"
"RPL9P2",677,NA,NA,"pseudogene",NA
"CDRT3",527,1,1,"lncRNA","528"
"TVP23C",61220,2,2,"protein_coding","111"
"PPIAP53",743,NA,NA,"pseudogene",NA
"FBXW10B",54226,2,14,"protein_coding","149"
"TRIM16",56363,2,15,"protein_coding","112"
"ZNF29P",167,NA,NA,"pseudogene",NA
"ZNF286A-TBC1D26",46486,1,23,"lncRNA","95"
"ZNF286A",21035,1,6,"protein_coding","104"
"UBE2SP1",1014,NA,NA,"pseudogene",NA
"TBC1D26-AS1",12725,2,6,"lncRNA","133"
"TBC1D26",12508,2,6,"protein_coding","100"
"LOC105371559",20447,4,13,"lncRNA","310"
"CDRT15P2",986,1,3,"transcribed_pseudogene","157"
"ZSWIM5P1",2906,NA,NA,"pseudogene",NA
"RNA5SP436",114,NA,NA,"pseudogene",NA
"IL6STP1",8643,NA,NA,"pseudogene",NA
"MEIS3P1",2854,1,1,"transcribed_pseudogene","2855"
"LINC02087",11497,1,3,"lncRNA","215"
"SPECC1P1",4885,NA,NA,"pseudogene",NA
"LOC105371557",16435,1,4,"lncRNA","113.5"
"ADORA2B",121142,7,12,"protein_coding","761"
"ZSWIM7",23175,2,13,"protein_coding",NA
"TTC19",45601,3,14,"protein_coding","133"
"NCOR1",186476,3,58,"protein_coding","142"
"RPLP1P11",504,NA,NA,"pseudogene",NA
"RPL22P21",437,NA,NA,"pseudogene",NA
"RNU6-314P",103,NA,NA,"pseudogene",NA
"RNU6-862P",104,NA,NA,"pseudogene",NA
"SNORD163",63,1,1,"snoRNA","64"
"RN7SL442P",319,NA,NA,"pseudogene",NA
"PIGL",134604,6,21,"protein_coding","100"
"MIR1288",74,3,3,"miRNA","75"
"CENPV",10943,1,5,"protein_coding","115"
"UBB",1966,5,8,"protein_coding","548.5"
"FTLP12",449,NA,NA,"pseudogene",NA
"LOC124904150",139,NA,NA,"pseudogene",NA
"TRPV2",21432,6,23,"protein_coding",NA
"SNHG29",31649,3,20,"lncRNA","160.5"
"SNORD49B",47,1,1,"snoRNA","48"
"SNORD49A",70,1,1,"snoRNA","71"
"SNORD65",72,1,1,"snoRNA",NA
"LRRC75A",50600,4,9,"protein_coding","449"
"LOC124903936",18055,1,3,"lncRNA","123"
"LOC105371554",8101,3,7,"lncRNA","451"
"ZNF287",22262,2,12,"protein_coding","127"
"ZNF624",39560,4,10,"protein_coding",NA
"SRSF6P2",1468,NA,NA,"pseudogene",NA
"LOC124903934",11824,1,4,"lncRNA","430"
"NEK4P2",1008,NA,NA,"pseudogene",NA
"CCDC144A",111676,4,23,"protein_coding","212.5"
"RNASEH1P2",895,NA,NA,"pseudogene",NA
"RN7SL620P",298,NA,NA,"pseudogene",NA
"UPF3AP1",2134,NA,NA,"pseudogene",NA
"USP32P1",17598,1,8,"transcribed_pseudogene","229"
"SRP68P1",1104,NA,NA,"pseudogene",NA
"FAM106C",1622,1,1,"lncRNA","1623"
"NOS2P4",6218,NA,NA,"pseudogene",NA
"LOC124907928",18167,5,18,"protein_coding","94"
"LOC124907938",10527,NA,NA,"pseudogene",NA
"LOC124907929",767,1,1,"protein_coding","768"
"LOC105371552",6021,1,4,"lncRNA","231"
"KRT16P2",2350,1,5,"transcribed_pseudogene","161"
"LOC105371551",2206,1,4,"lncRNA",NA
"KRT17P1",5417,1,7,"transcribed_pseudogene","162"
"KRT17P4",3149,NA,NA,"pseudogene",NA
"COTL1P1",2312,NA,NA,"pseudogene",NA
"LOC101929105",2355,NA,NA,"pseudogene",NA
"TBC1D27P",10400,1,13,"transcribed_pseudogene","112"
"TNFRSF13B",33035,1,5,"protein_coding","186"
"LOC284191",5357,1,3,"lncRNA","516"
"LINC02090",1847,1,3,"lncRNA","136"
"LOC124903938",2986,1,3,"lncRNA","128"
"MPRIP",150156,1,26,"protein_coding","119"
"RN7SL775P",335,NA,NA,"pseudogene",NA
"PLD6",5432,2,3,"protein_coding","1289"
"FLCN",25353,6,25,"protein_coding","191.5"
"ACTG1P24",898,NA,NA,"pseudogene",NA
"COPS3",34687,2,16,"protein_coding","114.5"
"NT5M",43290,4,13,"protein_coding",NA
"RPL13P12",708,NA,NA,"pseudogene",NA
"LOC644909",1052,NA,NA,"pseudogene",NA
"TSEN15P1",1020,NA,NA,"pseudogene",NA
"MED9",16223,1,2,"protein_coding","1104.5"
"RASD1",1958,1,3,"protein_coding","837"
"PEMT",86409,6,14,"protein_coding","112"
"RNU6-468P",107,NA,NA,"pseudogene",NA
"EEF1A1P43",3868,NA,NA,"pseudogene",NA
"SMCR2",3665,1,4,"lncRNA","144"
"RAI1",129972,5,12,"protein_coding",NA
"RAI1-AS1",7149,1,2,"lncRNA","359"
"SMCR5",2842,1,1,"lncRNA","2843"
"SREBF1",25742,3,31,"protein_coding","174"
"MIR6777",65,3,3,"miRNA","66"
"MIR33B",95,3,3,"miRNA","96"
"TOM1L2",128883,1,16,"protein_coding","87"
"DRC3",44193,10,28,"protein_coding","124"
"LOC107984989",12270,1,3,"lncRNA","318"
"LOC100419436",1182,NA,NA,"pseudogene",NA
"ATPAF2",24116,4,12,"protein_coding",NA
"GID4",28990,3,8,"protein_coding","119.5"
"LOC124907939",19497,NA,NA,"pseudogene",NA
"DRG2",20004,2,16,"protein_coding",NA
"LOC105371566",9870,1,3,"lncRNA","227"
"MYO15A",71050,6,76,"protein_coding","111"
"LOC124904129",99,1,1,"snoRNA","100"
"LOC124903944",3559,1,3,"lncRNA","195"
"LOC105371567",2139,2,6,"lncRNA","89"
"ALKBH5",26119,1,4,"protein_coding","671"
"LLGL1",19245,1,27,"protein_coding",NA
"FLII",14208,3,33,"protein_coding","129"
"MIEF2",6014,4,7,"protein_coding","158.5"
"TOP3A",43566,4,23,"protein_coding","137"
"RPL7AP65",811,NA,NA,"pseudogene",NA
"RPL21P121",386,NA,NA,"pseudogene",NA
"SMCR8",12763,1,2,"protein_coding","4148.5"
"SHMT1",35677,3,15,"protein_coding","123"
"MIR6778",72,3,3,"miRNA","73"
"EVPLL",11878,5,18,"protein_coding","126"
"TBC1D3P4",5881,NA,NA,"pseudogene",NA
"LINC02076",3229,1,2,"lncRNA","939.5"
"YWHAEP2",111,NA,NA,"pseudogene",NA
"KRT17P5",3152,1,1,"transcribed_pseudogene","3153"
"KRT17P2",5065,1,7,"transcribed_pseudogene","162"
"LOC105371570",1605,1,2,"lncRNA","168.5"
"KRT16P1",2987,1,7,"transcribed_pseudogene","161"
"LOC105371569",6552,1,6,"lncRNA","171.5"
"KRT16P4",583,NA,NA,"pseudogene",NA
"TNPO1P2",3224,NA,NA,"pseudogene",NA
"LGALS9C",18156,2,14,"protein_coding","96"
"NOS2P2",6195,NA,NA,"pseudogene",NA
"USP32P2",9990,1,5,"transcribed_pseudogene","425"
"FAM106A",2280,1,1,"lncRNA","2281"
"SRP68P2",903,NA,NA,"pseudogene",NA
"CCDC144BP",87816,1,17,"transcribed_pseudogene","210"
"RPS28P9",382,NA,NA,"pseudogene",NA
"LOC107985051",6267,1,3,"lncRNA","300"
"TBC1D28",10145,4,17,"protein_coding","102"
"PAIP1P2",1372,NA,NA,"pseudogene",NA
"ZNF286B",23879,1,4,"transcribed_pseudogene","171.5"
"FOXO3B",14681,1,2,"protein_coding","171.5"
"UBE2SP2",650,NA,NA,"pseudogene",NA
"TRIM16L",37819,3,14,"transcribed_pseudogene","119.5"
"FBXW10",35451,7,27,"protein_coding","154"
"TVP23B",25535,5,13,"protein_coding","129"
"LOC101929141",6704,1,4,"transcribed_pseudogene","216.5"
"RN7SL627P",298,NA,NA,"pseudogene",NA
"PRPSAP2",75349,8,20,"protein_coding","131"
"LOC100419620",826,NA,NA,"pseudogene",NA
"LOC124904114",74,1,1,"snoRNA","75"
"SLC5A10",73256,2,19,"protein_coding","136"
"FAM83G",37342,2,7,"protein_coding","409"
"GRAP",30723,4,10,"protein_coding","116"
"SNORD3B-1",216,1,1,"snoRNA","217"
"SNORD3B-2",216,1,1,"snoRNA","217"
"KYNUP1",1546,NA,NA,"pseudogene",NA
"GRAPL-AS1",7978,1,4,"lncRNA","169.5"
"GRAPL",36020,2,8,"protein_coding","116"
"SNORD3D",216,1,1,"snoRNA","217"
"LOC102724624",6919,1,4,"lncRNA","180"
"KYNUP2",1552,NA,NA,"pseudogene",NA
"SNORD3A",216,1,1,"snoRNA","217"
"SNORD3C",210,1,1,"snoRNA",NA
"KYNUP3",1546,NA,NA,"pseudogene",NA
"LOC388436",7972,1,4,"lncRNA","169.5"
"EPN2",99409,1,11,"protein_coding","171"
"EPN2-IT1",2995,1,3,"lncRNA","338"
"EPN2-AS1",9666,1,3,"lncRNA","323"
"B9D1",43206,9,22,"protein_coding","97"
"MIR1180",68,3,3,"miRNA","69"
"LOC105371573",8644,1,3,"lncRNA","84"
"MAPK7",5794,3,12,"protein_coding",NA
"MFAP4",3745,1,7,"protein_coding","126"
"RNF112",6043,3,18,"protein_coding",NA
"LOC105371574",42352,1,3,"lncRNA","227"
"RPS2P46",942,NA,NA,"pseudogene",NA
"LOC124907933",9490,1,6,"lncRNA","118"
"RPL17P43",647,NA,NA,"pseudogene",NA
"TRW-CCA2-1",71,1,1,"tRNA",NA
"SLC47A1",45169,1,17,"protein_coding","98"
"SNORA59B",151,1,1,"snoRNA","152"
"LOC105371578",11176,2,4,"lncRNA","249"
"SLC47A1P1",16120,NA,NA,"pseudogene",NA
"MTND1P14",946,NA,NA,"pseudogene",NA
"NMTRQ-TTG12-1",71,NA,NA,"pseudogene",NA
"MTND2P12",1199,NA,NA,"pseudogene",NA
"MTCO1P39",479,NA,NA,"pseudogene",NA
"SLC47A1P2",4795,1,4,"transcribed_pseudogene","375.5"
"ALDH3A2",29457,3,15,"protein_coding","167"
"LOC124900397",90,NA,NA,"pseudogene",NA
"SLC47A2",40662,8,27,"protein_coding","98"
"LOC124903948",8082,1,2,"lncRNA","2972.5"
"ALDH3A1",10314,5,16,"protein_coding","142"
"LOC441784",1025,NA,NA,"pseudogene",NA
"ULK2",97123,2,32,"protein_coding",NA
"NDUFB4P3",465,NA,NA,"pseudogene",NA
"LOC124904110",55,NA,NA,"pseudogene",NA
"TRG-CCC3-1",70,1,1,"tRNA",NA
"AKAP10",73575,3,17,"protein_coding","117"
"SPECC1",309619,18,34,"protein_coding","138.5"
"LOC100131943",1864,1,1,"lncRNA","1865"
"KCTD9P1",1551,NA,NA,"pseudogene",NA
"RNU6-258P",100,NA,NA,"pseudogene",NA
"RNU6-1057P",101,NA,NA,"pseudogene",NA
"CCDC144CP",81001,1,16,"transcribed_pseudogene","163"
"RNU6-467P",109,NA,NA,"pseudogene",NA
